Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Sunday, Apr 4",boxscore,NYY,@,BOS,L,7,9,,0-1,5,1.0,Okajima,Park,Papelbon,3:46,N,37440,1.08,-,
2,"Tuesday, Apr 6",boxscore,NYY,@,BOS,W,6,4,,1-1,2,0.5,Aceves,Okajima,Rivera,3:48,N,38000,1.03,+,
3,"Wednesday, Apr 7",boxscore,NYY,@,BOS,W,3,1,10,2-1,2,0.5,Park,Papelbon,Rivera,3:21,N,38238,1.14,++,
4,"Friday, Apr 9",boxscore,NYY,@,TBR,L,3,9,,2-2,3,1.0,Price,Vazquez,,2:51,N,33221,1.23,-,
5,"Saturday, Apr 10",boxscore,NYY,@,TBR,W,10,0,,3-2,2,1.0,Sabathia,Davis,,3:20,D,29892,1.19,+,
6,"Sunday, Apr 11",boxscore,NYY,@,TBR,W,7,3,,4-2,2,1.0,Burnett,Choate,,3:13,D,31253,1.23,++,
7,"Tuesday, Apr 13",boxscore,NYY,,LAA,W,7,5,,5-2,2,0.5,Pettitte,Santana,Rivera,3:16,D,49293,1.11,+++,
8,"Wednesday, Apr 14",boxscore,NYY,,LAA,L,3,5,,5-3,3,0.5,Pineiro,Vazquez,Rodney,3:12,D,42372,1.10,-,
9,"Thursday, Apr 15",boxscore,NYY,,LAA,W,6,2,,6-3,2,0.5,Hughes,Kazmir,Rivera,3:33,N,44722,1.13,+,
10,"Friday, Apr 16",boxscore,NYY,,TEX,W,5,1,6,7-3,1,Tied,Sabathia,Wilson,,1:58,N,42145,1.16,++,
11,"Saturday, Apr 17",boxscore,NYY,,TEX,W,7,3,,8-3,1,Tied,Burnett,Feldman,,3:05,D,44963,1.27,+++,
12,"Sunday, Apr 18",boxscore,NYY,,TEX,W,5,2,,9-3,1,Tied,Pettitte,Harden,Rivera,2:52,D,44121,1.17,++++,
13,"Tuesday, Apr 20",boxscore,NYY,@,OAK,W,7,3,,10-3,1,up 0.5,Vazquez,Gonzalez,,3:21,N,19849,1.28,+++++,
14,"Wednesday, Apr 21",boxscore,NYY,@,OAK,W,3,1,,11-3,1,up 0.5,Hughes,Sheets,Rivera,2:47,N,30211,1.29,++++++,
15,"Thursday, Apr 22",boxscore,NYY,@,OAK,L,2,4,,11-4,2,0.5,Braden,Sabathia,Bailey,2:07,D,21986,1.28,-,
16,"Friday, Apr 23",boxscore,NYY,@,LAA,L,4,6,,11-5,2,0.5,Rodney,Chamberlain,Fuentes,3:13,N,44002,1.27,--,
17,"Saturday, Apr 24",boxscore,NYY,@,LAA,W,7,1,,12-5,2,0.5,Pettitte,Pineiro,,2:47,D,43390,1.24,+,
18,"Sunday, Apr 25",boxscore,NYY,@,LAA,L,4,8,,12-6,2,1.5,Kazmir,Vazquez,,3:01,D,42284,1.29,-,
19,"Tuesday, Apr 27",boxscore,NYY,@,BAL,L,4,5,,12-7,2,2.5,Castillo,Robertson,Simon,3:24,N,20536,1.29,--,
20,"Wednesday, Apr 28",boxscore,NYY,@,BAL,W,8,3,,13-7,2,2.5,Sabathia,Guthrie,,2:55,N,17248,1.29,+,
21,"Thursday, Apr 29",boxscore,NYY,@,BAL,W,4,0,,14-7,2,2.5,Burnett,Matusz,,2:51,N,26439,1.26,++,
22,"Friday, Apr 30",boxscore,NYY,,CHW,W,6,4,,15-7,2,1.5,Aceves,Thornton,Rivera,2:58,N,44783,1.30,+++,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
