Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 2",boxscore,BOS,@,KCR,L,1,7,,0-1,3,1.0,Meche,Schilling,,2:54,D,41257,.99,-,
2,"Wednesday, Apr 4",boxscore,BOS,@,KCR,W,7,1,,1-1,2,0.5,Beckett,Perez,,3:19,N,22348,.98,+,
3,"Thursday, Apr 5",boxscore,BOS,@,KCR,W,4,1,,2-1,1,up 0.5,Matsuzaka,Greinke,Papelbon,3:00,D,23170,1.03,++,
4,"Friday, Apr 6",boxscore,BOS,@,TEX,L,0,2,,2-2,2,0.5,Tejeda,Wakefield,Otsuka,2:14,D,51548,1.06,-,
5,"Saturday, Apr 7",boxscore,BOS,@,TEX,L,4,8,,2-3,4,0.5,Millwood,Tavarez,,3:28,N,40865,1.01,--,
6,"Sunday, Apr 8",boxscore,BOS,@,TEX,W,3,2,,3-3,2,0.5,Schilling,Padilla,Papelbon,2:47,N,28347,1.01,+,
7,"Tuesday, Apr 10",boxscore,BOS,,SEA,W,14,3,,4-3,1,Tied,Beckett,Weaver,,3:06,D,35847,1.01,++,
8,"Wednesday, Apr 11",boxscore,BOS,,SEA,L,0,3,,4-4,2,1.0,Hernández,Matsuzaka,,2:22,N,36630,1.07,-,
9,"Friday, Apr 13",boxscore,BOS,,LAA,W,10,1,,5-4,2,0.5,Wakefield,Lackey,,2:49,N,35946,1.02,+,
10,"Saturday, Apr 14",boxscore,BOS,,LAA,W,8,0,,6-4,1,up 0.5,Schilling,Carrasco,,3:06,D,36300,1.05,++,
11,"Monday, Apr 16",boxscore,BOS,,LAA,W,7,2,,7-4,1,up 0.5,Beckett,Santana,,2:32,D,35424,1.12,+++,
12,"Tuesday, Apr 17",boxscore,BOS,@,TOR,L,1,2,,7-5,2,0.5,Chacín,Matsuzaka,Frasor,2:38,N,42162,1.29,-,
13,"Wednesday, Apr 18",boxscore,BOS,@,TOR,W,4,1,,8-5,1,up 0.5,Wakefield,Ohka,Papelbon,2:24,N,20188,1.28,+,
14,"Thursday, Apr 19",boxscore,BOS,@,TOR,W,5,3,,9-5,1,up 1.0,Timlin,Marcum,Papelbon,2:54,D,33297,1.30,++,
15,"Friday, Apr 20",boxscore,BOS,,NYY,W,7,6,,10-5,1,up 1.5,Snyder,Rivera,Okajima,3:18,N,36786,1.32,+++,
16,"Saturday, Apr 21",boxscore,BOS,,NYY,W,7,5,,11-5,1,up 1.5,Beckett,Karstens,Papelbon,3:26,D,36342,1.35,++++,
17,"Sunday, Apr 22",boxscore,BOS,,NYY,W,7,6,,12-5,1,up 1.5,Matsuzaka,Proctor,Papelbon,3:34,N,36905,1.37,+++++,
18,"Monday, Apr 23",boxscore,BOS,,TOR,L,3,7,,12-6,1,up 1.5,Ohka,Wakefield,Frasor,3:02,N,36669,1.34,-,
19,"Tuesday, Apr 24",boxscore,BOS,,TOR,L,3,10,,12-7,1,up 1.5,Halladay,Tavarez,,2:51,N,37161,1.40,--,
20,"Wednesday, Apr 25",boxscore,BOS,@,BAL,W,6,1,,13-7,1,up 2.5,Schilling,Cabrera,,2:59,N,27613,1.39,+,
21,"Thursday, Apr 26",boxscore,BOS,@,BAL,W,5,2,,14-7,1,up 3.0,Beckett,Ray,Papelbon,2:55,N,33522,1.42,++,
22,"Friday, Apr 27",boxscore,BOS,@,NYY,W,11,4,,15-7,1,up 4.0,Matsuzaka,Pettitte,,3:56,N,55005,1.38,+++,
23,"Saturday, Apr 28",boxscore,BOS,@,NYY,L,1,3,,15-8,1,up 3.5,Igawa,Wakefield,Rivera,3:25,D,55026,1.37,-,
24,"Sunday, Apr 29",boxscore,BOS,@,NYY,W,7,4,,16-8,1,up 4.0,Tavarez,Wang,Papelbon,3:11,D,54856,1.38,+,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
25,"Tuesday, May 1",boxscore,BOS,,OAK,L,4,5,10,16-9,1,up 3.5,Duchscherer,Donnelly,Street,3:16,N,37052,1.25,-,
26,"Wednesday, May 2",boxscore,BOS,,OAK,W,6,4,,17-9,1,up 4.5,Beckett,Marshall,Timlin,3:11,N,37006,1.26,+,
27,"Thursday, May 3",boxscore,BOS,,SEA,W,8,7,,18-9,1,up 5.5,Donnelly,Reitsma,Romero,3:26,N,37216,1.26,++,2007-04-12 (Rain)
28,"Friday, May 4",boxscore,BOS,@,MIN,W,2,0,,19-9,1,up 6.5,Wakefield,Silva,Papelbon,2:33,N,34951,1.29,+++,
29,"Saturday, May 5",boxscore,BOS,@,MIN,L,1,2,,19-10,1,up 5.5,Santana,Tavarez,Nathan,3:00,N,40088,1.25,-,
30,"Sunday, May 6",boxscore,BOS,@,MIN,W,4,3,,20-10,1,up 5.5,Schilling,Ponson,Papelbon,3:01,D,27807,1.26,+,
31,"Tuesday, May 8",boxscore,BOS,@,TOR,W,9,2,,21-10,1,up 6.0,Beckett,Zambrano,,3:05,N,41203,1.38,++,
32,"Wednesday, May 9",boxscore,BOS,@,TOR,W,9,3,,22-10,1,up 6.0,Matsuzaka,Ohka,,2:51,N,21784,1.30,+++,
33,"Thursday, May 10",boxscore,BOS,@,TOR,W,8,0,,23-10,1,up 7.0,Wakefield,Halladay,,2:18,N,22290,1.26,++++,
34,"Friday, May 11",boxscore,BOS,,BAL,L,3,6,,23-11,1,up 6.0,Burres,Tavarez,Ray,3:21,N,37039,1.30,-,
35,"Saturday, May 12",boxscore,BOS,,BAL,W,13,4,,24-11,1,up 7.0,López,Leicester,,4:04,D,36503,1.39,+,
36,"Sunday, May 13",boxscore,BOS,,BAL,W-wo,6,5,,25-11,1,up 8.0,Romero,Ray,,3:10,D,36379,1.33,++,
37,"Monday, May 14",boxscore,BOS,,DET,W,7,1,,26-11,1,up 8.5,Matsuzaka,Robertson,,2:53,N,36935,1.08,+++,
38,"Tuesday, May 15",boxscore,BOS,,DET,L,2,7,,26-12,1,up 8.0,Verlander,Wakefield,,2:45,N,37031,1.02,-,
39,"Thursday, May 17 (1)",boxscore,BOS,,DET,W,2,1,,27-12,1,up 9.5,Tavarez,Miner,Papelbon,2:48,D,36767,1.15,+,2007-05-16 (Rain)
40,"Thursday, May 17 (2)",boxscore,BOS,,DET,W,4,2,,28-12,1,up 9.5,Donnelly,Ledezma,Okajima,3:08,N,37006,1.08,++,
41,"Saturday, May 19 (1)",boxscore,BOS,,ATL,W,13,3,,29-12,1,up 9.5,Matsuzaka,Lerew,,3:02,D,36358,.94,+++,2007-05-18 (Rain)
42,"Saturday, May 19 (2)",boxscore,BOS,,ATL,L,0,14,,29-13,1,up 9.5,Smoltz,Hansack,,3:01,N,36792,.88,-,
43,"Sunday, May 20",boxscore,BOS,,ATL,W,6,3,,30-13,1,up10.5,Gabbard,Hudson,,3:05,D,36140,.91,+,
44,"Monday, May 21",boxscore,BOS,@,NYY,L,2,6,,30-14,1,up 9.5,Wang,Wakefield,,3:28,N,55078,1.04,-,
45,"Tuesday, May 22",boxscore,BOS,@,NYY,W,7,3,,31-14,1,up10.5,Tavarez,Mussina,,3:22,N,54739,1.12,+,
46,"Wednesday, May 23",boxscore,BOS,@,NYY,L,3,8,,31-15,1,up 9.5,Pettitte,Schilling,,2:59,N,55000,1.03,-,
47,"Friday, May 25",boxscore,BOS,@,TEX,W,10,6,,32-15,1,up10.5,Matsuzaka,Littleton,,3:23,N,33552,.92,+,
48,"Saturday, May 26",boxscore,BOS,@,TEX,W,7,4,,33-15,1,up11.0,Wakefield,Padilla,Papelbon,3:07,N,37974,.83,++,
49,"Sunday, May 27",boxscore,BOS,@,TEX,W,6,5,,34-15,1,up11.5,Pineiro,Otsuka,Okajima,3:10,D,40323,.74,+++,
50,"Monday, May 28",boxscore,BOS,,CLE,W,5,3,,35-15,1,up11.5,Schilling,Lee,Papelbon,3:15,N,36910,.73,++++,
51,"Tuesday, May 29",boxscore,BOS,,CLE,W,4,2,,36-15,1,up11.5,Beckett,Sowers,Okajima,2:56,N,37076,.69,+++++,
52,"Wednesday, May 30",boxscore,BOS,,CLE,L,4,8,,36-16,1,up10.5,Byrd,Matsuzaka,,3:34,N,37091,.62,-,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
53,"Friday, Jun 1",boxscore,BOS,,NYY,L,5,9,,36-17,1,up10.0,Wang,Wakefield,,3:53,N,36785,.78,--,
54,"Saturday, Jun 2",boxscore,BOS,,NYY,W,11,6,,37-17,1,up11.0,Okajima,Proctor,,3:39,D,36294,.86,+,
55,"Sunday, Jun 3",boxscore,BOS,,NYY,L,5,6,,37-18,1,up10.5,Bruney,Papelbon,Rivera,4:04,N,36793,.77,-,
56,"Monday, Jun 4",boxscore,BOS,@,OAK,L-wo,4,5,11,37-19,1,up10.0,Casilla,Snyder,,3:45,N,28177,.76,--,
57,"Tuesday, Jun 5",boxscore,BOS,@,OAK,L,0,2,,37-20,1,up 9.0,DiNardo,Matsuzaka,Embree,2:53,N,31127,.81,---,
58,"Wednesday, Jun 6",boxscore,BOS,@,OAK,L,2,3,,37-21,1,up 9.0,Kennedy,Wakefield,Casilla,2:25,N,32280,.89,----,
59,"Thursday, Jun 7",boxscore,BOS,@,OAK,W,1,0,,38-21,1,up10.0,Schilling,Blanton,,2:10,D,31211,.96,+,
60,"Friday, Jun 8",boxscore,BOS,@,ARI,W,10,3,,39-21,1,up10.5,Beckett,Davis,,2:47,N,40435,.86,++,
61,"Saturday, Jun 9",boxscore,BOS,@,ARI,W,4,3,10,40-21,1,up10.5,Okajima,Cruz,Papelbon,3:46,N,49826,.79,+++,
62,"Sunday, Jun 10",boxscore,BOS,@,ARI,L,1,5,,40-22,1,up 9.5,Johnson,Matsuzaka,,3:41,D,46622,.75,-,
63,"Tuesday, Jun 12",boxscore,BOS,,COL,W,2,1,,41-22,1,up 9.5,Wakefield,Cook,Papelbon,2:25,N,37008,.84,+,
64,"Wednesday, Jun 13",boxscore,BOS,,COL,L,2,12,,41-23,1,up 8.5,Fogg,Schilling,,3:09,N,36808,.79,-,
65,"Thursday, Jun 14",boxscore,BOS,,COL,L,1,7,,41-24,1,up 7.5,Francis,Beckett,,3:14,N,36939,.90,--,
66,"Friday, Jun 15",boxscore,BOS,,SFG,W,10,2,,42-24,1,up 8.5,Tavarez,Zito,,3:09,N,36508,1.00,+,
67,"Saturday, Jun 16",boxscore,BOS,,SFG,W,1,0,,43-24,1,up 8.5,Matsuzaka,Cain,Papelbon,2:50,D,36381,.87,++,
68,"Sunday, Jun 17",boxscore,BOS,,SFG,W,9,5,,44-24,1,up 8.5,Wakefield,Morris,,2:56,D,36137,.80,+++,
69,"Monday, Jun 18",boxscore,BOS,@,ATL,L,4,9,,44-25,1,up 8.0,James,Schilling,,3:11,N,47562,.74,-,
70,"Tuesday, Jun 19",boxscore,BOS,@,ATL,W,4,0,,45-25,1,up 9.0,Beckett,Hudson,,2:57,N,47910,.82,+,
71,"Wednesday, Jun 20",boxscore,BOS,@,ATL,W,11,0,,46-25,1,up10.0,Tavarez,Carlyle,,2:46,N,49585,.67,++,
72,"Friday, Jun 22",boxscore,BOS,@,SDP,W,2,1,,47-25,1,up10.5,Matsuzaka,Maddux,Papelbon,3:08,N,44405,.55,+++,
73,"Saturday, Jun 23",boxscore,BOS,@,SDP,L,1,6,,47-26,1,up10.5,Young,Wakefield,,2:32,N,44457,.52,-,
74,"Sunday, Jun 24",boxscore,BOS,@,SDP,W,4,2,,48-26,1,up11.0,Beckett,Peavy,Papelbon,2:53,D,44449,.60,+,
75,"Monday, Jun 25",boxscore,BOS,@,SEA,L,4,9,,48-27,1,up10.0,Weaver,Tavarez,,3:21,N,33830,.53,-,
76,"Tuesday, Jun 26",boxscore,BOS,@,SEA,L,7,8,,48-28,1,up10.0,O'Flaherty,López,Putz,3:25,N,35045,.61,--,
77,"Wednesday, Jun 27",boxscore,BOS,@,SEA,L-wo,1,2,11,48-29,1,up 9.0,Davis,Pineiro,,3:46,D,43448,.64,---,
78,"Friday, Jun 29",boxscore,BOS,,TEX,W,2,1,,49-29,1,up10.5,Wakefield,Wright,Papelbon,3:10,N,36756,.66,+,
79,"Saturday, Jun 30",boxscore,BOS,,TEX,L,4,5,,49-30,1,up10.5,Mahay,Beckett,Gagné,3:16,N,36747,.61,-,
Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
80,"Sunday, Jul 1",boxscore,BOS,,TEX,L,1,2,,49-31,1,up10.5,Loe,Tavarez,Gagné,3:24,D,36378,.63,--,
81,"Monday, Jul 2",boxscore,BOS,,TEX,W,7,3,,50-31,1,up10.5,Gabbard,McCarthy,,3:18,N,36778,.62,+,
82,"Tuesday, Jul 3",boxscore,BOS,,TBD,W,4,1,,51-31,1,up10.5,Matsuzaka,Kazmir,,2:58,N,37005,.63,++,
83,"Wednesday, Jul 4",boxscore,BOS,,TBD,W,7,5,,52-31,1,up11.5,Wakefield,Jackson,Papelbon,2:33,D,36629,.55,+++,
84,"Thursday, Jul 5",boxscore,BOS,,TBD,W,15,4,,53-31,1,up11.5,Beckett,Howell,,3:36,N,37044,.50,++++,
85,"Friday, Jul 6",boxscore,BOS,@,DET,L,2,9,,53-32,1,up10.5,Miller,Tavarez,,2:41,N,43839,.47,-,
86,"Saturday, Jul 7",boxscore,BOS,@,DET,L-wo,2,3,13,53-33,1,up10.5,Grilli,Papelbon,,4:28,N,44193,.57,--,
87,"Sunday, Jul 8",boxscore,BOS,@,DET,L,5,6,,53-34,1,up 9.5,Robertson,Matsuzaka,Jones,3:12,D,41943,.54,---,
88,"Thursday, Jul 12",boxscore,BOS,,TOR,W,7,4,,54-34,1,up 9.5,Wakefield,Halladay,Papelbon,3:05,N,36887,.88,+,
89,"Friday, Jul 13",boxscore,BOS,,TOR,L,5,6,,54-35,1,up 9.5,Marcum,Snyder,Accardo,3:51,N,36908,.77,-,
90,"Saturday, Jul 14",boxscore,BOS,,TOR,W,9,4,,55-35,1,up 9.5,Matsuzaka,McGowan,,3:13,N,36830,.92,+,
91,"Sunday, Jul 15",boxscore,BOS,,TOR,L,1,2,,55-36,1,up 8.5,Litsch,Beckett,Accardo,2:52,D,36301,.78,-,
92,"Monday, Jul 16",boxscore,BOS,,KCR,W,4,0,,56-36,1,up 8.5,Gabbard,Bannister,,2:18,N,37099,.77,+,
93,"Tuesday, Jul 17",boxscore,BOS,,KCR,L,3,9,,56-37,1,up 7.5,Gobble,Wakefield,,3:16,N,37001,.70,-,
94,"Wednesday, Jul 18",boxscore,BOS,,KCR,L,5,6,,56-38,1,up 6.5,Perez,Tavarez,Dotel,3:08,N,36681,.83,--,
95,"Thursday, Jul 19",boxscore,BOS,,CHW,L,2,4,,56-39,1,up 6.5,Vazquez,Matsuzaka,Jenks,3:34,N,36913,.92,---,
96,"Friday, Jul 20",boxscore,BOS,,CHW,W,10,3,,57-39,1,up 7.5,Beckett,Contreras,,2:53,N,36737,1.01,+,
97,"Saturday, Jul 21",boxscore,BOS,,CHW,W,11,2,,58-39,1,up 7.0,Gabbard,Danks,,3:05,D,36283,.80,++,
98,"Sunday, Jul 22",boxscore,BOS,,CHW,W,8,5,,59-39,1,up 7.0,Wakefield,Garland,Papelbon,3:14,D,36346,.83,+++,
99,"Monday, Jul 23",boxscore,BOS,@,CLE,W,6,2,,60-39,1,up 7.0,Lester,Westbrook,Delcarmen,3:16,N,32439,.86,++++,
100,"Tuesday, Jul 24",boxscore,BOS,@,CLE,W,1,0,,61-39,1,up 7.0,Matsuzaka,Sabathia,Papelbon,2:53,N,39339,.87,+++++,
101,"Wednesday, Jul 25",boxscore,BOS,@,CLE,L,0,1,,61-40,1,up 6.0,Hernández,Beckett,Borowski,2:45,N,29614,.80,-,
102,"Thursday, Jul 26",boxscore,BOS,@,CLE,W,14,9,,62-40,1,up 7.0,Tavarez,Lee,,3:15,N,34286,1.00,+,
103,"Friday, Jul 27",boxscore,BOS,@,TBD,W,7,1,,63-40,1,up 8.0,Wakefield,Hammel,,2:59,N,33144,.69,++,
104,"Saturday, Jul 28",boxscore,BOS,@,TBD,W,12,6,12,64-40,1,up 9.0,Snyder,Stokes,,4:38,N,36048,.54,+++,
105,"Sunday, Jul 29",boxscore,BOS,@,TBD,L,2,5,,64-41,1,up 8.0,Glover,Matsuzaka,,3:22,D,34813,.42,-,
106,"Tuesday, Jul 31",boxscore,BOS,,BAL,L,3,5,,64-42,1,up 7.0,Bédard,Beckett,Walker,3:16,N,36866,.54,--,
Gm#,August,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
107,"Wednesday, Aug 1",boxscore,BOS,,BAL,W,5,4,,65-42,1,up 7.0,López,Parrish,Papelbon,3:21,N,36649,.71,+,
108,"Thursday, Aug 2",boxscore,BOS,,BAL,W,7,4,,66-42,1,up 8.0,Wakefield,Bell,,2:46,D,36457,.62,++,
109,"Friday, Aug 3",boxscore,BOS,@,SEA,L,4,7,,66-43,1,up 7.0,Green,Timlin,Putz,3:19,N,46235,.49,-,
110,"Saturday, Aug 4",boxscore,BOS,@,SEA,W,4,3,,67-43,1,up 7.0,Matsuzaka,Washburn,Papelbon,3:10,N,46313,.63,+,
111,"Sunday, Aug 5",boxscore,BOS,@,SEA,W,9,2,,68-43,1,up 7.0,Beckett,Batista,,3:39,D,46377,.56,++,
112,"Monday, Aug 6",boxscore,BOS,@,LAA,L,2,4,,68-44,1,up 6.0,Speier,Schilling,Rodríguez,3:05,N,44142,.41,-,
113,"Tuesday, Aug 7",boxscore,BOS,@,LAA,L,4,10,,68-45,1,up 5.0,Saunders,Wakefield,,2:56,N,44177,.53,--,
114,"Wednesday, Aug 8",boxscore,BOS,@,LAA,W,9,6,,69-45,1,up 6.0,Okajima,Speier,Papelbon,4:02,N,44243,.70,+,
115,"Friday, Aug 10",boxscore,BOS,@,BAL,L-wo,5,6,,69-46,1,up 5.0,Hoey,Okajima,,3:24,N,48993,.52,-,
116,"Saturday, Aug 11",boxscore,BOS,@,BAL,W,6,2,,70-46,1,up 5.0,Beckett,Olson,Papelbon,3:10,D,49242,.66,+,
117,"Sunday, Aug 12",boxscore,BOS,@,BAL,L-wo,3,6,10,70-47,1,up 4.0,Bradford,Snyder,,3:25,D,48551,.59,-,
118,"Monday, Aug 13",boxscore,BOS,,TBD,W,3,0,,71-47,1,up 4.0,Wakefield,Shields,Papelbon,2:43,N,36808,.82,+,
119,"Tuesday, Aug 14",boxscore,BOS,,TBD,W-wo,2,1,,72-47,1,up 5.0,Gagné,Reyes,,3:03,N,36837,.72,++,
120,"Wednesday, Aug 15",boxscore,BOS,,TBD,L,5,6,,72-48,1,up 5.0,Sonnanstine,Matsuzaka,Reyes,3:27,D,36413,.54,-,
121,"Friday, Aug 17 (1)",boxscore,BOS,,LAA,W,8,4,,73-48,1,up 5.0,Buchholz,Lackey,Papelbon,3:18,D,36686,.57,+,2007-04-15 (Rain)
122,"Friday, Aug 17 (2)",boxscore,BOS,,LAA,L,5,7,,73-49,1,up 5.0,Rodríguez,Gagné,,3:14,N,36538,.47,-,
123,"Saturday, Aug 18",boxscore,BOS,,LAA,W,10,5,,74-49,1,up 5.0,Schilling,Weaver,,3:15,N,36652,.68,+,
124,"Sunday, Aug 19",boxscore,BOS,,LAA,L,1,3,,74-50,1,up 4.0,Saunders,Tavarez,Rodríguez,2:49,D,36346,.64,-,
125,"Monday, Aug 20",boxscore,BOS,@,TBD,W,6,0,,75-50,1,up 5.0,Wakefield,Kazmir,,2:26,N,16843,.75,+,
126,"Tuesday, Aug 21",boxscore,BOS,@,TBD,W,8,6,,76-50,1,up 6.0,Lester,Sonnanstine,Papelbon,3:17,N,16393,.59,++,
127,"Wednesday, Aug 22",boxscore,BOS,@,TBD,L,1,2,,76-51,1,up 5.0,Jackson,Matsuzaka,Reyes,3:06,N,17839,.47,-,
128,"Friday, Aug 24 (1)",boxscore,BOS,@,CHW,W,11,3,,77-51,1,up 6.5,Beckett,Garland,,3:47,D,30581,.58,+,2007-08-23 (Rain)
129,"Friday, Aug 24 (2)",boxscore,BOS,@,CHW,W,10,1,,78-51,1,up 6.5,Schilling,Danks,,2:44,N,37639,.48,++,
130,"Saturday, Aug 25",boxscore,BOS,@,CHW,W,14,2,,79-51,1,up 6.5,Wakefield,Buehrle,,3:10,D,38874,.34,+++,
131,"Sunday, Aug 26",boxscore,BOS,@,CHW,W,11,1,,80-51,1,up 7.5,Tavarez,Vazquez,,2:59,D,36745,.26,++++,
132,"Tuesday, Aug 28",boxscore,BOS,@,NYY,L,3,5,,80-52,1,up 7.0,Pettitte,Matsuzaka,Rivera,3:11,N,55037,.17,-,
133,"Wednesday, Aug 29",boxscore,BOS,@,NYY,L,3,4,,80-53,1,up 6.0,Clemens,Beckett,Rivera,3:26,N,54986,.22,--,
134,"Thursday, Aug 30",boxscore,BOS,@,NYY,L,0,5,,80-54,1,up 5.0,Wang,Schilling,,3:01,D,55067,.27,---,
135,"Friday, Aug 31",boxscore,BOS,,BAL,L,8,9,,80-55,1,up 5.0,Birkins,Tavarez,Báez,3:50,N,36810,.27,----,
Gm#,September,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
136,"Saturday, Sep 1",boxscore,BOS,,BAL,W,10,0,,81-55,1,up 5.0,Buchholz,Olson,,3:02,N,36819,.28,+,
137,"Sunday, Sep 2",boxscore,BOS,,BAL,W,3,2,,82-55,1,up 6.0,Lester,Cabrera,Papelbon,2:35,D,36340,.21,++,
138,"Monday, Sep 3",boxscore,BOS,,TOR,W,13,10,,83-55,1,up 7.0,Matsuzaka,Litsch,Papelbon,3:59,N,36639,.09,+++,
139,"Tuesday, Sep 4",boxscore,BOS,,TOR,W,5,3,,84-55,1,up 7.0,Beckett,Halladay,Papelbon,2:32,N,36839,.06,++++,
140,"Wednesday, Sep 5",boxscore,BOS,,TOR,L,4,6,,84-56,1,up 6.0,Accardo,Okajima,,3:26,N,37106,.03,-,
141,"Thursday, Sep 6",boxscore,BOS,@,BAL,W,7,6,,85-56,1,up 6.5,Buchholz,Báez,Papelbon,3:14,N,27472,.05,+,
142,"Friday, Sep 7",boxscore,BOS,@,BAL,W,4,0,,86-56,1,up 6.5,Lester,Cabrera,,3:12,N,34091,.03,++,
143,"Saturday, Sep 8",boxscore,BOS,@,BAL,L,5,11,,86-57,1,up 5.5,Leicester,Matsuzaka,,3:03,N,48043,.01,-,
144,"Sunday, Sep 9",boxscore,BOS,@,BAL,W,3,2,,87-57,1,up 5.5,Beckett,Bradford,Papelbon,3:20,D,39234,.02,+,
