Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Mar 31",boxscore,TOR,,NYY,L,4,8,,0-1,4,1.0,Clemens,Halladay,,2:50,N,50119,1.10,-,
Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
2,"Tuesday, Apr 1",boxscore,TOR,,NYY,L,1,10,,0-2,5,2.0,Pettitte,Lidle,,2:41,D,15176,1.02,--,
3,"Wednesday, Apr 2",boxscore,TOR,,NYY,L,7,9,,0-3,5,3.0,Mussina,Hendrickson,Acevedo,3:14,N,16222,.97,---,
4,"Friday, Apr 4",boxscore,TOR,@,MIN,W,7,2,,1-3,3,3.0,Sturtze,Reed,,2:29,N,48617,.85,+,
5,"Saturday, Apr 5",boxscore,TOR,@,MIN,W,4,3,11,2-3,3,2.0,Walker,Guardado,Escobar,3:29,N,31421,.87,++,
6,"Sunday, Apr 6",boxscore,TOR,@,MIN,W,8,1,,3-3,3,2.0,Lidle,Radke,,2:41,D,23549,.94,+++,
7,"Tuesday, Apr 8",boxscore,TOR,,BOS,W,8,4,,4-3,3,2.0,Hendrickson,Lowe,,2:54,N,13147,1.12,++++,
8,"Wednesday, Apr 9",boxscore,TOR,,BOS,W,10,5,,5-3,2,2.0,Sturtze,Fossum,,2:42,N,13099,1.14,+++++,
9,"Thursday, Apr 10",boxscore,TOR,,BOS,L,7,8,,5-4,3,3.0,Timlin,Politte,,2:42,N,13779,1.21,-,
10,"Friday, Apr 11",boxscore,TOR,,MIN,L,4,6,,5-5,3,3.5,Rogers,Lidle,Guardado,2:50,N,13237,1.04,--,
11,"Saturday, Apr 12",boxscore,TOR,,MIN,L,6,9,,5-6,3,4.5,Hawkins,Escobar,Guardado,3:17,D,14118,.96,---,
12,"Sunday, Apr 13",boxscore,TOR,,MIN,L,3,9,,5-7,3,4.5,Mays,Hendrickson,,2:39,D,13333,.90,----,
13,"Monday, Apr 14",boxscore,TOR,@,NYY,L,9,10,,5-8,4,5.5,Contreras,Lopez,Hammond,4:08,N,30761,.99,-----,
14,"Tuesday, Apr 15",boxscore,TOR,@,NYY,L,0,5,,5-9,4,6.5,Mussina,Halladay,,2:31,N,33833,.90,------,
15,"Wednesday, Apr 16",boxscore,TOR,@,NYY,W,7,6,,6-9,3,5.5,Lidle,Hitchcock,Escobar,3:41,N,25831,.87,+,
16,"Thursday, Apr 17",boxscore,TOR,@,NYY,L,0,4,,6-10,4,6.5,Weaver,Walker,,2:56,D,32057,.94,-,
17,"Friday, Apr 18",boxscore,TOR,@,BOS,L,3,7,,6-11,4,7.5,Wakefield,Tam,,2:59,N,31440,.84,--,
18,"Saturday, Apr 19",boxscore,TOR,@,BOS,L,2,7,,6-12,5,8.5,Lowe,Sturtze,,3:30,D,32329,.74,---,
19,"Sunday, Apr 20",boxscore,TOR,@,BOS,L-wo,5,6,,6-13,5,9.5,Timlin,Politte,,2:43,D,29579,.70,----,
20,"Monday, Apr 21",boxscore,TOR,@,BOS,W,11,6,,7-13,4,9.5,Lidle,Burkett,,3:18,D,34370,.60,+,
21,"Tuesday, Apr 22",boxscore,TOR,@,TBD,L,3,4,,7-14,5,10.5,Kennedy,Kershner,Carter,2:44,N,10013,.58,-,
22,"Wednesday, Apr 23",boxscore,TOR,@,TBD,L,3,4,,7-15,5,11.5,Venafro,Hendrickson,Carter,2:37,N,9221,.53,--,
23,"Thursday, Apr 24",boxscore,TOR,@,TBD,W,5,3,,8-15,5,10.5,Sturtze,Sosa,Escobar,2:59,N,8618,.46,+,
24,"Friday, Apr 25",boxscore,TOR,,KCR,W-wo,6,5,,9-15,5,10.5,Escobar,Carrasco,,2:55,N,16417,.53,++,
25,"Saturday, Apr 26",boxscore,TOR,,KCR,L,6,9,,9-16,5,11.5,Grimsley,Tam,MacDougal,3:16,D,17197,.55,-,
26,"Sunday, Apr 27",boxscore,TOR,,KCR,W-wo,10,9,,10-16,5,10.5,Politte,MacDougal,,3:19,D,17059,.51,+,
27,"Tuesday, Apr 29",boxscore,TOR,,TEX,L,11,16,,10-17,5,10.5,Thomson,Hendrickson,Cordero,3:48,N,48097,.53,-,
28,"Wednesday, Apr 30",boxscore,TOR,,TEX,L,3,11,,10-18,5,11.5,Drese,Sturtze,,3:21,N,16021,.46,--,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
29,"Thursday, May 1",boxscore,TOR,,TEX,W,7,6,,11-18,4,11.5,Halladay,Lewis,Politte,2:59,N,16111,.41,+,
30,"Friday, May 2",boxscore,TOR,,ANA,W,3,1,,12-18,4,11.5,Lidle,Lackey,,2:07,N,17799,.42,++,
31,"Saturday, May 3",boxscore,TOR,,ANA,W,7,1,,13-18,4,10.5,Davis,Shields,,2:37,D,21007,.49,+++,
32,"Sunday, May 4",boxscore,TOR,,ANA,W,8,2,,14-18,4,9.5,Hendrickson,Ortiz,Escobar,2:56,D,21513,.50,++++,
33,"Tuesday, May 6",boxscore,TOR,@,TEX,W,15,5,,15-18,4,8.5,Halladay,Lewis,,2:50,N,20092,.62,+++++,
34,"Wednesday, May 7",boxscore,TOR,@,TEX,L,4,5,,15-19,4,9.5,Fultz,Sturtze,Urbina,3:04,N,18508,.68,-,
35,"Thursday, May 8",boxscore,TOR,@,TEX,W,8,6,,16-19,4,9.5,Lidle,Drese,Politte,3:20,D,20177,.62,+,
36,"Friday, May 9",boxscore,TOR,@,ANA,L,1,6,,16-20,4,9.5,Sele,Davis,,2:32,N,42820,.64,-,
37,"Saturday, May 10",boxscore,TOR,@,ANA,W,7,4,,17-20,4,9.5,Hendrickson,Ortiz,,2:34,N,43661,.61,+,
38,"Sunday, May 11",boxscore,TOR,@,ANA,W,4,2,,18-20,4,8.5,Halladay,Washburn,Politte,2:30,D,32129,.67,++,
39,"Tuesday, May 13",boxscore,TOR,,TBD,L,5,7,,18-21,4,8.5,Kennedy,Sturtze,Carter,2:44,N,14007,.76,-,
40,"Wednesday, May 14",boxscore,TOR,,TBD,W,7,6,,19-21,3,7.5,Lidle,Brazelton,Politte,2:45,N,29013,.69,+,
41,"Thursday, May 15",boxscore,TOR,,TBD,L,5,9,,19-22,3,8.5,Colomé,Davis,,3:06,D,20417,.73,-,
42,"Friday, May 16",boxscore,TOR,@,KCR,W,18,1,,20-22,3,7.5,Hendrickson,George,,3:12,N,24167,.67,+,
43,"Saturday, May 17",boxscore,TOR,@,KCR,W,7,4,,21-22,3,6.5,Halladay,Grimsley,Politte,2:48,N,25032,.75,++,
44,"Sunday, May 18",boxscore,TOR,@,KCR,W,4,3,,22-22,3,5.5,Sturtze,Snyder,Politte,2:47,D,15462,.86,+++,
45,"Monday, May 19",boxscore,TOR,@,CHW,W,12,2,,23-22,3,5.5,Lidle,Wright,,2:52,N,19628,.92,++++,
46,"Tuesday, May 20",boxscore,TOR,@,CHW,L,1,4,,23-23,3,5.5,Colón,Davis,,3:01,N,12857,.99,-,
47,"Wednesday, May 21",boxscore,TOR,@,CHW,L,5,6,,23-24,3,6.5,Marte,Politte,Koch,2:53,N,13076,.92,--,
48,"Thursday, May 22",boxscore,TOR,@,NYY,W,8,3,,24-24,3,5.5,Halladay,Pettitte,,3:14,N,45777,1.02,+,
49,"Friday, May 23",boxscore,TOR,@,NYY,W,6,2,,25-24,3,5.0,Escobar,Mussina,,3:14,N,34134,1.16,++,
50,"Saturday, May 24",boxscore,TOR,@,NYY,W,5,2,,26-24,3,5.0,Lidle,Wells,Politte,2:37,D,35023,1.23,+++,
51,"Sunday, May 25",boxscore,TOR,@,NYY,W,5,3,,27-24,3,4.0,Davis,Weaver,Politte,3:11,D,40940,1.31,++++,
52,"Monday, May 26",boxscore,TOR,,CHW,W,11,5,,28-24,3,4.0,Towers,Buehrle,Tam,3:16,N,19009,1.18,+++++,
53,"Tuesday, May 27",boxscore,TOR,,CHW,W,5,1,,29-24,3,3.0,Halladay,Colón,,2:18,N,19365,1.19,++++++,
54,"Wednesday, May 28",boxscore,TOR,,CHW,L,0,8,,29-25,3,3.0,Garland,Escobar,,2:48,N,36806,1.27,-,
55,"Thursday, May 29",boxscore,TOR,,CHW,L,2,3,,29-26,3,3.5,Loaiza,Lidle,Koch,2:54,N,20010,1.27,--,
56,"Friday, May 30",boxscore,TOR,,BOS,W,13,2,,30-26,3,3.0,Davis,Burkett,,2:35,N,21381,1.40,+,
57,"Saturday, May 31",boxscore,TOR,,BOS,W,10,7,,31-26,3,2.0,Sturtze,Fossum,Politte,3:02,D,28809,1.47,++,
