Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 4",boxscore,BAL,,MIN,W-wo,3,2,,1-0,2,0.5,Britton,Jepsen,,2:48,D,45785,.93,+,
2,"Wednesday, Apr 6",boxscore,BAL,,MIN,W,4,2,,2-0,1,up 1.0,Gallardo,Gibson,Britton,3:11,N,12622,.98,++,
3,"Thursday, Apr 7",boxscore,BAL,,MIN,W,4,2,,3-0,1,up 1.0,Jiménez,Hughes,O'Day,2:32,N,11142,1.01,+++,
4,"Friday, Apr 8",boxscore,BAL,,TBR,W,6,1,,4-0,1,up 1.5,Tillman,Archer,,2:46,N,17304,1.12,++++,
5,"Sunday, Apr 10",boxscore,BAL,,TBR,W,5,3,,5-0,1,up 2.0,Brach,Odorizzi,Britton,2:53,D,23101,1.17,+++++,
6,"Monday, Apr 11",boxscore,BAL,@,BOS,W,9,7,,6-0,1,up 2.5,Brach,Kimbrel,Britton,3:26,D,37160,1.25,++++++,
7,"Tuesday, Apr 12",boxscore,BAL,@,BOS,W,9,5,,7-0,1,up 2.5,Wright,Buchholz,,3:23,N,31114,1.32,+++++++,
8,"Wednesday, Apr 13",boxscore,BAL,@,BOS,L,2,4,,7-1,1,up 2.5,Kelly,Jiménez,Kimbrel,3:13,N,31011,1.29,-,
9,"Thursday, Apr 14",boxscore,BAL,@,TEX,L,3,6,,7-2,1,up 2.5,Wilhelmsen,Tillman,Tolleson,2:47,N,22820,1.15,--,
10,"Friday, Apr 15",boxscore,BAL,@,TEX,W,11,5,,8-2,1,up 2.5,Worley,Wilhelmsen,,2:47,N,32628,1.11,+,
11,"Saturday, Apr 16",boxscore,BAL,@,TEX,L,4,8,,8-3,1,up 1.5,Kela,McFarland,,2:48,N,39493,1.15,-,
12,"Tuesday, Apr 19",boxscore,BAL,,TOR,L,3,4,,8-4,1,up 1.5,Stroman,Wright,Osuna,2:50,N,16783,1.31,--,
13,"Wednesday, Apr 20",boxscore,BAL,,TOR,W-wo,4,3,10,9-4,1,up 2.5,Givens,Biagini,,3:22,N,15404,1.35,+,
14,"Thursday, Apr 21",boxscore,BAL,,TOR,W,3,2,,10-4,1,up 3.5,O'Day,Cecil,Britton,3:09,N,17644,1.32,++,
15,"Friday, Apr 22",boxscore,BAL,@,KCR,L,2,4,,10-5,1,up 2.5,Young,Gallardo,Davis,2:31,N,29546,1.21,-,
16,"Saturday, Apr 23",boxscore,BAL,@,KCR,W,8,3,,11-5,1,up 3.5,Wilson,Medlen,,3:04,N,39900,1.17,+,
17,"Sunday, Apr 24",boxscore,BAL,@,KCR,L,1,6,,11-6,1,up 2.5,Ventura,Wright,,2:42,D,34748,1.23,-,
18,"Monday, Apr 25",boxscore,BAL,@,TBR,L,0,2,,11-7,1,up 1.5,Archer,Gausman,Colomé,2:37,N,12996,1.31,--,
19,"Tuesday, Apr 26",boxscore,BAL,@,TBR,L,1,3,,11-8,1,up 0.5,Romero,Jiménez,Colomé,2:44,N,10988,1.29,---,
20,"Wednesday, Apr 27",boxscore,BAL,@,TBR,W,3,1,,12-8,1,up 0.5,Tillman,Moore,Britton,2:43,N,11850,1.30,+,
21,"Thursday, Apr 28",boxscore,BAL,,CHW,W,10,2,,13-8,1,up 1.5,Givens,Danks,,3:10,N,14568,1.17,++,
22,"Friday, Apr 29",boxscore,BAL,,CHW,W,6,3,,14-8,1,up 1.5,Brach,Rodón,Britton,2:30,N,19912,1.26,+++,
23,"Saturday, Apr 30",boxscore,BAL,,CHW,L,7,8,,14-9,1,up 0.5,Jones,Britton,,3:42,N,29152,1.17,-,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
24,"Sunday, May 1",boxscore,BAL,,CHW,L,1,7,,14-10,2,0.5,Sale,Jiménez,,3:07,D,28803,1.24,--,
25,"Tuesday, May 3",boxscore,BAL,,NYY,W,4,1,,15-10,1,up 0.5,Tillman,Severino,O'Day,2:43,N,16083,1.25,+,
26,"Wednesday, May 4",boxscore,BAL,,NYY,L,0,7,,15-11,2,0.5,Sabathia,Wilson,,3:16,N,15998,1.26,-,
27,"Thursday, May 5",boxscore,BAL,,NYY,W-wo,1,0,10,16-11,2,0.5,Britton,Barbato,,2:50,N,19598,1.28,+,
28,"Saturday, May 7 (1)",boxscore,BAL,,OAK,L,4,8,,16-12,1,up 0.5,Hill,Wright,,3:17,D,15110,1.16,-,2016-05-06 (Rain)
29,"Saturday, May 7 (2)",boxscore,BAL,,OAK,W,5,2,,17-12,1,up 0.5,Jiménez,Hahn,Britton,2:32,N,29862,1.18,+,
30,"Sunday, May 8",boxscore,BAL,,OAK,W,11,3,,18-12,1,up 0.5,Tillman,Graveman,,2:59,D,43690,1.19,++,
31,"Tuesday, May 10",boxscore,BAL,@,MIN,W,5,3,,19-12,1,Tied,O'Day,Jepsen,Britton,3:01,N,21586,1.18,+++,
32,"Wednesday, May 11",boxscore,BAL,@,MIN,W,9,2,,20-12,1,Tied,Wilson,Hughes,,2:54,D,25094,1.19,++++,
33,"Thursday, May 12",boxscore,BAL,,DET,W,7,5,,21-12,1,Tied,Worley,Wilson,Britton,3:16,N,14918,1.28,+++++,
34,"Friday, May 13",boxscore,BAL,,DET,W,1,0,,22-12,1,up 1.0,Tillman,Verlander,Britton,2:39,N,30488,1.24,++++++,
35,"Saturday, May 14",boxscore,BAL,,DET,W,9,3,,23-12,1,up 1.0,Wright,Sánchez,Brach,2:44,N,32174,1.28,+++++++,
36,"Sunday, May 15",boxscore,BAL,,DET,L,5,6,,23-13,1,Tied,Saupold,O'Day,Rodríguez,3:38,D,37890,1.24,-,
37,"Tuesday, May 17",boxscore,BAL,,SEA,L,0,10,,23-14,1,Tied,Miley,Jiménez,,2:41,N,14477,1.25,--,
38,"Wednesday, May 18",boxscore,BAL,,SEA,W,5,2,,24-14,1,up 0.5,Tillman,Walker,Britton,2:59,N,21167,1.30,+,
39,"Thursday, May 19",boxscore,BAL,,SEA,L,2,7,,24-15,1,Tied,Karns,Wilson,,3:01,D,35012,1.27,-,
40,"Friday, May 20",boxscore,BAL,@,LAA,W,9,4,,25-15,1,up 1.0,Givens,Álvarez,,3:20,N,40987,1.30,+,
41,"Saturday, May 21",boxscore,BAL,@,LAA,W,3,1,,26-15,1,up 1.0,Brach,Smith,Britton,3:08,N,40137,1.27,++,
42,"Sunday, May 22",boxscore,BAL,@,LAA,L,2,10,,26-16,1,Tied,Weaver,Jiménez,,2:33,D,41280,1.27,-,
43,"Tuesday, May 24",boxscore,BAL,@,HOU,L-wo,2,3,13,26-17,2,1.0,Feliz,Bundy,,4:14,N,24783,1.23,--,
44,"Wednesday, May 25",boxscore,BAL,@,HOU,L,3,4,,26-18,2,2.0,Neshek,Wilson,Gregerson,2:58,N,25618,1.23,---,
45,"Thursday, May 26",boxscore,BAL,@,HOU,L,2,4,,26-19,2,2.0,McCullers,Gausman,Giles,3:03,N,23826,1.23,----,
46,"Friday, May 27",boxscore,BAL,@,CLE,W,6,4,,27-19,2,1.0,Bundy,McAllister,Britton,3:09,N,21054,1.28,+,
47,"Saturday, May 28",boxscore,BAL,@,CLE,L,4,11,,27-20,2,1.0,Salazar,Jiménez,,3:02,D,21110,1.29,-,
48,"Sunday, May 29",boxscore,BAL,@,CLE,W,6,4,,28-20,2,1.0,Tillman,Manship,Britton,3:14,D,18565,1.33,+,
49,"Monday, May 30",boxscore,BAL,,BOS,L,2,7,,28-21,2,2.0,Wright,Wilson,,2:54,D,43926,1.66,-,
50,"Tuesday, May 31",boxscore,BAL,,BOS,L,2,6,,28-22,2,3.0,Rodriguez,Gausman,,2:48,N,17664,1.62,--,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
51,"Wednesday, Jun 1",boxscore,BAL,,BOS,W,13,9,,29-22,2,2.0,Brach,Buchholz,Britton,3:58,N,20750,1.56,+,
52,"Thursday, Jun 2",boxscore,BAL,,BOS,W,12,7,,30-22,2,1.0,Givens,Ross,,2:57,N,21534,1.66,++,
53,"Friday, Jun 3",boxscore,BAL,,NYY,W,6,5,,31-22,1,Tied,Givens,Betances,Britton,3:00,N,25220,1.38,+++,
54,"Saturday, Jun 4",boxscore,BAL,,NYY,L,6,8,,31-23,2,1.0,Nova,Wilson,Chapman,3:25,N,33170,1.43,-,
55,"Sunday, Jun 5",boxscore,BAL,,NYY,W,3,1,,32-23,1,Tied,McFarland,Betances,Britton,3:26,D,28807,1.44,+,
56,"Monday, Jun 6",boxscore,BAL,,KCR,W,4,1,,33-23,1,up 0.5,Wright,Duffy,Britton,2:37,N,14878,1.38,++,
57,"Tuesday, Jun 7",boxscore,BAL,,KCR,W,9,1,,34-23,1,up 0.5,Jiménez,Ventura,,2:44,N,28110,1.38,+++,
58,"Wednesday, Jun 8",boxscore,BAL,,KCR,W,4,0,,35-23,1,up 1.5,Tillman,Volquez,Brach,2:47,N,19178,1.35,++++,
59,"Thursday, Jun 9",boxscore,BAL,@,TOR,W,6,5,,36-23,1,up 2.0,Bundy,Osuna,Britton,3:12,N,41448,1.58,+++++,
60,"Friday, Jun 10",boxscore,BAL,@,TOR,L-wo,3,4,10,36-24,1,up 1.0,Storen,Brach,,2:54,N,44439,1.59,-,
61,"Saturday, Jun 11",boxscore,BAL,@,TOR,L,6,11,,36-25,1,Tied,Happ,McFarland,,3:05,D,47651,1.57,--,
62,"Sunday, Jun 12",boxscore,BAL,@,TOR,L,9,10,,36-26,1,Tied,Sanchez,Jiménez,Grilli,3:11,D,47249,1.59,---,
63,"Tuesday, Jun 14",boxscore,BAL,@,BOS,W,3,2,,37-26,1,up 1.0,Tillman,Price,Britton,2:47,N,38009,1.76,+,
64,"Wednesday, Jun 15",boxscore,BAL,@,BOS,L,4,6,,37-27,1,Tied,Wright,Gausman,Kimbrel,2:58,N,36233,1.77,-,
65,"Thursday, Jun 16",boxscore,BAL,@,BOS,W,5,1,,38-27,1,up 1.0,Wilson,Rodriguez,,2:53,N,36757,1.76,+,
66,"Friday, Jun 17",boxscore,BAL,,TOR,L,3,13,,38-28,1,up 1.0,Sanchez,Wright,,2:53,N,38306,1.68,-,
67,"Saturday, Jun 18",boxscore,BAL,,TOR,W,4,2,,39-28,1,up 1.0,Gallardo,Dickey,Britton,2:33,D,41901,1.71,+,
68,"Sunday, Jun 19",boxscore,BAL,,TOR,W,11,6,,40-28,1,up 1.0,Tillman,Stroman,,3:31,D,39024,1.72,++,
69,"Monday, Jun 20",boxscore,BAL,@,TEX,L,3,4,,40-29,1,up 1.0,Tolleson,Gausman,Dyson,3:04,N,35366,1.41,-,2016-04-17 (Inclement weather)
70,"Tuesday, Jun 21",boxscore,BAL,,SDP,L,7,10,,40-30,1,up 1.0,Quackenbush,Givens,Rodney,3:44,N,23876,1.37,--,
71,"Wednesday, Jun 22",boxscore,BAL,,SDP,W,7,2,,41-30,1,up 2.0,Jiménez,Johnson,,2:43,N,23785,1.40,+,
72,"Friday, Jun 24",boxscore,BAL,,TBR,W,6,3,,42-30,1,up 1.5,Tolliver,Moore,Britton,3:07,N,44956,1.49,++,
73,"Saturday, Jun 25 (1)",boxscore,BAL,,TBR,W,5,0,,43-30,1,up 3.0,Gausman,Andriese,,2:46,D,18229,1.45,+++,2016-04-09 (Snow)
74,"Saturday, Jun 25 (2)",boxscore,BAL,,TBR,W,8,6,,44-30,1,up 3.0,McFarland,Ramírez,Britton,3:15,N,33040,1.43,++++,
75,"Sunday, Jun 26",boxscore,BAL,,TBR,W,12,5,,45-30,1,up 4.0,Wilson,Smyly,,3:03,D,38611,1.48,+++++,
76,"Tuesday, Jun 28",boxscore,BAL,@,SDP,W,11,7,,46-30,1,up 4.5,Jiménez,Johnson,,3:08,N,31515,1.37,++++++,
77,"Wednesday, Jun 29",boxscore,BAL,@,SDP,W,12,6,,47-30,1,up 5.5,Gallardo,Friedrich,,3:07,D,25221,1.28,+++++++,
78,"Thursday, Jun 30",boxscore,BAL,@,SEA,L,3,5,,47-31,1,up 5.0,Walker,Tillman,Cishek,3:06,N,23715,1.31,-,
Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
79,"Friday, Jul 1",boxscore,BAL,@,SEA,L,2,5,,47-32,1,up 4.0,LeBlanc,Gausman,Cishek,2:35,N,33006,1.38,--,
80,"Saturday, Jul 2",boxscore,BAL,@,SEA,L,6,12,,47-33,1,up 4.0,Paxton,Wilson,Karns,3:15,N,29362,1.43,---,
81,"Sunday, Jul 3",boxscore,BAL,@,SEA,L,4,9,,47-34,1,up 3.0,Iwakuma,Jiménez,,2:53,D,31405,1.46,----,
82,"Monday, Jul 4",boxscore,BAL,@,LAD,L,5,7,,47-35,1,up 2.0,Blanton,Despaigne,Jansen,3:12,N,47378,1.44,-----,
83,"Tuesday, Jul 5",boxscore,BAL,@,LAD,W,4,1,,48-35,1,up 2.5,Tillman,Maeda,Britton,3:17,N,45373,1.55,+,
84,"Wednesday, Jul 6",boxscore,BAL,@,LAD,W,6,4,14,49-35,1,up 2.5,Givens,Hatcher,Britton,5:26,D,40899,1.53,++,
85,"Friday, Jul 8",boxscore,BAL,,LAA,L,5,9,,49-36,1,up 1.0,Shoemaker,Jiménez,,3:27,N,44317,1.49,-,
86,"Saturday, Jul 9",boxscore,BAL,,LAA,W,3,2,,50-36,1,up 2.0,Brach,Smith,Britton,3:14,D,43288,1.49,+,
87,"Sunday, Jul 10",boxscore,BAL,,LAA,W,4,2,,51-36,1,up 2.0,Tillman,Lincecum,Britton,3:13,D,32963,1.47,++,
88,"Friday, Jul 15",boxscore,BAL,@,TBR,W,4,3,,52-36,1,up 2.0,Givens,Archer,Britton,3:00,N,17672,1.53,+++,
89,"Saturday, Jul 16",boxscore,BAL,@,TBR,W,2,1,,53-36,1,up 2.0,Tillman,Moore,Britton,2:33,N,18638,1.46,++++,
90,"Sunday, Jul 17",boxscore,BAL,@,TBR,L,2,5,,53-37,1,up 2.0,Odorizzi,Bundy,Colomé,2:32,D,16161,1.39,-,
91,"Monday, Jul 18",boxscore,BAL,@,NYY,L,1,2,,53-38,1,up 1.5,Nova,Gausman,Chapman,2:57,N,31102,1.55,--,
92,"Tuesday, Jul 19",boxscore,BAL,@,NYY,L,1,7,,53-39,1,up 0.5,Eovaldi,Worley,,2:51,N,31192,1.60,---,
93,"Wednesday, Jul 20",boxscore,BAL,@,NYY,L,0,5,,53-40,2,0.5,Pineda,Gallardo,,2:40,N,35681,1.71,----,
94,"Thursday, Jul 21",boxscore,BAL,@,NYY,W,4,1,,54-40,2,0.5,Tillman,Sabathia,Britton,2:52,D,42476,1.70,+,
95,"Friday, Jul 22",boxscore,BAL,,CLE,W,5,1,,55-40,1,up 0.5,Bundy,Bauer,Britton,2:52,N,39358,1.64,++,
96,"Saturday, Jul 23",boxscore,BAL,,CLE,W,5,2,,56-40,1,up 1.5,Gausman,Tomlin,Britton,2:52,N,31946,1.61,+++,
97,"Sunday, Jul 24",boxscore,BAL,,CLE,W-wo,5,3,,57-40,1,up 1.5,O'Day,Allen,,2:46,D,37821,1.52,++++,
98,"Monday, Jul 25",boxscore,BAL,,COL,W-wo,3,2,10,58-40,1,up 2.5,Roe,Lyles,,3:14,N,19361,1.45,+++++,
99,"Tuesday, Jul 26",boxscore,BAL,,COL,L,3,6,,58-41,1,up 2.0,Bettis,Tillman,Estévez,2:44,N,23677,1.43,-,
100,"Wednesday, Jul 27",boxscore,BAL,,COL,L,1,3,,58-42,1,up 2.0,Gray,Bundy,Estévez,2:48,N,20324,1.53,--,
101,"Thursday, Jul 28",boxscore,BAL,@,MIN,L,2,6,,58-43,1,up 1.5,Pressly,Despaigne,,3:00,N,22569,1.58,---,2016-05-09 (Rain)
102,"Friday, Jul 29",boxscore,BAL,@,TOR,L,5,6,,58-44,1,up 0.5,Estrada,Gausman,Osuna,2:45,N,46112,2.19,----,
103,"Saturday, Jul 30",boxscore,BAL,@,TOR,L,1,9,,58-45,2,0.5,Happ,Gallardo,,2:52,D,47305,2.19,-----,
