Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Mar 31",boxscore,BAL,,BOS,W,2,1,,1-0,1,Tied,Britton,Lester,Hunter,2:53,D,46685,1.04,+,
Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
2,"Wednesday, Apr 2",boxscore,BAL,,BOS,L,2,6,,1-1,2,0.5,Lackey,Jiménez,,2:43,N,25708,1.13,-,
3,"Thursday, Apr 3",boxscore,BAL,,BOS,L,3,4,,1-2,4,1.0,Doubront,Chen,Uehara,2:55,N,20880,1.06,--,
4,"Friday, Apr 4",boxscore,BAL,@,DET,L,4,10,,1-3,5,1.5,Smyly,González,,3:07,D,23625,.87,---,
5,"Saturday, Apr 5",boxscore,BAL,@,DET,L,6,7,,1-4,5,2.5,Porcello,Norris,Nathan,3:20,D,32041,.87,----,
6,"Sunday, Apr 6",boxscore,BAL,@,DET,W,3,1,,2-4,4,1.5,Tillman,Verlander,Hunter,2:34,D,34261,.86,+,
7,"Monday, Apr 7",boxscore,BAL,@,NYY,L,2,4,,2-5,5,2.0,Kuroda,Jiménez,Kelley,3:05,D,48142,1.02,-,
8,"Tuesday, Apr 8",boxscore,BAL,@,NYY,W,14,5,,3-5,4,1.5,Chen,Nova,,3:28,D,35864,.97,+,
9,"Wednesday, Apr 9",boxscore,BAL,@,NYY,W,5,4,,4-5,3,1.0,Matusz,Kelley,Hunter,3:06,N,39412,.99,++,
10,"Friday, Apr 11",boxscore,BAL,,TOR,L,0,2,,4-6,5,1.5,McGowan,Tillman,Santos,2:20,N,22327,1.07,-,
11,"Saturday, Apr 12",boxscore,BAL,,TOR,W-wo,2,1,12,5-6,4,1.5,Britton,Redmond,,3:39,N,30446,1.00,+,
12,"Sunday, Apr 13",boxscore,BAL,,TOR,L,3,11,,5-7,4,1.5,Buehrle,Jiménez,,2:45,D,39281,1.06,-,
13,"Monday, Apr 14",boxscore,BAL,,TBR,W,7,1,,6-7,4,1.0,Chen,Archer,,2:46,N,15799,1.00,+,
14,"Wednesday, Apr 16",boxscore,BAL,,TBR,W,3,0,,7-7,3,1.5,González,Odorizzi,Hunter,2:53,D,22611,.99,++,
15,"Friday, Apr 18",boxscore,BAL,@,BOS,W,8,4,,8-7,2,1.0,Tillman,Lackey,O'Day,3:26,N,36408,1.10,+++,
