Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 6",boxscore,TOR,,DET,W,12,5,,1-0,1,Tied,Halladay,Verlander,,2:43,N,48027,.98,+,
2,"Tuesday, Apr 7",boxscore,TOR,,DET,W-wo,5,4,,2-0,1,up 0.5,Ryan,Lyon,,2:40,N,16790,1.07,++,
3,"Wednesday, Apr 8",boxscore,TOR,,DET,L,1,5,,2-1,2,0.5,Miner,Litsch,,2:25,N,12145,1.07,-,
4,"Thursday, Apr 9",boxscore,TOR,,DET,W,6,2,,3-1,1,up 0.5,Romero,Porcello,,2:41,D,15297,1.04,+,
5,"Friday, Apr 10",boxscore,TOR,@,CLE,W,13,7,,4-1,1,up 0.5,League,Perez,,3:25,D,42473,1.09,++,
6,"Saturday, Apr 11",boxscore,TOR,@,CLE,W,5,4,,5-1,1,up 0.5,Halladay,Lee,Frasor,3:08,D,20895,1.12,+++,
7,"Sunday, Apr 12",boxscore,TOR,@,CLE,L,4,8,,5-2,1,up 0.5,Reyes,Purcey,,3:20,D,14216,1.15,-,
8,"Monday, Apr 13",boxscore,TOR,@,MIN,W,8,6,,6-2,1,up 0.5,Frasor,Ayala,Ryan,3:10,N,16410,1.17,+,
9,"Tuesday, Apr 14",boxscore,TOR,@,MIN,L-wo,2,3,11,6-3,2,0.5,Crain,Carlson,,2:46,N,15375,1.21,-,
10,"Wednesday, Apr 15",boxscore,TOR,@,MIN,W,12,2,,7-3,1,up 0.5,Richmond,Baker,,2:49,N,19471,1.14,+,
11,"Thursday, Apr 16",boxscore,TOR,@,MIN,W,9,2,,8-3,1,up 1.0,Halladay,Liriano,,2:57,N,15169,1.19,++,
12,"Friday, Apr 17",boxscore,TOR,,OAK,L,5,8,,8-4,1,up 1.0,Bailey,League,Ziegler,3:08,N,18272,1.19,-,
13,"Saturday, Apr 18",boxscore,TOR,,OAK,W-wo,4,2,12,9-4,1,up 2.0,Frasor,Giese,,3:23,D,21698,1.21,+,
14,"Sunday, Apr 19",boxscore,TOR,,OAK,W,1,0,,10-4,1,up 2.5,Romero,Braden,Ryan,2:19,D,22164,1.18,++,
15,"Tuesday, Apr 21",boxscore,TOR,,TEX,L,4,5,,10-5,1,up 1.5,McCarthy,Halladay,Francisco,2:46,N,20996,1.27,-,
16,"Wednesday, Apr 22",boxscore,TOR,,TEX,W-wo,8,7,11,11-5,1,up 1.5,Frasor,Wilson,,3:48,N,13090,1.27,+,
17,"Thursday, Apr 23",boxscore,TOR,,TEX,W,5,2,,12-5,1,up 2.0,Richmond,Millwood,Downs,2:38,N,15487,1.25,++,
18,"Friday, Apr 24",boxscore,TOR,@,CHW,W,14,0,,13-5,1,up 2.0,Tallet,Floyd,,3:19,N,27103,1.29,+++,
19,"Saturday, Apr 25",boxscore,TOR,@,CHW,L,2,10,,13-6,1,up 1.0,Buehrle,Burres,,2:38,N,30383,1.29,-,
20,"Sunday, Apr 26",boxscore,TOR,@,CHW,W,4,3,,14-6,1,up 1.0,Halladay,Linebrink,Downs,2:39,D,31459,1.33,+,
21,"Monday, Apr 27",boxscore,TOR,@,KCR,L,1,7,,14-7,1,Tied,Bannister,Purcey,,2:29,N,9685,1.34,-,
22,"Tuesday, Apr 28",boxscore,TOR,@,KCR,W,8,1,,15-7,1,up 1.0,Richmond,Meche,,3:16,N,15191,1.30,+,
23,"Wednesday, Apr 29",boxscore,TOR,@,KCR,L,3,11,,15-8,1,Tied,Greinke,Tallet,,2:52,N,10619,1.31,-,
24,"Thursday, Apr 30",boxscore,TOR,@,KCR,L,6,8,,15-9,1,Tied,Davies,Burres,Cruz,3:01,D,11896,1.33,--,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
