Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 1",boxscore,BAL,,NYY,W,10,3,,1-0,1,Tied,Erickson,Clemens,,3:15,D,48058,1.11,+,
2,"Wednesday, Apr 3",boxscore,BAL,,NYY,L,0,1,,1-1,3,1.0,Wells,Johnson,Rivera,2:56,N,32142,1.12,-,
3,"Thursday, Apr 4",boxscore,BAL,,NYY,L,1,4,,1-2,4,2.0,Mussina,Ponson,Rivera,2:46,N,33317,1.11,--,
4,"Friday, Apr 5",boxscore,BAL,,BOS,L,0,3,,1-3,5,2.0,Lowe,Towers,Urbina,2:26,N,31261,1.00,---,
5,"Saturday, Apr 6",boxscore,BAL,,BOS,L,2,4,,1-4,5,3.0,Fossum,Erickson,Urbina,2:41,D,34978,.92,----,
6,"Sunday, Apr 7",boxscore,BAL,,BOS,L,1,4,,1-5,5,4.0,Martinez,Maduro,Urbina,2:45,D,33790,.84,-----,
7,"Wednesday, Apr 10",boxscore,BAL,,TBD,L,2,3,,1-6,5,5.0,Wilson,Johnson,Yan,3:05,N,22781,.82,------,
8,"Thursday, Apr 11",boxscore,BAL,,TBD,W,15,6,,2-6,5,4.0,Lopez,Colomé,,3:08,N,24179,.78,+,
9,"Friday, Apr 12",boxscore,BAL,@,CHW,L,2,5,,2-7,5,4.0,Buehrle,Towers,Foulke,2:24,D,41128,.77,-,
10,"Saturday, Apr 13",boxscore,BAL,@,CHW,L,3,4,,2-8,5,4.5,Osuna,Roberts,Foulke,2:36,D,19201,.71,--,
11,"Sunday, Apr 14",boxscore,BAL,@,CHW,W,9,4,,3-8,5,4.0,Maduro,Wright,,2:55,D,23951,.67,+,
12,"Monday, Apr 15",boxscore,BAL,@,CHW,L,4,13,,3-9,5,4.5,Garland,Johnson,,2:41,D,15794,.71,-,
13,"Tuesday, Apr 16",boxscore,BAL,@,NYY,W,5,4,,4-9,5,4.5,Bauer,Mendoza,Julio,3:00,N,33721,.75,+,
14,"Wednesday, Apr 17",boxscore,BAL,@,NYY,L,1,7,,4-10,5,5.5,Hernández,Towers,,2:44,N,27912,.81,-,
15,"Thursday, Apr 18",boxscore,BAL,@,NYY,L,4,8,,4-11,5,6.0,Wells,Erickson,,2:55,N,35212,.75,--,
16,"Friday, Apr 19",boxscore,BAL,@,TBD,W,6,5,14,5-11,5,6.0,Julio,Colomé,,4:32,N,11124,.65,+,
17,"Saturday, Apr 20",boxscore,BAL,@,TBD,W,6,3,,6-11,5,5.5,Johnson,Wilson,Roberts,2:52,N,11402,.71,++,
18,"Sunday, Apr 21",boxscore,BAL,@,TBD,L,1,2,,6-12,5,7.0,Creek,Ponson,Yan,2:32,D,13091,.78,-,
19,"Tuesday, Apr 23",boxscore,BAL,,BOS,W,7,5,,7-12,5,6.0,Erickson,Castillo,Julio,2:53,N,26301,.76,+,
20,"Wednesday, Apr 24",boxscore,BAL,,BOS,W,5,3,,8-12,5,5.0,Lopez,Oliver,Julio,2:50,N,29004,.79,++,
21,"Thursday, Apr 25",boxscore,BAL,,BOS,L,0,7,,8-13,5,6.0,Martinez,Maduro,,2:42,D,31353,.80,-,
22,"Friday, Apr 26",boxscore,BAL,@,KCR,W,10,5,10,9-13,4,6.0,Groom,Grimsley,,3:45,N,12372,.70,+,
23,"Saturday, Apr 27",boxscore,BAL,@,KCR,W,9,4,,10-13,3,6.0,Ponson,Byrd,,2:35,N,16850,.73,++,
24,"Sunday, Apr 28",boxscore,BAL,@,KCR,W,13,0,,11-13,3,5.5,Erickson,Rekar,,2:49,D,15643,.80,+++,
25,"Monday, Apr 29",boxscore,BAL,@,BOS,W,5,3,,12-13,3,4.5,Lopez,Castillo,Julio,2:58,N,31177,1.02,++++,
26,"Tuesday, Apr 30",boxscore,BAL,@,BOS,L,0,4,,12-14,3,5.5,Oliver,Maduro,,2:20,N,31751,1.10,-,
