Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 3",boxscore,NYY,@,OAK,W,15,2,,1-0,1,Tied,Johnson,Zito,,3:14,N,35077,.96,+,
2,"Tuesday, Apr 4",boxscore,NYY,@,OAK,L-wo,3,4,,1-1,3,0.5,Street,Proctor,,2:57,N,31284,1.01,-,
3,"Wednesday, Apr 5",boxscore,NYY,@,OAK,L,4,9,,1-2,4,1.5,Kennedy,Wright,,3:06,N,30165,.99,--,
4,"Friday, Apr 7",boxscore,NYY,@,LAA,L,1,4,,1-3,5,2.0,Escobar,Chacón,Rodríguez,2:45,N,44221,.96,---,
5,"Saturday, Apr 8",boxscore,NYY,@,LAA,L,2,3,,1-4,5,3.0,Santana,Johnson,Rodríguez,2:33,N,44044,.91,----,
6,"Sunday, Apr 9",boxscore,NYY,@,LAA,W,10,1,,2-4,4,3.0,Mussina,Colón,,2:54,D,44020,.85,+,
7,"Tuesday, Apr 11",boxscore,NYY,,KCR,W,9,7,,3-4,3,3.0,Proctor,Sisco,Rivera,3:10,D,54698,.94,++,
8,"Wednesday, Apr 12",boxscore,NYY,,KCR,W,12,5,,4-4,2,2.0,Chacón,Affeldt,,3:14,D,41448,.96,+++,
9,"Thursday, Apr 13",boxscore,NYY,,KCR,W,9,3,,5-4,2,1.0,Johnson,Bautista,,3:08,D,54381,.99,++++,
10,"Friday, Apr 14",boxscore,NYY,@,MIN,L,1,5,,5-5,4,2.0,Baker,Mussina,,2:50,N,30622,1.07,-,
11,"Saturday, Apr 15",boxscore,NYY,@,MIN,L-wo,5,6,,5-6,5,2.0,Rincon,Rivera,,3:34,N,42316,1.07,--,
12,"Sunday, Apr 16",boxscore,NYY,@,MIN,W,9,3,,6-6,4,2.0,Wang,Radke,,3:04,D,22627,.98,+,
13,"Tuesday, Apr 18",boxscore,NYY,@,TOR,L,5,10,,6-7,5,3.5,Chacín,Johnson,,2:53,N,48776,1.09,-,
14,"Wednesday, Apr 19",boxscore,NYY,@,TOR,W,3,1,,7-7,3,3.5,Mussina,Lilly,Rivera,3:00,D,32886,1.07,+,
