Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Friday, Apr 6",boxscore,BAL,,MIN,W,4,2,,1-0,1,Tied,Arrieta,Pavano,Johnson,2:38,D,46773,.96,+,
2,"Saturday, Apr 7",boxscore,BAL,,MIN,W,8,2,,2-0,1,Tied,Hunter,Liriano,,2:37,N,31532,.99,++,
3,"Sunday, Apr 8",boxscore,BAL,,MIN,W,3,1,,3-0,1,Tied,Hammel,Swarzak,Johnson,2:14,D,14738,1.03,+++,
4,"Monday, Apr 9",boxscore,BAL,,NYY,L,2,6,,3-1,2,0.5,Nova,Matusz,,3:06,N,25478,1.21,-,
5,"Tuesday, Apr 10",boxscore,BAL,,NYY,L,4,5,12,3-2,2,0.5,Rapada,Strop,Rivera,4:38,N,24659,1.19,--,
6,"Wednesday, Apr 11",boxscore,BAL,,NYY,L,4,6,10,3-3,3,1.5,Soriano,Gregg,Rivera,3:42,N,22919,1.16,---,
7,"Friday, Apr 13",boxscore,BAL,@,TOR,W,7,5,,4-3,1,Tied,O'Day,Oliver,Johnson,2:40,N,21988,1.10,+,
8,"Saturday, Apr 14",boxscore,BAL,@,TOR,W,6,4,,5-3,1,up 1.0,Ayala,Cordero,Johnson,2:57,D,28355,1.12,++,
9,"Sunday, Apr 15",boxscore,BAL,@,TOR,L,2,9,,5-4,1,Tied,Drabek,Matusz,,2:39,D,20252,1.22,-,
10,"Monday, Apr 16",boxscore,BAL,@,CHW,W,10,4,10,6-4,1,up 0.5,Strop,Stewart,,3:32,N,13732,1.04,+,
11,"Tuesday, Apr 17",boxscore,BAL,@,CHW,W,3,2,,7-4,1,up 0.5,Chen,Danks,Johnson,2:44,N,11267,1.05,++,
12,"Wednesday, Apr 18",boxscore,BAL,@,CHW,L,1,8,,7-5,1,up 0.5,Peavy,Hunter,,2:37,N,13818,1.08,-,
13,"Thursday, Apr 19",boxscore,BAL,@,CHW,W,5,3,,8-5,1,up 1.0,Hammel,Floyd,Johnson,3:08,D,11836,1.09,+,
14,"Friday, Apr 20",boxscore,BAL,@,LAA,L,3,6,,8-6,1,Tied,Williams,Matusz,Walden,2:49,N,32272,1.10,-,
15,"Saturday, Apr 21",boxscore,BAL,@,LAA,L,3,6,,8-7,3,1.0,Weaver,Arrieta,,2:24,N,38054,1.10,--,
16,"Sunday, Apr 22",boxscore,BAL,@,LAA,W,3,2,10,9-7,3,0.5,Strop,Hawkins,Johnson,3:11,D,38221,1.04,+,
17,"Tuesday, Apr 24",boxscore,BAL,,TOR,W,2,1,,10-7,1,Tied,Hunter,Álvarez,Strop,2:22,N,11058,1.27,++,
18,"Wednesday, Apr 25",boxscore,BAL,,TOR,W,3,0,,11-7,1,Tied,Hammel,Drabek,Strop,2:24,N,10415,1.22,+++,
19,"Thursday, Apr 26",boxscore,BAL,,TOR,W,5,2,,12-7,1,Tied,O'Day,Janssen,Ayala,2:51,N,13725,1.26,++++,
20,"Friday, Apr 27",boxscore,BAL,,OAK,L,2,5,,12-8,2,1.0,McCarthy,Arrieta,Balfour,2:45,N,18297,1.16,-,
21,"Saturday, Apr 28",boxscore,BAL,,OAK,W,10,1,,13-8,1,Tied,Chen,Ross,,2:53,N,26926,1.10,+,
22,"Sunday, Apr 29",boxscore,BAL,,OAK,W-wo,5,2,,14-8,1,Tied,Strop,Balfour,,2:31,D,31793,1.16,++,
23,"Monday, Apr 30",boxscore,BAL,@,NYY,L,1,2,,14-9,2,1.0,Kuroda,Hammel,Rivera,2:22,N,36890,1.29,-,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
24,"Tuesday, May 1",boxscore,BAL,@,NYY,W,7,1,,15-9,2,1.0,Matusz,Hughes,,3:02,N,37790,1.28,+,
25,"Wednesday, May 2",boxscore,BAL,@,NYY,W,5,0,,16-9,2,1.0,Arrieta,Nova,,2:58,N,39360,1.29,++,
26,"Friday, May 4",boxscore,BAL,@,BOS,W,6,4,13,17-9,2,1.5,Patton,Morales,Johnson,4:37,N,37223,1.24,+++,
27,"Saturday, May 5",boxscore,BAL,@,BOS,W,8,2,,18-9,2,0.5,Hammel,Cook,,2:56,D,37581,1.23,++++,
28,"Sunday, May 6",boxscore,BAL,@,BOS,W,9,6,17,19-9,1,up 0.5,Davis,McDonald,,6:07,D,37394,1.26,+++++,
29,"Monday, May 7",boxscore,BAL,,TEX,L,3,14,,19-10,1,Tied,Harrison,Matusz,,2:35,N,11938,1.25,-,
30,"Tuesday, May 8",boxscore,BAL,,TEX,L,3,10,,19-11,1,Tied,Feliz,Arrieta,,2:51,N,11263,1.23,--,
31,"Thursday, May 10 (1)",boxscore,BAL,,TEX,W,6,5,,20-11,1,Tied,Chen,Lewis,Johnson,2:23,D,,1.23,+,2012-05-09 (Rain)
32,"Thursday, May 10 (2)",boxscore,BAL,,TEX,L,3,7,,20-12,1,Tied,Holland,Hunter,,2:44,N,19250,1.25,-,
33,"Friday, May 11",boxscore,BAL,,TBR,W,4,3,,21-12,1,up 1.0,O'Day,Peralta,Johnson,2:37,N,26669,1.49,+,
34,"Saturday, May 12",boxscore,BAL,,TBR,W,5,3,,22-12,1,up 2.0,Matusz,Moore,Johnson,3:01,N,32862,1.47,++,
35,"Sunday, May 13",boxscore,BAL,,TBR,L,8,9,,22-13,1,up 1.0,Shields,Arrieta,Rodney,3:22,D,29552,1.49,-,
36,"Monday, May 14",boxscore,BAL,,NYY,L,5,8,,22-14,1,Tied,Phelps,Ayala,Soriano,3:42,N,16492,1.45,--,
37,"Tuesday, May 15",boxscore,BAL,,NYY,W,5,2,,23-14,1,Tied,Chen,Sabathia,Johnson,2:43,N,24055,1.45,+,
38,"Wednesday, May 16",boxscore,BAL,@,KCR,W,4,3,15,24-14,1,Tied,Gregg,Adcock,Johnson,4:10,N,17949,1.22,++,
