Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Thursday, Apr 1",boxscore,NYY,,TOR,L,2,3,10,0-1,5,1.0,Romano,Nelson,Merryweather,3:44,D,10850,1.09,-,
2,"Saturday, Apr 3",boxscore,NYY,,TOR,W,5,3,,1-1,3,1.0,Loáisiga,Stripling,Green,3:38,D,10107,.97,+,
3,"Sunday, Apr 4",boxscore,NYY,,TOR,L,1,3,,1-2,4,2.0,Borucki,Germán,Merryweather,2:41,D,10066,1.02,-,
4,"Monday, Apr 5",boxscore,NYY,,BAL,W,7,0,,2-2,3,1.0,Montgomery,López,,2:58,N,9008,1.04,+,
5,"Tuesday, Apr 6",boxscore,NYY,,BAL,W,7,2,,3-2,1,Tied,Cole,Kremer,,2:58,N,9404,1.03,++,
6,"Wednesday, Apr 7",boxscore,NYY,,BAL,L,3,4,11,3-3,2,1.0,Valdez,Green,Fry,3:54,N,10254,1.10,-,
7,"Friday, Apr 9",boxscore,NYY,@,TBR,L,5,10,,3-4,3,1.0,Hill,Kluber,,2:53,D,9021,1.07,--,
8,"Saturday, Apr 10",boxscore,NYY,@,TBR,L,0,4,,3-5,5,2.0,Kittredge,Germán,,3:04,D,6270,.99,---,
9,"Sunday, Apr 11",boxscore,NYY,@,TBR,W,8,4,10,4-5,2,2.0,Chapman,McHugh,,3:42,D,6965,.95,+,
10,"Monday, Apr 12",boxscore,NYY,@,TOR,W,3,1,,5-5,2,1.5,Cole,Ray,Chapman,3:04,N,1576,1.05,++,
11,"Tuesday, Apr 13",boxscore,NYY,@,TOR,L,3,7,,5-6,2,2.5,Ryu,Taillon,,3:04,N,1550,1.04,-,
12,"Wednesday, Apr 14",boxscore,NYY,@,TOR,L-wo,4,5,,5-7,4,4.0,Dolis,Green,,2:54,D,1613,1.03,--,
13,"Friday, Apr 16",boxscore,NYY,,TBR,L,2,8,,5-8,5,4.0,Wacha,Nelson,,3:22,N,10202,.98,---,
14,"Saturday, Apr 17",boxscore,NYY,,TBR,L,3,6,,5-9,5,5.0,Glasnow,Montgomery,Castillo,3:28,D,10583,.90,----,
15,"Sunday, Apr 18",boxscore,NYY,,TBR,L,2,4,,5-10,5,4.5,Yarbrough,Cole,Springs,2:56,D,10606,.82,-----,
16,"Tuesday, Apr 20",boxscore,NYY,,ATL,W,3,1,,6-10,5,5.0,Loáisiga,Matzek,Chapman,3:06,N,10017,.66,+,
17,"Wednesday, Apr 21",boxscore,NYY,,ATL,L,1,4,,6-11,5,5.0,Anderson,Kluber,,3:16,N,9634,.69,-,
18,"Thursday, Apr 22",boxscore,NYY,@,CLE,W,6,3,,7-11,5,4.0,Germán,Wittgren,Chapman,3:31,N,6380,.68,+,
19,"Friday, Apr 23",boxscore,NYY,@,CLE,W,5,3,,8-11,4,4.0,Luetge,Allen,Chapman,3:17,N,8662,.75,++,
20,"Saturday, Apr 24",boxscore,NYY,@,CLE,W,2,1,,9-11,3,3.0,Cole,Bieber,Loáisiga,3:05,N,8817,.85,+++,
21,"Sunday, Apr 25",boxscore,NYY,@,CLE,L,3,7,,9-12,4,4.0,Hentges,Taillon,,3:07,D,8766,.91,-,
22,"Monday, Apr 26",boxscore,NYY,@,BAL,L,2,4,,9-13,5,4.5,Harvey,García,Valdez,2:41,N,6367,.94,--,
23,"Tuesday, Apr 27",boxscore,NYY,@,BAL,W,5,1,,10-13,4,4.5,Kluber,Zimmermann,,2:53,N,6662,.89,+,
24,"Wednesday, Apr 28",boxscore,NYY,@,BAL,W,7,0,,11-13,4,4.5,Germán,Kremer,,2:33,N,7338,.88,++,
25,"Thursday, Apr 29",boxscore,NYY,@,BAL,L-wo,3,4,10,11-14,4,4.5,Scott,Loáisiga,,3:30,D,7738,.96,-,
26,"Friday, Apr 30",boxscore,NYY,,DET,W,10,0,,12-14,4,4.5,Cole,Skubal,,3:03,N,9523,.86,+,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
27,"Saturday, May 1",boxscore,NYY,,DET,W,6,4,,13-14,3,3.5,Taillon,Turnbull,Chapman,3:25,D,10015,.84,++,
28,"Sunday, May 2",boxscore,NYY,,DET,W,2,0,,14-14,3,2.5,Kluber,Ureña,Chapman,2:14,D,10021,.92,+++,
29,"Tuesday, May 4",boxscore,NYY,,HOU,W,7,3,,15-14,2,2.5,Luetge,Bielak,,3:27,N,10850,1.02,++++,
30,"Wednesday, May 5",boxscore,NYY,,HOU,W,6,3,,16-14,2,1.5,Loáisiga,Raley,Chapman,3:35,N,9895,1.04,+++++,
31,"Thursday, May 6",boxscore,NYY,,HOU,L,4,7,,16-15,4,2.5,Scrubb,Green,Pressly,3:14,D,10042,1.10,-,
32,"Friday, May 7",boxscore,NYY,,WSN,L,4,11,,16-16,4,3.5,Finnegan,Loáisiga,,3:01,N,10010,.97,--,
33,"Saturday, May 8",boxscore,NYY,,WSN,W-wo,4,3,11,17-16,3,3.5,Wilson,Rainey,,3:50,D,10850,.89,+,
34,"Sunday, May 9",boxscore,NYY,,WSN,W-wo,3,2,,18-16,2,3.5,Chapman,Hand,,3:04,D,10092,.94,++,
35,"Tuesday, May 11",boxscore,NYY,@,TBR,W,3,1,,19-16,2,2.0,Montgomery,Patiño,Chapman,2:50,N,5441,1.19,+++,
36,"Wednesday, May 12",boxscore,NYY,@,TBR,W,1,0,,20-16,2,1.0,Cole,Thompson,Chapman,2:36,N,5668,1.27,++++,
37,"Thursday, May 13",boxscore,NYY,@,TBR,L,1,9,,20-17,3,2.0,Hill,Taillon,,3:05,N,6229,1.29,-,
38,"Friday, May 14",boxscore,NYY,@,BAL,W,5,4,,21-17,2,2.0,Kluber,Lakins,Loáisiga,2:55,N,10809,1.15,+,
39,"Saturday, May 15",boxscore,NYY,@,BAL,W,8,2,,22-17,2,2.0,Germán,López,,3:03,N,10767,1.18,++,
40,"Sunday, May 16",boxscore,NYY,@,BAL,L,6,10,,22-18,3,2.0,Zimmermann,King,,3:13,D,11070,1.21,-,
41,"Monday, May 17",boxscore,NYY,@,TEX,L,2,5,,22-19,4,2.5,Lyles,Cole,Kennedy,2:38,N,28040,1.13,--,
42,"Tuesday, May 18",boxscore,NYY,@,TEX,W,7,4,,23-19,4,1.5,Peralta,Foltynewicz,Chapman,3:31,N,26522,1.11,+,
43,"Wednesday, May 19",boxscore,NYY,@,TEX,W,2,0,,24-19,3,1.5,Kluber,Yang,,2:22,N,31689,1.15,++,
44,"Thursday, May 20",boxscore,NYY,@,TEX,W,2,0,,25-19,3,1.5,Germán,King,Chapman,2:49,D,27581,1.17,+++,
