Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Friday, Apr 1",boxscore,BOS,@,TEX,L,5,9,,0-1,4,1.0,Oliver,Bard,,3:28,D,50146,.96,-,
2,"Saturday, Apr 2",boxscore,BOS,@,TEX,L,5,12,,0-2,4,2.0,Lewis,Lackey,,3:10,N,48356,.97,--,
3,"Sunday, Apr 3",boxscore,BOS,@,TEX,L,1,5,,0-3,4,3.0,Harrison,Buchholz,,2:41,D,46326,.92,---,
4,"Tuesday, Apr 5",boxscore,BOS,@,CLE,L,1,3,,0-4,4,4.0,Tomlin,Beckett,Perez,2:48,N,9025,.84,----,
5,"Wednesday, Apr 6",boxscore,BOS,@,CLE,L,4,8,,0-5,4,4.0,Perez,Matsuzaka,,3:24,N,9523,.81,-----,
6,"Thursday, Apr 7",boxscore,BOS,@,CLE,L,0,1,,0-6,4,5.0,Perez,Bard,Perez,2:36,D,10594,.79,------,
7,"Friday, Apr 8",boxscore,BOS,,NYY,W,9,6,,1-6,4,4.5,Lackey,Colón,Papelbon,3:06,D,37178,.77,+,
8,"Saturday, Apr 9",boxscore,BOS,,NYY,L,4,9,,1-7,4,5.0,Robertson,Buchholz,,3:26,D,37488,.84,-,
9,"Sunday, Apr 10",boxscore,BOS,,NYY,W,4,0,,2-7,4,4.0,Beckett,Sabathia,,2:58,N,37861,.83,+,
10,"Monday, Apr 11",boxscore,BOS,,TBR,L,5,16,,2-8,4,4.5,Hellickson,Matsuzaka,,3:29,N,37568,.80,-,
11,"Tuesday, Apr 12",boxscore,BOS,,TBR,L,2,3,,2-9,5,5.0,Price,Lester,Farnsworth,2:54,N,37015,.77,--,
12,"Friday, Apr 15",boxscore,BOS,,TOR,L,6,7,,2-10,5,5.0,Cecil,Jenks,Rauch,3:47,N,37467,.70,---,
13,"Saturday, Apr 16",boxscore,BOS,,TOR,W,4,1,,3-10,5,5.0,Beckett,Reyes,Papelbon,3:12,D,37310,.66,+,
14,"Sunday, Apr 17",boxscore,BOS,,TOR,W,8,1,,4-10,5,5.0,Lester,Litsch,,3:03,D,37802,.69,++,
15,"Monday, Apr 18",boxscore,BOS,,TOR,W,9,1,,5-10,5,4.5,Matsuzaka,Romero,,2:49,D,37916,.79,+++,
16,"Tuesday, Apr 19",boxscore,BOS,@,OAK,L,0,5,,5-11,5,4.5,Anderson,Lackey,,2:50,N,25230,.74,-,
17,"Wednesday, Apr 20",boxscore,BOS,@,OAK,W,5,3,,6-11,5,4.5,Buchholz,Gonzalez,Papelbon,3:09,D,29045,.70,+,
18,"Thursday, Apr 21",boxscore,BOS,@,LAA,W,4,2,11,7-11,5,4.0,Jenks,Thompson,Papelbon,3:50,N,37003,.79,++,
19,"Friday, Apr 22",boxscore,BOS,@,LAA,W,4,3,,8-11,5,3.5,Lester,Haren,Papelbon,3:16,N,39005,.89,+++,
20,"Saturday, Apr 23",boxscore,BOS,@,LAA,W,5,0,,9-11,3,3.5,Matsuzaka,Santana,,2:36,N,40025,.91,++++,
21,"Sunday, Apr 24",boxscore,BOS,@,LAA,W,7,0,,10-11,3,3.5,Lackey,Palmer,,2:55,D,35107,.97,+++++,
22,"Tuesday, Apr 26",boxscore,BOS,@,BAL,L,1,4,,10-12,4,3.0,Britton,Buchholz,Gregg,2:48,N,18938,1.16,-,
23,"Wednesday, Apr 27",boxscore,BOS,@,BAL,L,4,5,,10-13,5,4.0,Uehara,Bard,Gregg,2:45,N,15514,1.05,--,
24,"Thursday, Apr 28",boxscore,BOS,@,BAL,W,6,2,,11-13,4,4.0,Lester,Johnson,,2:39,N,21209,1.00,+,
25,"Friday, Apr 29",boxscore,BOS,,SEA,L,4,5,,11-14,5,4.0,Vargas,Jenks,League,3:07,N,37845,.94,-,
26,"Saturday, Apr 30",boxscore,BOS,,SEA,L,0,2,,11-15,5,5.0,Fister,Lackey,League,3:05,N,37901,.87,--,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
27,"Sunday, May 1",boxscore,BOS,,SEA,W-wo,3,2,,12-15,5,5.0,Papelbon,Wright,,2:39,D,37079,.82,+,
28,"Monday, May 2",boxscore,BOS,,LAA,W,9,5,,13-15,4,5.0,Buchholz,Weaver,,3:29,N,37017,.89,++,
29,"Tuesday, May 3",boxscore,BOS,,LAA,W,7,3,,14-15,3,4.0,Lester,Haren,,2:41,N,37043,.90,+++,
30,"Wednesday, May 4",boxscore,BOS,,LAA,L,3,5,13,14-16,4,4.0,Bell,Matsuzaka,,5:00,N,37037,1.02,-,
31,"Thursday, May 5",boxscore,BOS,,LAA,L,0,11,,14-17,4,4.0,Pineiro,Lackey,,3:10,D,37013,.88,--,
32,"Friday, May 6",boxscore,BOS,,MIN,L,2,9,,14-18,5,5.0,Baker,Wakefield,,2:37,N,37798,.79,---,
33,"Saturday, May 7",boxscore,BOS,,MIN,W,4,0,,15-18,3,4.0,Buchholz,Duensing,,2:45,D,37234,.76,+,
34,"Sunday, May 8",boxscore,BOS,,MIN,W,9,5,,16-18,3,4.0,Matsuzaka,Pavano,,2:53,D,37526,.87,++,
35,"Monday, May 9",boxscore,BOS,,MIN,W-wo,2,1,11,17-18,3,3.5,Okajima,Hoey,,3:55,N,37276,.89,+++,
36,"Tuesday, May 10",boxscore,BOS,@,TOR,L-wo,6,7,10,17-19,3,4.5,Villanueva,Albers,,3:53,N,17820,1.06,-,
37,"Wednesday, May 11",boxscore,BOS,@,TOR,L,3,9,,17-20,3,4.5,Litsch,Lackey,,2:49,N,19163,.98,--,
38,"Friday, May 13",boxscore,BOS,@,NYY,W,5,4,,18-20,3,5.0,Buchholz,Colón,Papelbon,3:35,N,48254,.94,+,
39,"Saturday, May 14",boxscore,BOS,@,NYY,W,6,0,,19-20,3,4.0,Beckett,Sabathia,,3:26,N,48790,.99,++,
40,"Sunday, May 15",boxscore,BOS,@,NYY,W,7,5,,20-20,3,3.0,Lester,García,Papelbon,3:41,N,46945,1.10,+++,
41,"Monday, May 16",boxscore,BOS,,BAL,W-wo,8,7,,21-20,2,3.0,Aceves,Gregg,,3:53,N,37138,1.18,++++,
42,"Wednesday, May 18",boxscore,BOS,,DET,W,1,0,,22-20,3,2.5,Bard,Schlereth,Papelbon,3:02,N,37311,1.18,+++++,
43,"Thursday, May 19",boxscore,BOS,,DET,W-wo,4,3,,23-20,3,1.5,Papelbon,Alburquerque,,3:08,N,37660,1.20,++++++,
44,"Friday, May 20",boxscore,BOS,,CHC,W,15,5,,24-20,2,0.5,Lester,Davis,Atchison,3:35,N,37140,1.25,+++++++,
45,"Saturday, May 21",boxscore,BOS,,CHC,L,3,9,,24-21,3,0.5,Marshall,Albers,,3:51,N,37798,1.26,-,
46,"Sunday, May 22",boxscore,BOS,,CHC,W,5,1,,25-21,3,0.5,Wakefield,Russell,,2:44,N,37688,1.26,+,
47,"Monday, May 23",boxscore,BOS,@,CLE,L,2,3,,25-22,3,0.5,Smith,Bard,Perez,2:49,N,19225,1.33,-,
48,"Tuesday, May 24",boxscore,BOS,@,CLE,W,4,2,,26-22,2,0.5,Beckett,Hernández,Papelbon,3:02,N,23752,1.34,+,
49,"Wednesday, May 25",boxscore,BOS,@,CLE,W,14,2,,27-22,2,0.5,Lester,Talbot,,3:02,D,26408,1.34,++,
50,"Thursday, May 26",boxscore,BOS,@,DET,W,14,1,8,28-22,1,Tied,Aceves,Scherzer,,2:58,D,24213,1.41,+++,
51,"Friday, May 27",boxscore,BOS,@,DET,W,6,3,,29-22,1,up 1.0,Wakefield,Porcello,,2:41,N,34046,1.41,++++,
52,"Sunday, May 29 (1)",boxscore,BOS,@,DET,W,4,3,,30-22,1,up 1.0,Albers,Valverde,Papelbon,3:16,D,36285,1.53,+++++,2011-05-28 (Rain)
53,"Sunday, May 29 (2)",boxscore,BOS,@,DET,L,0,3,,30-23,1,up 1.0,Verlander,Beckett,Valverde,2:51,N,39873,1.49,-,
54,"Monday, May 30",boxscore,BOS,,CHW,L,3,7,,30-24,1,Tied,Peavy,Lester,,3:24,N,37463,1.43,--,
55,"Tuesday, May 31",boxscore,BOS,,CHW,L,7,10,,30-25,2,1.0,Humber,Aceves,Sale,2:51,N,37269,1.49,---,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
56,"Wednesday, Jun 1",boxscore,BOS,,CHW,L,4,7,,30-26,2,2.0,Floyd,Albers,Santos,2:53,D,37321,1.38,----,
57,"Friday, Jun 3",boxscore,BOS,,OAK,W,8,6,,31-26,2,1.0,Jenks,Devine,Papelbon,3:35,N,37808,1.38,+,
58,"Saturday, Jun 4",boxscore,BOS,,OAK,W-wo,9,8,14,32-26,2,1.0,Aceves,Moscoso,,5:17,D,37485,1.36,++,
59,"Sunday, Jun 5",boxscore,BOS,,OAK,W,6,3,,33-26,2,1.0,Lackey,Anderson,Bard,2:50,D,37796,1.43,+++,
60,"Tuesday, Jun 7",boxscore,BOS,@,NYY,W,6,4,,34-26,1,Tied,Lester,García,Papelbon,3:24,N,48450,1.72,++++,
61,"Wednesday, Jun 8",boxscore,BOS,@,NYY,W,11,6,,35-26,1,up 1.0,Wakefield,Burnett,Aceves,3:23,N,47863,1.76,+++++,
62,"Thursday, Jun 9",boxscore,BOS,@,NYY,W,8,3,,36-26,1,up 2.0,Beckett,Sabathia,,3:11,N,48845,1.76,++++++,
63,"Friday, Jun 10",boxscore,BOS,@,TOR,W,5,1,,37-26,1,up 2.0,Buchholz,Reyes,,3:03,N,28588,1.70,+++++++,
64,"Saturday, Jun 11",boxscore,BOS,@,TOR,W,16,4,,38-26,1,up 2.0,Lackey,Morrow,,3:35,D,39437,1.73,++++++++,
65,"Sunday, Jun 12",boxscore,BOS,@,TOR,W,14,1,,39-26,1,up 2.0,Lester,Drabek,,2:54,D,30364,1.60,+++++++++,
66,"Tuesday, Jun 14",boxscore,BOS,@,TBR,L,0,4,,39-27,1,up 1.5,Shields,Wakefield,,2:24,N,20972,1.62,-,
67,"Wednesday, Jun 15",boxscore,BOS,@,TBR,W,3,0,,40-27,1,up 1.5,Beckett,Hellickson,,2:20,N,19388,1.71,+,
68,"Thursday, Jun 16",boxscore,BOS,@,TBR,W,4,2,,41-27,1,up 1.5,Buchholz,Price,Papelbon,3:13,N,23495,1.71,++,
69,"Friday, Jun 17",boxscore,BOS,,MIL,W,10,4,,42-27,1,up 2.5,Lackey,Estrada,,3:06,N,37833,1.28,+++,
70,"Saturday, Jun 18",boxscore,BOS,,MIL,L,2,4,,42-28,1,up 1.5,Wolf,Lester,Axford,2:48,N,38175,1.27,-,
71,"Sunday, Jun 19",boxscore,BOS,,MIL,W,12,3,,43-28,1,up 1.5,Wakefield,Gallardo,,2:37,D,37903,1.37,+,
