Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Tuesday, Apr 5",boxscore,BOS,@,CLE,W,6,2,,1-0,1,Tied,Price,Kluber,,3:13,D,34493,.99,+,2016-04-04 (Cold)
2,"Wednesday, Apr 6",boxscore,BOS,@,CLE,L,6,7,,1-1,2,1.0,McAllister,Tazawa,Allen,3:29,N,10298,1.00,-,
3,"Friday, Apr 8",boxscore,BOS,@,TOR,W,8,7,,2-1,2,1.5,Barnes,Storen,Kimbrel,3:24,N,48871,1.02,+,
4,"Saturday, Apr 9",boxscore,BOS,@,TOR,W,8,4,,3-1,2,1.0,Porcello,Dickey,,2:48,D,47138,1.13,++,
5,"Sunday, Apr 10",boxscore,BOS,@,TOR,L,0,3,,3-2,2,2.0,Estrada,Wright,Osuna,2:27,D,46158,1.09,-,
6,"Monday, Apr 11",boxscore,BOS,,BAL,L,7,9,,3-3,3,3.0,Brach,Kimbrel,Britton,3:26,D,37160,1.10,--,
7,"Tuesday, Apr 12",boxscore,BOS,,BAL,L,5,9,,3-4,3,4.0,Wright,Buchholz,,3:23,N,31114,1.08,---,
8,"Wednesday, Apr 13",boxscore,BOS,,BAL,W,4,2,,4-4,3,3.0,Kelly,Jiménez,Kimbrel,3:13,N,31011,1.05,+,
9,"Friday, Apr 15",boxscore,BOS,,TOR,W,5,3,,5-4,2,2.5,Porcello,Dickey,Kimbrel,3:02,N,31415,1.02,++,
10,"Saturday, Apr 16",boxscore,BOS,,TOR,W,4,2,,6-4,2,1.5,Price,Estrada,Kimbrel,2:43,D,36267,1.12,+++,
11,"Sunday, Apr 17",boxscore,BOS,,TOR,L,3,5,,6-5,2,2.0,Sanchez,Wright,,3:09,D,37217,1.18,-,
12,"Monday, Apr 18",boxscore,BOS,,TOR,L,3,4,,6-6,2,2.5,Happ,Uehara,Storen,3:12,D,37168,1.10,--,
13,"Tuesday, Apr 19",boxscore,BOS,,TBR,L,0,3,10,6-7,3,2.5,Ramírez,Barnes,Colomé,3:25,N,32061,1.03,---,
14,"Wednesday, Apr 20",boxscore,BOS,,TBR,W,7,3,,7-7,2,2.5,Porcello,Archer,,3:02,N,31689,.98,+,
15,"Thursday, Apr 21",boxscore,BOS,,TBR,L,8,12,,7-8,2,3.5,Ramírez,Cuevas,Colomé,4:16,D,37954,1.04,-,
16,"Friday, Apr 22",boxscore,BOS,@,HOU,W,6,2,,8-8,2,2.5,Wright,McHugh,Kimbrel,3:28,N,26672,.89,+,
17,"Saturday, Apr 23",boxscore,BOS,@,HOU,L,3,8,,8-9,2,3.5,Fiers,Buchholz,,3:28,D,40232,.99,-,
18,"Sunday, Apr 24",boxscore,BOS,@,HOU,W,7,5,12,9-9,2,2.5,Hembree,Giles,,5:03,N,32416,.92,+,
19,"Monday, Apr 25",boxscore,BOS,@,ATL,W,1,0,,10-9,2,1.5,Porcello,Teheran,Kimbrel,2:55,N,22735,.96,++,
20,"Tuesday, Apr 26",boxscore,BOS,@,ATL,W,11,4,,11-9,2,0.5,Price,Wisler,,2:52,N,23487,1.01,+++,
21,"Wednesday, Apr 27",boxscore,BOS,,ATL,W,9,4,,12-9,2,0.5,Wright,Norris,,3:02,N,33380,1.07,++++,
22,"Thursday, Apr 28",boxscore,BOS,,ATL,L,3,5,,12-10,2,1.5,Chacín,Buchholz,Vizcaíno,3:22,N,32232,1.12,-,
23,"Friday, Apr 29",boxscore,BOS,,NYY,W,4,2,,13-10,2,1.5,Uehara,Betances,Kimbrel,2:50,N,37115,1.15,+,
24,"Saturday, Apr 30",boxscore,BOS,,NYY,W,8,0,,14-10,2,0.5,Porcello,Pineda,,3:30,N,37901,1.17,++,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
25,"Sunday, May 1",boxscore,BOS,,NYY,W,8,7,,15-10,1,up 0.5,Price,Nova,Kimbrel,3:17,N,34279,1.25,+++,
26,"Tuesday, May 3",boxscore,BOS,@,CHW,L,1,4,,15-11,2,0.5,Quintana,Wright,Robertson,2:53,N,15025,1.17,-,
