Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Friday, Apr 8",boxscore,TOR,,TEX,W,10,8,,1-0,1,Tied,Cimber,Santana,Romano,3:26,N,45022,.93,+,
2,"Saturday, Apr 9",boxscore,TOR,,TEX,W,4,3,,2-0,1,Tied,Richards,Martin,Romano,2:39,D,43386,.94,++,
3,"Sunday, Apr 10",boxscore,TOR,,TEX,L,6,12,,2-1,2,1.0,Burke,Merryweather,,3:24,D,31549,.99,-,
4,"Monday, Apr 11",boxscore,TOR,@,NYY,W,3,0,,3-1,1,Tied,Manoah,Taillon,Romano,3:03,N,26211,1.04,+,
5,"Tuesday, Apr 12",boxscore,TOR,@,NYY,L,0,4,,3-2,2,1.0,Holmes,Kikuchi,,3:07,N,25068,1.07,-,
6,"Wednesday, Apr 13",boxscore,TOR,@,NYY,W,6,4,,4-2,1,Tied,Cimber,Green,Romano,3:10,N,30109,1.04,+,
7,"Thursday, Apr 14",boxscore,TOR,@,NYY,L,0,3,,4-3,1,Tied,Severino,Gausman,King,3:06,N,37255,1.07,-,
8,"Friday, Apr 15",boxscore,TOR,,OAK,W,4,1,,5-3,1,up 1.0,Cimber,Jefferies,Romano,3:00,N,35415,.98,+,
9,"Saturday, Apr 16",boxscore,TOR,,OAK,L,5,7,,5-4,1,Tied,Jiménez,Merryweather,Trivino,3:05,D,32330,1.05,-,
10,"Sunday, Apr 17",boxscore,TOR,,OAK,W,4,3,,6-4,1,up 0.5,Manoah,Oller,Romano,3:05,D,27490,1.00,+,
11,"Tuesday, Apr 19",boxscore,TOR,@,BOS,L,1,2,,6-5,1,Tied,Robles,García,Whitlock,3:10,N,31640,1.10,-,
12,"Wednesday, Apr 20",boxscore,TOR,@,BOS,W,6,1,,7-5,1,Tied,Berríos,Pivetta,,3:07,N,33354,1.08,+,
13,"Thursday, Apr 21",boxscore,TOR,@,BOS,W,3,2,,8-5,1,up 1.0,Gausman,Houck,Romano,2:59,D,35792,1.07,++,
14,"Friday, Apr 22",boxscore,TOR,@,HOU,W,4,3,,9-5,1,up 1.0,Mayza,Neris,Romano,2:53,N,36757,1.11,+++,
15,"Saturday, Apr 23",boxscore,TOR,@,HOU,W,3,2,,10-5,1,up 1.0,Manoah,Taylor,Cimber,2:54,D,36075,1.14,++++,
16,"Sunday, Apr 24",boxscore,TOR,@,HOU,L-wo,7,8,10,10-6,1,Tied,Taylor,Romano,,3:45,D,39534,1.16,-,
