Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Mar 31",boxscore,BOS,@,TBD,L-wo,4,6,,0-1,4,1.0,McClung,Fox,,2:35,N,34391,1.12,-,
Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
2,"Tuesday, Apr 1",boxscore,BOS,@,TBD,W,9,8,16,1-1,3,1.0,Lyon,Sosa,,5:15,N,11524,1.06,+,
3,"Wednesday, Apr 2",boxscore,BOS,@,TBD,W,7,5,,2-1,2,1.0,Lowe,Parque,Fox,2:27,N,10058,1.08,++,
4,"Thursday, Apr 3",boxscore,BOS,@,TBD,W,14,5,,3-1,2,0.5,Fossum,Bierbrodt,,2:54,D,12110,1.19,+++,
5,"Friday, Apr 4",boxscore,BOS,@,BAL,W,8,7,,4-1,2,0.5,Burkett,Ponson,,3:01,N,27256,1.21,++++,
6,"Saturday, Apr 5",boxscore,BOS,@,BAL,L-wo,1,2,,4-2,2,0.5,Ryan,Fox,,2:40,D,41821,1.24,-,
7,"Sunday, Apr 6",boxscore,BOS,@,BAL,W,12,2,,5-2,2,0.5,Wakefield,Lopez,,2:49,D,30046,1.23,+,
8,"Tuesday, Apr 8",boxscore,BOS,@,TOR,L,4,8,,5-3,2,1.5,Hendrickson,Lowe,,2:54,N,13147,1.27,-,
9,"Wednesday, Apr 9",boxscore,BOS,@,TOR,L,5,10,,5-4,3,2.5,Sturtze,Fossum,,2:42,N,13099,1.22,--,
10,"Thursday, Apr 10",boxscore,BOS,@,TOR,W,8,7,,6-4,2,2.5,Timlin,Politte,,2:42,N,13779,1.23,+,
11,"Saturday, Apr 12",boxscore,BOS,,BAL,L,6,13,,6-5,2,3.5,Johnson,Martinez,,3:18,N,32029,1.18,-,
12,"Sunday, Apr 13",boxscore,BOS,,BAL,W,2,0,,7-5,2,2.5,Lowe,Lopez,Wakefield,2:30,D,32368,1.16,+,
13,"Tuesday, Apr 15",boxscore,BOS,,TBD,W-wo,6,5,,8-5,2,3.0,Timlin,Levine,,2:47,N,29617,1.21,++,
14,"Wednesday, Apr 16",boxscore,BOS,,TBD,W,6,4,,9-5,2,2.0,Fox,Carter,Lyon,2:40,N,26688,1.23,+++,
15,"Thursday, Apr 17",boxscore,BOS,,TBD,W,6,0,,10-5,2,2.0,Martinez,Kennedy,,2:25,N,30909,1.27,++++,
16,"Friday, Apr 18",boxscore,BOS,,TOR,W,7,3,,11-5,2,2.0,Wakefield,Tam,,2:59,N,31440,1.29,+++++,
17,"Saturday, Apr 19",boxscore,BOS,,TOR,W,7,2,,12-5,2,2.0,Lowe,Sturtze,,3:30,D,32329,1.31,++++++,
18,"Sunday, Apr 20",boxscore,BOS,,TOR,W-wo,6,5,,13-5,2,2.0,Timlin,Politte,,2:43,D,29579,1.30,+++++++,
19,"Monday, Apr 21",boxscore,BOS,,TOR,L,6,11,,13-6,2,3.0,Lidle,Burkett,,3:18,D,34370,1.31,-,
20,"Tuesday, Apr 22",boxscore,BOS,@,TEX,W,5,4,,14-6,2,3.0,Martinez,Park,Fox,2:59,N,20158,1.26,+,
21,"Wednesday, Apr 23",boxscore,BOS,@,TEX,L,1,6,,14-7,2,4.0,Thomson,Wakefield,,2:38,N,20042,1.25,-,
22,"Thursday, Apr 24",boxscore,BOS,@,TEX,L,5,16,,14-8,2,4.0,Dickey,Lowe,,3:36,D,21063,1.21,--,
23,"Friday, Apr 25",boxscore,BOS,@,ANA,W,5,2,,15-8,2,4.0,Fossum,Washburn,Fox,2:48,N,37203,1.22,+,
24,"Saturday, Apr 26",boxscore,BOS,@,ANA,L,1,3,,15-9,2,5.0,Shields,Burkett,Percival,2:17,N,43514,1.24,-,
25,"Sunday, Apr 27",boxscore,BOS,@,ANA,W,6,4,14,16-9,2,4.0,Mendoza,Callaway,Shiell,4:01,N,43690,1.30,+,
26,"Tuesday, Apr 29",boxscore,BOS,,KCR,W,7,2,,17-9,2,3.0,Wakefield,George,,2:41,N,30438,1.27,++,
27,"Wednesday, Apr 30",boxscore,BOS,,KCR,W-wo,5,4,,18-9,2,3.0,Embree,MacDougal,,3:06,N,31334,1.30,+++,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
28,"Thursday, May 1",boxscore,BOS,,KCR,W,6,5,,19-9,2,3.0,Shiell,Grimsley,Lyon,2:57,N,31950,1.34,++++,
29,"Friday, May 2",boxscore,BOS,,MIN,L,7,11,,19-10,2,4.0,Santana,Mendoza,,3:14,N,31317,1.34,-,
30,"Saturday, May 3",boxscore,BOS,,MIN,W,9,1,,20-10,2,3.0,Martinez,Fiore,,2:26,D,33061,1.31,+,
31,"Sunday, May 4",boxscore,BOS,,MIN,L,4,9,,20-11,2,3.0,Rogers,Timlin,,2:56,D,32887,1.31,-,
32,"Monday, May 5",boxscore,BOS,@,KCR,L-wo,6,7,,20-12,2,3.5,Lopez,Lyon,,2:50,N,21232,1.30,--,
33,"Tuesday, May 6",boxscore,BOS,@,KCR,W,7,3,,21-12,2,2.5,Fossum,Affeldt,,2:54,N,15848,1.28,+,
34,"Wednesday, May 7",boxscore,BOS,@,KCR,W,9,6,,22-12,2,2.5,Woodard,Lopez,Lyon,2:52,D,28268,1.32,++,
35,"Friday, May 9",boxscore,BOS,@,MIN,L,0,5,,22-13,2,3.0,Santana,Martinez,,2:19,N,28436,1.35,-,
36,"Saturday, May 10",boxscore,BOS,@,MIN,W,6,5,,23-13,2,3.0,Wakefield,Rincon,Lyon,2:40,N,26346,1.39,+,
37,"Sunday, May 11",boxscore,BOS,@,MIN,L,8,9,,23-14,2,3.0,Radke,Lowe,Guardado,2:54,N,15641,1.37,-,
38,"Tuesday, May 13",boxscore,BOS,,TEX,W,5,4,,24-14,2,2.0,Embree,Cordero,Lyon,2:39,N,31956,1.32,+,
