Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 3",boxscore,BOS,,PIT,W,5,3,,1-0,1,Tied,Porcello,Cole,Kimbrel,3:03,D,36594,.92,+,
2,"Wednesday, Apr 5",boxscore,BOS,,PIT,W-wo,3,0,12,2-0,1,Tied,Kelly,Bastardo,,3:53,N,36137,.93,++,
3,"Friday, Apr 7",boxscore,BOS,@,DET,L,5,6,,2-1,2,1.0,Rodríguez,Hembree,,3:35,D,45013,1.04,-,
4,"Saturday, Apr 8",boxscore,BOS,@,DET,L,1,4,,2-2,3,2.0,Zimmermann,Rodriguez,Wilson,3:05,D,32622,.97,--,
5,"Sunday, Apr 9",boxscore,BOS,@,DET,W,7,5,,3-2,3,1.0,Barnes,Rondón,Kimbrel,3:27,D,33662,.98,+,
6,"Monday, Apr 10",boxscore,BOS,@,DET,L,1,2,,3-3,3,1.5,Wilson,Sale,Rodríguez,2:44,D,24672,1.01,-,
7,"Tuesday, Apr 11",boxscore,BOS,,BAL,W,8,1,,4-3,3,0.5,Pomeranz,Bundy,,3:15,N,37497,1.11,+,
8,"Wednesday, Apr 12",boxscore,BOS,,BAL,L,5,12,,4-4,3,1.5,Givens,Wright,,3:46,N,32211,1.21,-,
9,"Thursday, Apr 13",boxscore,BOS,,PIT,W,4,3,,5-4,2,1.5,Barnes,Nicasio,Kimbrel,3:15,D,32400,.97,+,2017-04-06 (Rain)
10,"Friday, Apr 14",boxscore,BOS,,TBR,L,5,10,,5-5,4,2.5,Archer,Porcello,,3:37,N,36813,1.13,-,
11,"Saturday, Apr 15",boxscore,BOS,,TBR,W,2,1,,6-5,3,1.5,Sale,Hunter,Kimbrel,2:54,D,36686,1.08,+,
12,"Sunday, Apr 16",boxscore,BOS,,TBR,W,7,5,,7-5,3,1.5,Kelly,Farquhar,Kimbrel,3:46,D,36209,1.10,++,
13,"Monday, Apr 17",boxscore,BOS,,TBR,W,4,3,,8-5,3,1.0,Wright,Snell,Kimbrel,3:07,D,37318,1.11,+++,
14,"Tuesday, Apr 18",boxscore,BOS,@,TOR,W,8,7,,9-5,1,Tied,Johnson,Stroman,,3:48,N,29281,1.10,++++,
15,"Wednesday, Apr 19",boxscore,BOS,@,TOR,L,0,3,,9-6,3,1.0,Liriano,Porcello,Osuna,2:45,N,30842,1.14,-,
16,"Thursday, Apr 20",boxscore,BOS,@,TOR,W,4,1,10,10-6,3,1.0,Kimbrel,Grilli,,3:07,D,44283,1.13,+,
17,"Friday, Apr 21",boxscore,BOS,@,BAL,L,0,2,,10-7,3,2.0,Bundy,Pomeranz,Brach,3:20,N,34442,1.34,-,
18,"Saturday, Apr 22",boxscore,BOS,@,BAL,L,2,4,,10-8,3,3.0,Aquino,Wright,O'Day,2:47,N,35457,1.29,--,
19,"Sunday, Apr 23",boxscore,BOS,@,BAL,W,6,2,,11-8,3,2.0,Rodriguez,Gausman,Kimbrel,3:34,D,35522,1.19,+,
20,"Wednesday, Apr 26",boxscore,BOS,,NYY,L,1,3,,11-9,3,3.0,Severino,Porcello,Chapman,3:16,N,32072,1.25,-,
21,"Thursday, Apr 27",boxscore,BOS,,NYY,L,0,3,,11-10,3,3.5,Tanaka,Sale,,2:21,N,34054,1.17,--,
22,"Friday, Apr 28",boxscore,BOS,,CHC,W,5,4,,12-10,3,2.5,Pomeranz,Arrieta,Kimbrel,3:28,N,37054,.93,+,
23,"Saturday, Apr 29",boxscore,BOS,,CHC,L,4,7,,12-11,3,3.5,Lackey,Wright,Davis,3:00,D,36776,.97,-,
24,"Sunday, Apr 30",boxscore,BOS,,CHC,W,6,2,,13-11,3,2.5,Barnes,Uehara,,3:28,N,36916,.92,+,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
25,"Monday, May 1",boxscore,BOS,,BAL,L,2,5,,13-12,3,3.5,Bundy,Porcello,Brach,3:10,N,33489,1.25,-,
26,"Tuesday, May 2",boxscore,BOS,,BAL,W,5,2,,14-12,3,2.5,Sale,Asher,Kimbrel,2:33,N,32932,1.14,+,
27,"Wednesday, May 3",boxscore,BOS,,BAL,W,4,2,,15-12,3,2.5,Pomeranz,Gausman,Kimbrel,3:24,N,33162,1.19,++,
28,"Thursday, May 4",boxscore,BOS,,BAL,L,3,8,,15-13,3,3.0,Wilson,Kendrick,,3:21,N,36563,1.26,-,
29,"Friday, May 5",boxscore,BOS,@,MIN,L-wo,3,4,,15-14,3,4.0,Kintzler,Barnes,,3:24,N,28707,1.00,--,
30,"Saturday, May 6",boxscore,BOS,@,MIN,W,11,1,,16-14,3,4.0,Porcello,Tepesch,,3:03,D,30859,.93,+,
31,"Sunday, May 7",boxscore,BOS,@,MIN,W,17,6,,17-14,3,4.0,Sale,Santana,,3:46,D,31763,.99,++,
