Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 1",boxscore,NYY,@,BAL,L,3,10,,0-1,4,1.0,Erickson,Clemens,,3:15,D,48058,1.11,-,
2,"Wednesday, Apr 3",boxscore,NYY,@,BAL,W,1,0,,1-1,3,1.0,Wells,Johnson,Rivera,2:56,N,32142,1.06,+,
3,"Thursday, Apr 4",boxscore,NYY,@,BAL,W,4,1,,2-1,3,1.0,Mussina,Ponson,Rivera,2:46,N,33317,1.12,++,
4,"Friday, Apr 5",boxscore,NYY,,TBD,W,4,0,,3-1,1,Tied,Pettitte,Kennedy,,2:56,D,55771,1.11,+++,
5,"Saturday, Apr 6",boxscore,NYY,,TBD,W,3,0,,4-1,1,up 1.0,Hernández,Álvarez,Rivera,2:52,D,39093,1.21,++++,
6,"Sunday, Apr 7",boxscore,NYY,,TBD,W,7,2,,5-1,1,up 1.0,Clemens,Sturtze,,2:37,D,37343,1.25,+++++,
7,"Monday, Apr 8",boxscore,NYY,@,TOR,W,16,3,,6-1,1,up 1.5,Wells,Prokopec,,3:38,N,16073,1.29,++++++,
8,"Tuesday, Apr 9",boxscore,NYY,@,TOR,W,5,2,,7-1,1,up 1.5,Mussina,Plesac,Rivera,2:48,N,18003,1.27,+++++++,
9,"Wednesday, Apr 10",boxscore,NYY,@,TOR,L,7,9,,7-2,1,up 1.5,Borbón,Lilly,Escobar,3:33,N,19124,1.30,-,
10,"Thursday, Apr 11",boxscore,NYY,@,TOR,L,3,11,,7-3,1,up 1.5,Eyre,Clemens,,2:58,D,20091,1.32,--,
11,"Friday, Apr 12",boxscore,NYY,@,BOS,L,2,3,,7-4,1,up 0.5,Oliver,Hernández,Urbina,3:06,N,32812,1.32,---,
12,"Saturday, Apr 13",boxscore,NYY,@,BOS,L,6,7,,7-5,2,0.5,Arrojo,Rivera,Urbina,3:09,D,33756,1.33,----,
13,"Sunday, Apr 14",boxscore,NYY,@,BOS,W,6,2,,8-5,1,up 0.5,Mussina,Wakefield,Rivera,2:52,D,33742,1.28,+,
14,"Monday, Apr 15",boxscore,NYY,@,BOS,L,3,4,,8-6,2,0.5,Lowe,Pettitte,Urbina,3:06,D,33864,1.33,-,
15,"Tuesday, Apr 16",boxscore,NYY,,BAL,L,4,5,,8-7,2,1.5,Bauer,Mendoza,Julio,3:00,N,33721,1.19,--,
16,"Wednesday, Apr 17",boxscore,NYY,,BAL,W,7,1,,9-7,2,1.5,Hernández,Towers,,2:44,N,27912,1.20,+,
17,"Thursday, Apr 18",boxscore,NYY,,BAL,W,8,4,,10-7,2,1.0,Wells,Erickson,,2:55,N,35212,1.18,++,
18,"Friday, Apr 19",boxscore,NYY,,TOR,W-wo,6,5,,11-7,2,1.0,Rivera,File,,2:59,N,36136,1.29,+++,
19,"Saturday, Apr 20",boxscore,NYY,,TOR,L,4,5,10,11-8,2,1.5,Plesac,Mendoza,,3:18,D,39265,1.26,-,
20,"Sunday, Apr 21",boxscore,NYY,,TOR,W,9,2,,12-8,2,2.0,Clemens,Carpenter,,3:25,D,43309,1.26,+,
21,"Tuesday, Apr 23",boxscore,NYY,@,OAK,W,2,1,,13-8,2,1.0,Hernández,Hudson,Rivera,2:33,N,40360,1.24,++,
22,"Wednesday, Apr 24",boxscore,NYY,@,OAK,W,8,5,,14-8,1,Tied,Stanton,Magnante,Rivera,3:35,N,54513,1.24,+++,
23,"Thursday, Apr 25",boxscore,NYY,@,OAK,L,2,6,,14-9,2,1.0,Zito,Mussina,,2:55,D,31870,1.24,-,
24,"Friday, Apr 26",boxscore,NYY,@,SEA,W,7,1,,15-9,2,1.0,Clemens,Baldwin,,2:48,N,45814,1.26,+,
25,"Saturday, Apr 27",boxscore,NYY,@,SEA,L,0,1,,15-10,2,2.0,García,Lilly,Sasaki,2:28,N,46047,1.26,-,
26,"Sunday, Apr 28",boxscore,NYY,@,SEA,W,4,3,,16-10,2,1.5,Karsay,Rhodes,Rivera,3:11,D,46115,1.25,+,
27,"Tuesday, Apr 30",boxscore,NYY,,OAK,W,8,2,,17-10,2,1.0,Wells,Zito,,2:55,N,32888,1.31,++,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
28,"Wednesday, May 1",boxscore,NYY,,OAK,L,1,4,,17-11,2,2.0,Hiljus,Mussina,Koch,3:14,N,31006,1.34,-,
29,"Thursday, May 2",boxscore,NYY,,OAK,W,9,2,,18-11,2,1.5,Clemens,Lidle,,2:58,N,30463,1.32,+,
30,"Friday, May 3",boxscore,NYY,,SEA,L,2,6,,18-12,2,2.5,García,Lilly,,2:55,N,47918,1.34,-,
31,"Saturday, May 4",boxscore,NYY,,SEA,L,5,9,,18-13,2,3.5,Nelson,Karsay,,3:30,D,52081,1.30,--,
32,"Sunday, May 5",boxscore,NYY,,SEA,L,6,10,,18-14,2,4.5,Pineiro,Wells,,2:59,D,48176,1.23,---,
33,"Tuesday, May 7",boxscore,NYY,@,TBD,W,5,2,,19-14,2,5.0,Mussina,Wilson,Rivera,2:42,N,15031,1.21,+,
34,"Wednesday, May 8",boxscore,NYY,@,TBD,W,7,2,,20-14,2,5.0,Clemens,James,,2:35,N,15263,1.20,++,
35,"Thursday, May 9",boxscore,NYY,@,TBD,W,3,1,,21-14,2,5.0,Hernández,Kennedy,Rivera,2:42,N,16013,1.24,+++,
36,"Friday, May 10",boxscore,NYY,@,MIN,W,5,3,,22-14,2,4.0,Wells,Milton,Rivera,3:14,N,35727,1.38,++++,
37,"Saturday, May 11",boxscore,NYY,@,MIN,W,4,2,,23-14,2,3.0,Stanton,Guardado,Rivera,2:51,N,43465,1.40,+++++,
38,"Sunday, May 12",boxscore,NYY,@,MIN,W,10,4,,24-14,2,3.0,Mussina,Reed,,3:17,D,26165,1.35,++++++,
39,"Tuesday, May 14",boxscore,NYY,,TBD,W,10,3,,25-14,2,3.0,Clemens,Harper,,3:05,N,29503,1.37,+++++++,
40,"Wednesday, May 15",boxscore,NYY,,TBD,L,7,10,,25-15,2,4.0,Kennedy,Hernández,Yan,3:16,N,26571,1.36,-,
41,"Thursday, May 16",boxscore,NYY,,TBD,W,13,0,,26-15,2,3.0,Wells,Rupe,,2:48,N,32695,1.36,+,
42,"Friday, May 17",boxscore,NYY,,MIN,W-wo,13,12,14,27-15,2,2.0,Hitchcock,Trombley,,5:45,N,39470,1.42,++,
43,"Saturday, May 18",boxscore,NYY,,MIN,W,6,2,,28-15,2,2.0,Lilly,Fiore,,2:54,D,46057,1.37,+++,
44,"Sunday, May 19",boxscore,NYY,,MIN,W,3,0,,29-15,2,2.0,Clemens,Kinney,Rivera,2:41,D,53662,1.33,++++,
45,"Monday, May 20",boxscore,NYY,,TOR,W,6,3,,30-15,2,2.0,Mendoza,Heredia,Rivera,3:30,N,30657,1.31,+++++,
46,"Tuesday, May 21",boxscore,NYY,,TOR,W,4,1,,31-15,2,1.0,Mussina,Prokopec,Karsay,2:51,N,26531,1.25,++++++,
47,"Wednesday, May 22",boxscore,NYY,,TOR,L,3,8,,31-16,2,1.0,Halladay,Hernández,,3:07,D,44284,1.20,-,
48,"Thursday, May 23",boxscore,NYY,@,BOS,L,1,3,,31-17,2,2.0,Martinez,Lilly,Urbina,2:36,N,33884,1.46,--,
49,"Friday, May 24",boxscore,NYY,@,BOS,L-wo,8,9,11,31-18,2,3.0,Arrojo,Karsay,,4:15,N,34175,1.50,---,
50,"Saturday, May 25",boxscore,NYY,@,BOS,W,3,2,,32-18,2,2.0,Mendoza,Lowe,Rivera,3:18,D,33743,1.60,+,
51,"Sunday, May 26",boxscore,NYY,@,BOS,W,14,5,,33-18,2,1.0,Mussina,Oliver,,3:26,N,34096,1.50,++,
52,"Monday, May 27",boxscore,NYY,@,CHW,W,10,6,,34-18,2,1.0,Thurman,Wright,,2:52,N,43781,1.27,+++,
53,"Tuesday, May 28",boxscore,NYY,@,CHW,W,4,2,,35-18,2,1.0,Lilly,Garland,Rivera,3:00,N,27859,1.24,++++,
54,"Wednesday, May 29",boxscore,NYY,@,CHW,W,6,3,,36-18,2,1.0,Karsay,Foulke,Rivera,3:10,N,27572,1.17,+++++,
55,"Friday, May 31",boxscore,NYY,,BOS,L,2,5,,36-19,2,2.0,Lowe,Wells,,3:13,N,52941,1.23,-,
