Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 1",boxscore,TOR,@,BOS,W,12,11,,1-0,1,Tied,Escobar,Urbina,,4:12,D,33520,1.11,+,
2,"Thursday, Apr 4",boxscore,TOR,,MIN,W,7,2,,2-0,2,0.5,Halladay,Mays,,2:49,D,47469,1.04,++,
3,"Friday, Apr 5",boxscore,TOR,,MIN,L,3,4,,2-1,3,0.5,Reed,Lyon,Guardado,2:56,N,15784,1.09,-,
4,"Saturday, Apr 6",boxscore,TOR,,MIN,L,5,7,,2-2,4,1.5,Hawkins,Eyre,Guardado,3:20,D,18947,1.04,--,
5,"Sunday, Apr 7",boxscore,TOR,,MIN,L,6,10,,2-3,4,2.5,Radke,Cooper,,3:00,D,21071,.97,---,
6,"Monday, Apr 8",boxscore,TOR,,NYY,L,3,16,,2-4,4,3.5,Wells,Prokopec,,3:38,N,16073,1.06,----,
7,"Tuesday, Apr 9",boxscore,TOR,,NYY,L,2,5,,2-5,4,4.5,Mussina,Plesac,Rivera,2:48,N,18003,.99,-----,
8,"Wednesday, Apr 10",boxscore,TOR,,NYY,W,9,7,,3-5,4,3.5,Borbón,Lilly,Escobar,3:33,N,19124,.87,+,
9,"Thursday, Apr 11",boxscore,TOR,,NYY,W,11,3,,4-5,4,2.5,Eyre,Clemens,,2:58,D,20091,.96,++,
10,"Friday, Apr 12",boxscore,TOR,@,TBD,W,14,7,,5-5,3,1.5,Miller,Rupe,,3:50,N,11058,1.03,+++,
11,"Saturday, Apr 13",boxscore,TOR,@,TBD,W,5,4,,6-5,3,1.0,Prokopec,Sturtze,Escobar,3:17,N,11143,1.09,++++,
12,"Sunday, Apr 14",boxscore,TOR,@,TBD,L-wo,4,5,10,6-6,3,1.5,Yan,Coco,,3:11,D,11222,1.14,-,
13,"Tuesday, Apr 16",boxscore,TOR,,BOS,L,3,14,,6-7,3,2.5,Castillo,Lyon,Arrojo,2:45,N,16069,1.11,--,
14,"Wednesday, Apr 17",boxscore,TOR,,BOS,L,3,10,,6-8,3,3.5,Oliver,Eyre,,2:47,N,16572,1.10,---,
15,"Friday, Apr 19",boxscore,TOR,@,NYY,L-wo,5,6,,6-9,3,4.5,Rivera,File,,2:59,N,36136,.99,----,
16,"Saturday, Apr 20",boxscore,TOR,@,NYY,W,5,4,10,7-9,3,4.0,Plesac,Mendoza,,3:18,D,39265,.94,+,
17,"Sunday, Apr 21",boxscore,TOR,@,NYY,L,2,9,,7-10,3,5.5,Clemens,Carpenter,,3:25,D,43309,.99,-,
18,"Tuesday, Apr 23",boxscore,TOR,@,TEX,W,2,1,,8-10,3,4.5,Lyon,Valdez,Escobar,3:00,N,20472,.79,+,
19,"Wednesday, Apr 24",boxscore,TOR,@,TEX,L,2,3,,8-11,4,4.5,Rogers,Prokopec,Irabu,2:48,N,21072,.84,-,
20,"Thursday, Apr 25",boxscore,TOR,@,TEX,L,9,11,,8-12,4,5.5,Van Poppel,Plesac,Irabu,3:20,D,24162,.81,--,
21,"Friday, Apr 26",boxscore,TOR,@,ANA,L,0,4,,8-13,5,6.5,Appier,Smith,Percival,3:13,N,25296,.73,---,
22,"Saturday, Apr 27",boxscore,TOR,@,ANA,L,4,11,,8-14,5,7.5,Sele,Borbón,,3:18,N,29112,.69,----,
23,"Sunday, Apr 28",boxscore,TOR,@,ANA,L-wo,5,8,14,8-15,5,8.0,Lukasiewicz,Borbón,,5:06,D,25073,.63,-----,
24,"Tuesday, Apr 30",boxscore,TOR,,TEX,L,3,10,,8-16,5,8.5,Rogers,Prokopec,,2:45,N,12571,.54,------,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
25,"Wednesday, May 1",boxscore,TOR,,TEX,L,1,8,,8-17,5,9.5,Burba,Halladay,,2:27,N,13055,.52,-------,
26,"Thursday, May 2",boxscore,TOR,,TEX,L,3,5,,8-18,5,10.0,Bell,Smith,Irabu,2:53,N,13011,.45,--------,
27,"Friday, May 3",boxscore,TOR,,ANA,L,4,6,,8-19,5,11.0,Sele,Lyon,Percival,3:09,N,13183,.40,---------,
28,"Saturday, May 4",boxscore,TOR,,ANA,W,4,1,,9-19,4,11.0,Miller,Schoeneweis,Escobar,2:44,D,20558,.34,+,
29,"Sunday, May 5",boxscore,TOR,,ANA,L,2,8,,9-20,4,12.0,Ortiz,Prokopec,,2:38,D,24046,.37,-,
30,"Tuesday, May 7",boxscore,TOR,@,SEA,W,4,1,,10-20,4,12.5,Halladay,Baldwin,Escobar,2:44,N,34500,.34,+,
31,"Wednesday, May 8",boxscore,TOR,@,SEA,L-wo,4,5,10,10-21,4,13.5,Sasaki,Eyre,,3:39,N,35190,.33,-,
32,"Thursday, May 9",boxscore,TOR,@,SEA,L-wo,7,8,11,10-22,4,14.5,Franklin,Thurman,,4:50,N,37734,.30,--,
33,"Friday, May 10",boxscore,TOR,@,OAK,W,6,2,,11-22,4,13.5,Prokopec,Mulder,,2:53,N,10824,.27,+,
34,"Saturday, May 11",boxscore,TOR,@,OAK,L,4,7,,11-23,4,13.5,Zito,Miller,,2:54,D,21115,.28,-,
35,"Sunday, May 12",boxscore,TOR,@,OAK,W,11,4,,12-23,4,13.5,Halladay,Lidle,Walker,3:07,D,19519,.25,+,
36,"Tuesday, May 14",boxscore,TOR,,SEA,W,6,3,,13-23,4,13.5,Loaiza,García,Escobar,2:53,N,14308,.26,++,
37,"Wednesday, May 15",boxscore,TOR,,SEA,L,6,8,,13-24,4,14.5,Rhodes,Escobar,Sasaki,3:11,N,17012,.32,-,
38,"Thursday, May 16",boxscore,TOR,,SEA,L,2,15,,13-25,4,14.5,Pineiro,Prokopec,,3:09,N,14280,.25,--,
39,"Friday, May 17",boxscore,TOR,,OAK,W,7,1,,14-25,4,13.5,Halladay,Mulder,,3:00,N,14061,.20,+,
40,"Saturday, May 18",boxscore,TOR,,OAK,W,6,3,,15-25,4,13.5,Miller,Fyhrie,Escobar,2:47,D,17846,.24,++,
41,"Sunday, May 19",boxscore,TOR,,OAK,W,11,0,,16-25,4,13.5,Loaiza,Hudson,,2:33,D,23408,.26,+++,
42,"Monday, May 20",boxscore,TOR,@,NYY,L,3,6,,16-26,4,14.5,Mendoza,Heredia,Rivera,3:30,N,30657,.35,-,
43,"Tuesday, May 21",boxscore,TOR,@,NYY,L,1,4,,16-27,4,14.5,Mussina,Prokopec,Karsay,2:51,N,26531,.27,--,
44,"Wednesday, May 22",boxscore,TOR,@,NYY,W,8,3,,17-27,4,13.5,Halladay,Hernández,,3:07,D,44284,.24,+,
45,"Friday, May 24",boxscore,TOR,,CLE,L,2,5,,17-28,4,15.0,Drese,Miller,Wickman,3:13,N,16385,.23,-,
46,"Saturday, May 25",boxscore,TOR,,CLE,L,0,3,,17-29,4,15.0,Sabathia,Loaiza,Wickman,2:38,D,21589,.19,--,
47,"Sunday, May 26",boxscore,TOR,,CLE,L,1,3,,17-30,4,15.0,Colón,Prokopec,,2:49,D,22380,.16,---,
48,"Monday, May 27",boxscore,TOR,,BOS,L,6,8,,17-31,4,16.0,Castillo,Halladay,Urbina,3:18,N,14108,.17,----,
49,"Tuesday, May 28",boxscore,TOR,,BOS,L,4,6,,17-32,4,17.0,Wakefield,Escobar,Urbina,3:26,N,13075,.12,-----,
50,"Wednesday, May 29",boxscore,TOR,,BOS,L,4,7,,17-33,4,18.0,Burkett,Cassidy,Fossum,2:53,N,17875,.09,------,
51,"Friday, May 31",boxscore,TOR,@,DET,W,4,2,,18-33,4,18.0,Loaiza,Bernero,Escobar,2:23,N,28578,.05,+,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
52,"Saturday, Jun 1",boxscore,TOR,@,DET,W,4,1,11,19-33,4,17.0,Politte,Patterson,Escobar,3:16,N,19581,.07,++,
53,"Sunday, Jun 2",boxscore,TOR,@,DET,W,7,6,,20-33,4,17.0,Halladay,Weaver,Escobar,2:31,D,21399,.08,+++,
54,"Monday, Jun 3",boxscore,TOR,,TBD,W,6,1,,21-33,4,16.0,Walker,Sturtze,,2:28,N,13002,.08,++++,
55,"Tuesday, Jun 4",boxscore,TOR,,TBD,W,3,1,,22-33,4,16.0,Miller,Wilson,Escobar,2:12,N,13162,.11,+++++,
56,"Wednesday, Jun 5",boxscore,TOR,,TBD,L,6,8,,22-34,4,17.0,Álvarez,Loaiza,,3:02,N,13643,.13,-,
57,"Thursday, Jun 6",boxscore,TOR,,TBD,W-wo,5,4,,23-34,4,17.0,Escobar,Harper,,2:51,D,24069,.10,+,
58,"Friday, Jun 7",boxscore,TOR,,COL,W,8,0,,24-34,4,16.0,Halladay,Hampton,,2:28,N,20032,.11,++,
59,"Saturday, Jun 8",boxscore,TOR,,COL,W,3,1,,25-34,4,15.0,Walker,Thomson,Escobar,2:18,D,21298,.12,+++,
60,"Sunday, Jun 9",boxscore,TOR,,COL,W-wo,3,2,,26-34,4,14.0,Escobar,Jiménez,,3:00,D,20328,.15,++++,
61,"Monday, Jun 10",boxscore,TOR,,SFG,W,6,5,,27-34,4,14.0,Thurman,Rueter,Escobar,3:10,N,18081,.18,+++++,
62,"Tuesday, Jun 11",boxscore,TOR,,SFG,L,2,9,,27-35,4,14.0,Jensen,Lyon,,3:02,N,20228,.18,-,
63,"Wednesday, Jun 12",boxscore,TOR,,SFG,L,3,6,,27-36,4,15.0,Hernández,Halladay,Nen,3:18,N,21106,.15,--,
64,"Friday, Jun 14",boxscore,TOR,@,MON,L,2,8,,27-37,4,15.0,Ohka,Miller,,2:29,N,7557,.13,---,
65,"Saturday, Jun 15",boxscore,TOR,@,MON,L,3,9,,27-38,4,15.0,Day,Loaiza,,3:13,N,12474,.09,----,
66,"Sunday, Jun 16",boxscore,TOR,@,MON,L-wo,5,6,,27-39,4,16.0,Stewart,Escobar,,3:21,D,15425,.10,-----,
67,"Tuesday, Jun 18",boxscore,TOR,@,LAD,W,2,1,,28-39,4,16.0,Halladay,Ashby,,2:24,N,24991,.07,+,
68,"Wednesday, Jun 19",boxscore,TOR,@,LAD,L,2,5,,28-40,4,16.0,Ishii,Miller,Gagné,2:56,N,31429,.08,-,
69,"Thursday, Jun 20",boxscore,TOR,@,LAD,L,1,2,,28-41,4,17.0,Perez,Loaiza,Gagné,2:25,N,24977,.06,--,
70,"Friday, Jun 21",boxscore,TOR,@,ARI,L-wo,3,4,,28-42,4,17.0,Kim,Escobar,,3:12,N,34263,.05,---,
71,"Saturday, Jun 22",boxscore,TOR,@,ARI,W,6,3,,29-42,4,16.0,Carpenter,Batista,,3:09,N,39018,.03,+,
72,"Sunday, Jun 23",boxscore,TOR,@,ARI,W,9,3,,30-42,4,15.5,Halladay,Anderson,,3:02,D,36247,.04,++,
73,"Tuesday, Jun 25",boxscore,TOR,@,TBD,W,20,11,,31-42,4,14.5,Walker,Sosa,,3:31,N,10380,.06,+++,
