Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 2",boxscore,NYY,,KCR,W,7,3,,1-0,1,Tied,Clemens,Suppan,,2:56,D,55814,1.01,+,
2,"Wednesday, Apr 4",boxscore,NYY,,KCR,W,8,2,,2-0,1,up 0.5,Pettitte,Stein,,3:06,N,26499,1.07,++,
3,"Thursday, Apr 5",boxscore,NYY,,KCR,W,1,0,,3-0,1,up 0.5,Mussina,Reichert,Rivera,2:16,D,26696,1.04,+++,
4,"Friday, Apr 6",boxscore,NYY,,TOR,L,4,13,,3-1,2,0.5,Loaiza,Parker,,2:56,N,29606,1.22,-,
5,"Saturday, Apr 7",boxscore,NYY,,TOR,L,2,3,,3-2,2,1.5,Michalak,Hernández,Koch,3:36,D,30487,1.20,--,
6,"Sunday, Apr 8",boxscore,NYY,,TOR,W,16,5,,4-2,2,0.5,Clemens,Parris,,3:32,D,31970,1.17,+,
7,"Monday, Apr 9",boxscore,NYY,@,KCR,W,13,4,,5-2,2,0.5,Pettitte,Stein,,2:54,D,24411,1.06,++,
8,"Tuesday, Apr 10",boxscore,NYY,@,KCR,W,9,5,,6-2,2,0.5,Mendoza,Hernández,,3:05,N,16338,1.11,+++,
9,"Wednesday, Apr 11",boxscore,NYY,@,KCR,W,8,5,,7-2,1,up 0.5,Williams,Meadows,Rivera,3:42,D,19175,1.11,++++,
10,"Friday, Apr 13",boxscore,NYY,@,BOS,L-wo,2,3,10,7-3,2,0.5,Lowe,Rivera,,3:16,N,33124,1.31,-,
11,"Saturday, Apr 14",boxscore,NYY,@,BOS,W,3,2,,8-3,2,0.5,Stanton,Schourek,Rivera,3:08,D,33396,1.30,+,
12,"Sunday, Apr 15",boxscore,NYY,@,BOS,L,4,5,,8-4,2,0.5,Garcés,Pettitte,Arrojo,3:17,D,32127,1.32,-,
13,"Monday, Apr 16",boxscore,NYY,@,BOS,L,1,4,,8-5,3,1.0,Castillo,Mussina,Beck,2:38,D,33373,1.36,--,
14,"Tuesday, Apr 17",boxscore,NYY,@,TOR,L,5,6,,8-6,3,2.0,Loaiza,Keisler,Koch,3:27,N,20019,1.24,---,
15,"Wednesday, Apr 18",boxscore,NYY,@,TOR,L,2,7,,8-7,3,3.0,Michalak,Hernández,,2:59,N,19770,1.27,----,
16,"Thursday, Apr 19",boxscore,NYY,@,TOR,W,6,5,17,9-7,3,3.0,Choate,File,Mendoza,5:57,N,24684,1.22,+,
17,"Friday, Apr 20",boxscore,NYY,,BOS,W,6,1,,10-7,3,2.0,Pettitte,Nomo,,2:39,N,54366,1.28,++,
18,"Saturday, Apr 21",boxscore,NYY,,BOS,L,3,8,,10-8,3,3.0,Castillo,Mussina,,3:29,D,55483,1.31,-,
19,"Sunday, Apr 22",boxscore,NYY,,BOS,W-wo,4,3,10,11-8,3,2.0,Rivera,Lowe,,3:48,D,55278,1.25,+,
20,"Tuesday, Apr 24",boxscore,NYY,,SEA,L,5,7,,11-9,3,3.0,García,Stanton,Sasaki,2:50,N,29522,1.11,-,
21,"Wednesday, Apr 25",boxscore,NYY,,SEA,L,5,7,,11-10,3,3.0,Charlton,Pettitte,Sasaki,3:35,N,23684,1.06,--,
22,"Thursday, Apr 26",boxscore,NYY,,SEA,L,3,7,,11-11,3,4.0,Moyer,Mussina,Rhodes,3:39,N,30218,1.02,---,
23,"Friday, Apr 27",boxscore,NYY,,OAK,W,3,2,,12-11,3,4.0,Choate,Mulder,Rivera,3:12,N,35170,.93,+,
24,"Saturday, Apr 28",boxscore,NYY,,OAK,W,7,6,,13-11,3,3.0,Lilly,Hudson,Rivera,3:06,D,38422,1.00,++,
25,"Sunday, Apr 29",boxscore,NYY,,OAK,W,3,1,,14-11,3,2.5,Clemens,Zito,Rivera,2:58,D,50572,1.08,+++,
26,"Monday, Apr 30",boxscore,NYY,@,MIN,L,1,2,,14-12,3,2.5,Radke,Pettitte,,2:22,N,24629,1.16,-,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
27,"Tuesday, May 1",boxscore,NYY,@,MIN,W,4,0,,15-12,3,2.5,Mussina,Milton,,2:53,N,24505,1.14,+,
28,"Wednesday, May 2",boxscore,NYY,@,MIN,L,2,4,,15-13,3,2.5,Mays,Hernández,Hawkins,3:01,N,36825,1.15,-,
29,"Thursday, May 3",boxscore,NYY,@,BAL,W,7,5,,16-13,3,1.5,Mendoza,Paronto,Rivera,3:15,N,40218,1.16,+,
30,"Friday, May 4",boxscore,NYY,@,BAL,W,6,5,,17-13,3,1.5,Stanton,Paronto,Rivera,3:38,N,43133,1.25,++,
31,"Saturday, May 5",boxscore,NYY,@,BAL,W,5,2,,18-13,3,0.5,Pettitte,Roberts,Boehringer,2:59,D,47726,1.28,+++,
32,"Sunday, May 6",boxscore,NYY,@,BAL,W,2,1,,19-13,3,0.5,Mussina,Trombley,Rivera,3:14,D,47740,1.32,++++,
33,"Tuesday, May 8",boxscore,NYY,,MIN,L,0,2,,19-14,3,1.5,Milton,Hernández,,3:02,N,29326,1.32,-,
34,"Wednesday, May 9",boxscore,NYY,,MIN,W,2,0,,20-14,2,0.5,Clemens,Mays,Rivera,2:47,N,23280,1.28,+,
35,"Thursday, May 10",boxscore,NYY,,MIN,L,4,5,10,20-15,2,0.5,Guardado,Rivera,Hawkins,3:08,N,29100,1.38,-,
36,"Friday, May 11",boxscore,NYY,,BAL,W,14,5,,21-15,1,up 0.5,Mussina,Roberts,Mendoza,3:03,N,40433,1.33,+,
37,"Saturday, May 12",boxscore,NYY,,BAL,W,8,5,,22-15,1,up 0.5,Stanton,Towers,Rivera,3:03,D,48288,1.37,++,
38,"Sunday, May 13",boxscore,NYY,,BAL,L,5,10,11,22-16,2,0.5,Ryan,Rivera,,4:05,D,39819,1.37,-,
39,"Tuesday, May 15",boxscore,NYY,@,OAK,L-wo,2,3,12,22-17,2,1.5,Guthrie,Mendoza,,4:28,N,24351,1.30,--,
40,"Wednesday, May 16",boxscore,NYY,@,OAK,L-wo,3,4,10,22-18,2,1.5,Guthrie,Boehringer,,3:29,N,43932,1.25,---,
41,"Thursday, May 17",boxscore,NYY,@,OAK,L,3,8,,22-19,2,1.5,Bradford,Mussina,,3:31,D,31073,1.28,----,
42,"Friday, May 18",boxscore,NYY,@,SEA,W,14,10,,23-19,2,1.5,Mendoza,Halama,,3:31,N,45794,1.20,+,
43,"Saturday, May 19",boxscore,NYY,@,SEA,W,2,1,10,24-19,2,0.5,Stanton,Sasaki,Rivera,3:20,D,45880,1.21,++,
44,"Sunday, May 20",boxscore,NYY,@,SEA,L,2,6,,24-20,2,1.5,Sele,Clemens,,2:50,D,45953,1.25,-,
45,"Wednesday, May 23",boxscore,NYY,,BOS,W,7,3,,25-20,2,0.5,Pettitte,Cone,,2:58,N,44108,1.52,+,
46,"Thursday, May 24",boxscore,NYY,,BOS,W,2,1,,26-20,1,up 0.5,Mussina,Martinez,Rivera,2:33,D,55592,1.59,++,
47,"Friday, May 25",boxscore,NYY,@,CLE,L,4,6,,26-21,2,0.5,Rodriguez,Hernández,Wickman,3:31,N,42455,1.42,-,
48,"Saturday, May 26",boxscore,NYY,@,CLE,W,12,5,,27-21,1,up 0.5,Clemens,Sabathia,,3:34,D,42528,1.36,+,
49,"Sunday, May 27",boxscore,NYY,@,CLE,W,6,2,,28-21,1,up 0.5,Lilly,Colón,Rivera,3:15,D,42570,1.39,++,
50,"Monday, May 28",boxscore,NYY,@,BOS,W,4,3,,29-21,1,up 1.5,Pettitte,Schourek,Rivera,3:29,N,33125,1.68,+++,
51,"Wednesday, May 30",boxscore,NYY,@,BOS,L,0,3,,29-22,1,up 0.5,Martinez,Mussina,Lowe,2:45,N,33711,1.69,-,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
52,"Friday, Jun 1",boxscore,NYY,,CLE,L,4,7,6,29-23,2,1.0,Sabathia,Lilly,Rincon,2:29,N,42032,1.50,--,
53,"Saturday, Jun 2",boxscore,NYY,,CLE,W,9,4,,30-23,2,1.0,Clemens,Colón,Rivera,3:29,D,46618,1.47,+,
54,"Sunday, Jun 3",boxscore,NYY,,CLE,L,3,4,,30-24,2,2.0,Nagy,Pettitte,Wickman,3:00,D,47300,1.51,-,
55,"Monday, Jun 4",boxscore,NYY,,BOS,W-wo,7,6,,31-24,2,1.0,Rivera,Beck,,3:21,N,41771,1.78,+,2001-05-22 (Rain)
56,"Tuesday, Jun 5",boxscore,NYY,,BAL,L,3,10,,31-25,2,2.0,Johnson,Mussina,,3:28,N,30605,1.53,-,
57,"Wednesday, Jun 6",boxscore,NYY,,BAL,W,7,4,,32-25,2,1.0,Stanton,Groom,Rivera,3:18,N,25137,1.52,+,
58,"Thursday, Jun 7",boxscore,NYY,,BAL,W,4,0,,33-25,2,1.0,Clemens,Ponson,,2:39,N,30786,1.52,++,
59,"Friday, Jun 8",boxscore,NYY,,ATL,W,7,4,,34-25,2,1.0,Pettitte,Glavine,Rivera,3:14,N,50090,1.35,+++,
60,"Saturday, Jun 9",boxscore,NYY,,ATL,L,6,10,,34-26,2,1.0,Cabrera,Choate,Rocker,3:25,D,55107,1.35,-,
61,"Sunday, Jun 10",boxscore,NYY,,ATL,L,1,4,,34-27,2,2.0,Maddux,Mussina,Rocker,2:54,N,41392,1.39,--,
62,"Tuesday, Jun 12",boxscore,NYY,,MON,L,1,2,12,34-28,2,3.0,Strickland,Mendoza,,4:01,N,30034,1.34,---,
63,"Wednesday, Jun 13",boxscore,NYY,,MON,W,9,3,,35-28,2,2.0,Clemens,Irabu,,2:51,N,24960,1.31,+,
64,"Thursday, Jun 14",boxscore,NYY,,MON,W,9,6,,36-28,2,2.0,Keisler,Yoshii,Rivera,3:13,N,33306,1.35,++,
65,"Friday, Jun 15",boxscore,NYY,@,NYM,W,5,4,,37-28,2,2.0,Mendoza,Leiter,Rivera,3:12,N,54110,1.41,+++,
66,"Saturday, Jun 16",boxscore,NYY,@,NYM,W,2,1,,38-28,2,1.0,Mussina,Appier,Rivera,3:15,D,54195,1.45,++++,
67,"Sunday, Jun 17",boxscore,NYY,@,NYM,L,7,8,,38-29,2,2.0,Wendell,Almánzar,Benítez,3:54,N,54399,1.43,-,
68,"Monday, Jun 18",boxscore,NYY,@,DET,W,10,1,,39-29,2,1.5,Clemens,Weaver,,3:03,N,29365,1.47,+,
69,"Tuesday, Jun 19",boxscore,NYY,@,DET,L,1,7,,39-30,2,2.5,Sparks,Keisler,,2:20,N,24171,1.50,-,
70,"Wednesday, Jun 20",boxscore,NYY,@,DET,L,2,5,,39-31,2,3.5,Holt,Hernández,Anderson,3:18,N,23618,1.52,--,
71,"Friday, Jun 22",boxscore,NYY,@,TBD,W,6,3,,40-31,2,3.0,Mussina,Lopez,Rivera,3:17,N,24718,1.49,+,
72,"Saturday, Jun 23",boxscore,NYY,@,TBD,W,2,1,,41-31,2,2.0,Clemens,Wallace,Rivera,3:04,D,27816,1.50,++,
73,"Sunday, Jun 24",boxscore,NYY,@,TBD,L,4,5,,41-32,2,2.0,Phelps,Stanton,,2:56,D,27999,1.49,-,
74,"Monday, Jun 25",boxscore,NYY,,CLE,W,8,7,,42-32,2,2.0,Witasick,Rincon,Rivera,3:22,N,40852,1.67,+,
75,"Tuesday, Jun 26",boxscore,NYY,,CLE,L,3,5,,42-33,2,3.0,Nagy,Hernández,Rocker,3:24,N,40346,1.74,-,
76,"Wednesday, Jun 27",boxscore,NYY,,CLE,W,15,5,,43-33,2,2.0,Mussina,Sabathia,,3:30,D,45539,1.73,+,
77,"Friday, Jun 29",boxscore,NYY,,TBD,W,7,5,,44-33,2,0.5,Clemens,Rekar,Rivera,2:50,N,38416,1.54,++,
78,"Saturday, Jun 30",boxscore,NYY,,TBD,W,5,4,,45-33,2,0.5,Stanton,Creek,Rivera,2:55,D,42544,1.49,+++,
Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
79,"Sunday, Jul 1",boxscore,NYY,,TBD,W,6,1,,46-33,2,0.5,Pettitte,Sturtze,,2:25,D,41983,1.52,++++,
80,"Monday, Jul 2",boxscore,NYY,,TBD,W,7,1,,47-33,2,0.5,Mussina,Lopez,,2:41,D,43029,1.46,+++++,
81,"Tuesday, Jul 3",boxscore,NYY,@,BAL,W,10,6,,48-33,1,up 0.5,Mendoza,Mercedes,,3:09,N,47702,1.64,++++++,
82,"Wednesday, Jul 4",boxscore,NYY,@,BAL,W,4,3,,49-33,1,up 0.5,Clemens,Maduro,Rivera,3:07,D,47355,1.50,+++++++,
83,"Thursday, Jul 5",boxscore,NYY,@,BAL,W,6,3,,50-33,1,up 0.5,Lilly,Towers,Rivera,3:19,N,44635,1.44,++++++++,
