Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Mar 31",boxscore,TOR,@,TBR,L,2,9,,0-1,4,1.0,Price,Dickey,,3:04,D,31042,1.05,-,
Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
2,"Tuesday, Apr 1",boxscore,TOR,@,TBR,W,4,2,,1-1,2,0.5,Hutchison,Cobb,Santos,3:32,N,11113,1.03,+,
3,"Wednesday, Apr 2",boxscore,TOR,@,TBR,W,3,0,,2-1,1,up 0.5,Buehrle,Moore,Cecil,2:55,N,10808,1.13,++,
4,"Thursday, Apr 3",boxscore,TOR,@,TBR,L,2,7,,2-2,2,0.5,Archer,Morrow,,3:21,N,9571,1.15,-,
5,"Friday, Apr 4",boxscore,TOR,,NYY,L,3,7,,2-3,4,1.0,Tanaka,McGowan,,3:26,N,48197,1.09,--,
6,"Saturday, Apr 5",boxscore,TOR,,NYY,W,4,0,,3-3,2,1.0,Dickey,Pineda,Santos,2:45,D,45446,1.08,+,
7,"Sunday, Apr 6",boxscore,TOR,,NYY,L,4,6,,3-4,3,1.0,Sabathia,Hutchison,Robertson,2:57,D,34067,1.15,-,
8,"Tuesday, Apr 8",boxscore,TOR,,HOU,W,5,2,,4-4,2,0.5,Buehrle,Oberholtzer,Santos,2:52,N,13123,1.03,+,
9,"Wednesday, Apr 9",boxscore,TOR,,HOU,W,7,3,,5-4,1,up 0.5,Morrow,Harrell,,3:09,N,13569,.98,++,
10,"Thursday, Apr 10",boxscore,TOR,,HOU,L,4,6,,5-5,1,Tied,Keuchel,Dickey,Bass,2:49,N,15778,1.01,-,
11,"Friday, Apr 11",boxscore,TOR,@,BAL,W,2,0,,6-5,1,Tied,McGowan,Tillman,Santos,2:20,N,22327,1.07,+,
12,"Saturday, Apr 12",boxscore,TOR,@,BAL,L-wo,1,2,12,6-6,2,1.0,Britton,Redmond,,3:39,N,30446,1.12,-,
13,"Sunday, Apr 13",boxscore,TOR,@,BAL,W,11,3,,7-6,1,Tied,Buehrle,Jiménez,,2:45,D,39281,1.12,+,
14,"Tuesday, Apr 15",boxscore,TOR,@,MIN,W,9,3,,8-6,1,up 0.5,Loup,Hughes,,3:31,N,21818,1.07,++,
15,"Thursday, Apr 17 (1)",boxscore,TOR,@,MIN,L,0,7,,8-7,2,2.0,Gibson,Dickey,,2:38,D,20507,1.09,-,2014-04-16 (Snow)
16,"Thursday, Apr 17 (2)",boxscore,TOR,@,MIN,L,5,9,,8-8,2,2.0,Fien,Santos,,3:37,N,20698,1.06,--,
17,"Friday, Apr 18",boxscore,TOR,@,CLE,W,3,2,,9-8,2,1.0,Delabar,Rzepczynski,Santos,3:15,N,16335,.98,+,
18,"Saturday, Apr 19",boxscore,TOR,@,CLE,W,5,0,,10-8,1,Tied,Buehrle,Kluber,,2:42,D,15188,1.07,++,
19,"Sunday, Apr 20",boxscore,TOR,@,CLE,L,4,6,,10-9,2,1.0,Outman,Loup,Axford,2:55,D,11716,1.07,-,
20,"Tuesday, Apr 22",boxscore,TOR,,BAL,W,9,3,,11-9,2,1.0,Delabar,Meek,,2:54,N,14866,1.20,+,
21,"Wednesday, Apr 23",boxscore,TOR,,BAL,L,8,10,,11-10,2,1.0,Tillman,Redmond,Hunter,3:11,N,15202,1.25,-,
22,"Thursday, Apr 24",boxscore,TOR,,BAL,L,4,11,,11-11,3,2.0,Norris,Cecil,,2:54,N,16283,1.20,--,
23,"Friday, Apr 25",boxscore,TOR,,BOS,L,1,8,,11-12,3,2.0,Peavy,Buehrle,,2:57,N,29411,1.12,---,
24,"Saturday, Apr 26",boxscore,TOR,,BOS,L,6,7,,11-13,4,3.0,Buchholz,Morrow,Uehara,3:23,D,40322,1.07,----,
25,"Sunday, Apr 27",boxscore,TOR,,BOS,W,7,1,,12-13,3,3.0,Dickey,Lester,,2:28,D,45260,.96,+,
26,"Tuesday, Apr 29",boxscore,TOR,@,KCR,L,7,10,,12-14,4,3.0,Crow,Cecil,,3:08,N,10705,.98,-,
27,"Wednesday, Apr 30",boxscore,TOR,@,KCR,L,2,4,,12-15,4,3.5,Herrera,Hutchison,Holland,2:59,N,11715,.94,--,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
28,"Thursday, May 1",boxscore,TOR,@,KCR,W,7,3,,13-15,3,2.5,Buehrle,Guthrie,Loup,2:35,N,11207,.87,+,
29,"Friday, May 2",boxscore,TOR,@,PIT,L-wo,5,6,,13-16,5,3.0,Melancon,Santos,,3:21,N,24547,.91,-,
30,"Saturday, May 3",boxscore,TOR,@,PIT,L,6,8,,13-17,5,3.5,Morris,Redmond,Melancon,3:19,N,31439,.85,--,
31,"Sunday, May 4",boxscore,TOR,@,PIT,W,7,2,,14-17,5,2.5,McGowan,Volquez,,2:49,D,29496,.81,+,
32,"Monday, May 5",boxscore,TOR,@,PHI,W,3,0,,15-17,3,1.5,Happ,Kendrick,Cecil,2:59,N,25275,.90,++,
33,"Tuesday, May 6",boxscore,TOR,@,PHI,W,6,5,10,16-17,3,1.5,Stroman,Bastardo,Loup,3:06,N,26057,.92,+++,
34,"Wednesday, May 7",boxscore,TOR,,PHI,W,10,0,,17-17,3,1.5,Buehrle,Lee,,2:23,N,16446,.98,++++,
35,"Thursday, May 8",boxscore,TOR,,PHI,W,12,6,,18-17,3,1.5,Dickey,Burnett,,3:00,N,18158,.98,+++++,
36,"Friday, May 9",boxscore,TOR,,LAA,L,3,4,,18-18,3,2.5,Smith,Cecil,Frieri,3:09,N,21383,1.10,-,
37,"Saturday, May 10",boxscore,TOR,,LAA,L,3,5,,18-19,4,3.5,Skaggs,Happ,Smith,2:46,D,31412,1.01,--,
38,"Sunday, May 11",boxscore,TOR,,LAA,L,3,9,,18-20,4,3.5,Weaver,Hutchison,,3:24,D,20871,.97,---,
39,"Monday, May 12",boxscore,TOR,,LAA,W,7,3,,19-20,4,2.5,Buehrle,Wilson,,2:45,N,13603,.89,+,
40,"Tuesday, May 13",boxscore,TOR,,CLE,W,5,4,,20-20,2,1.5,Dickey,Masterson,Janssen,2:29,N,13673,.99,++,
41,"Wednesday, May 14",boxscore,TOR,,CLE,L,4,15,,20-21,4,1.5,Kluber,McGowan,,3:37,N,14068,1.05,-,
42,"Thursday, May 15",boxscore,TOR,,CLE,W,4,2,,21-21,3,1.5,Happ,Salazar,Janssen,3:23,N,17364,1.04,+,
43,"Friday, May 16",boxscore,TOR,@,TEX,W,2,0,,22-21,3,1.5,Hutchison,Darvish,,2:27,N,39129,1.06,++,
44,"Saturday, May 17",boxscore,TOR,@,TEX,W,4,2,,23-21,3,0.5,Delabar,Cotts,Janssen,3:09,N,39723,1.13,+++,
45,"Sunday, May 18",boxscore,TOR,@,TEX,L,2,6,,23-22,3,1.0,Poreda,Dickey,,2:52,D,43671,1.20,-,
46,"Tuesday, May 20",boxscore,TOR,@,BOS,W,7,4,,24-22,2,0.5,Happ,Doubront,Janssen,3:17,N,37904,1.29,+,
47,"Wednesday, May 21",boxscore,TOR,@,BOS,W,6,4,,25-22,1,Tied,Hutchison,Buchholz,Janssen,3:23,N,36116,1.32,++,
48,"Thursday, May 22",boxscore,TOR,@,BOS,W,7,2,,26-22,1,up 1.0,Buehrle,Lester,,2:58,D,36018,1.30,+++,
49,"Friday, May 23",boxscore,TOR,,OAK,W,3,2,,27-22,1,up 1.5,Hendriks,Kazmir,Janssen,2:37,N,21007,1.32,++++,
50,"Saturday, May 24",boxscore,TOR,,OAK,W,5,2,,28-22,1,up 2.0,Dickey,Chavez,Cecil,2:35,D,29372,1.35,+++++,
51,"Sunday, May 25",boxscore,TOR,,OAK,W,3,1,,29-22,1,up 2.0,Happ,Pomeranz,Janssen,3:08,D,45277,1.37,++++++,
52,"Monday, May 26",boxscore,TOR,,TBR,W,10,5,,30-22,1,up 2.0,Hutchison,Bédard,,2:58,N,15616,1.49,+++++++,
53,"Tuesday, May 27",boxscore,TOR,,TBR,W,9,6,,31-22,1,up 3.0,Buehrle,Cobb,Janssen,3:00,N,15993,1.45,++++++++,
54,"Wednesday, May 28",boxscore,TOR,,TBR,W-wo,3,2,,32-22,1,up 3.0,Loup,Oviedo,,3:23,N,17309,1.43,+++++++++,
55,"Thursday, May 29",boxscore,TOR,,KCR,L,6,8,10,32-23,1,up 2.5,Davis,Redmond,Holland,3:26,N,17978,1.36,-,
56,"Friday, May 30",boxscore,TOR,,KCR,L,1,6,,32-24,1,up 2.5,Vargas,Happ,,3:01,N,21543,1.36,--,
57,"Saturday, May 31",boxscore,TOR,,KCR,W,12,2,,33-24,1,up 2.5,Stroman,Brooks,Redmond,2:53,D,31652,1.38,+,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
58,"Sunday, Jun 1",boxscore,TOR,,KCR,W,4,0,,34-24,1,up 3.5,Buehrle,Guthrie,,2:14,D,38008,1.41,++,
59,"Tuesday, Jun 3",boxscore,TOR,@,DET,W,5,3,,35-24,1,up 4.5,McGowan,Nathan,Janssen,2:51,N,33488,1.34,+++,
60,"Wednesday, Jun 4",boxscore,TOR,@,DET,W,8,2,,36-24,1,up 4.5,Dickey,Porcello,,3:14,N,32033,1.39,++++,
61,"Thursday, Jun 5",boxscore,TOR,@,DET,W,7,3,,37-24,1,up 5.5,Happ,Verlander,Janssen,2:52,D,39440,1.34,+++++,
62,"Friday, Jun 6",boxscore,TOR,,STL,W,3,1,,38-24,1,up 6.0,Stroman,Lynn,Janssen,3:12,N,33528,1.24,++++++,
63,"Saturday, Jun 7",boxscore,TOR,,STL,L,0,5,,38-25,1,up 5.5,Miller,Buehrle,,2:37,D,42981,1.19,-,
64,"Sunday, Jun 8",boxscore,TOR,,STL,L,0,5,,38-26,1,up 5.5,García,Hutchison,,2:42,D,45726,1.26,--,
65,"Monday, Jun 9",boxscore,TOR,,MIN,W-wo,5,4,,39-26,1,up 5.5,Janssen,Guerrier,,2:53,N,19428,1.29,+,
66,"Tuesday, Jun 10",boxscore,TOR,,MIN,L,0,4,,39-27,1,up 5.5,Correia,Happ,,3:07,N,20681,1.25,-,
67,"Wednesday, Jun 11",boxscore,TOR,,MIN,L,2,7,,39-28,1,up 4.5,Hughes,Stroman,Fien,2:57,D,45080,1.33,--,
68,"Thursday, Jun 12",boxscore,TOR,@,BAL,L,2,4,,39-29,1,up 3.5,Gausman,Buehrle,Britton,2:59,N,17403,1.73,---,
69,"Friday, Jun 13",boxscore,TOR,@,BAL,W,4,0,,40-29,1,up 3.5,Hutchison,Jiménez,McGowan,2:44,N,44031,1.80,+,
70,"Saturday, Jun 14",boxscore,TOR,@,BAL,L,2,3,,40-30,1,up 3.5,Norris,Dickey,Britton,3:02,D,33901,1.76,-,
71,"Sunday, Jun 15",boxscore,TOR,@,BAL,W,5,2,,41-30,1,up 4.5,Happ,Tillman,Janssen,3:07,D,46469,1.79,+,
72,"Tuesday, Jun 17",boxscore,TOR,@,NYY,L,1,3,,41-31,1,up 3.5,Tanaka,Stroman,Robertson,3:07,N,41834,1.80,-,
73,"Wednesday, Jun 18",boxscore,TOR,@,NYY,L,3,7,,41-32,1,up 2.5,Whitley,Buehrle,,3:02,N,41342,1.84,--,
74,"Thursday, Jun 19",boxscore,TOR,@,NYY,L,4,6,,41-33,1,up 1.5,Phelps,Hutchison,Warren,3:47,N,40169,1.85,---,
75,"Friday, Jun 20",boxscore,TOR,@,CIN,W,14,9,,42-33,1,up 1.5,McGowan,Chapman,,4:00,N,33103,1.43,+,
76,"Saturday, Jun 21",boxscore,TOR,@,CIN,L,1,11,,42-34,1,up 1.5,Leake,Happ,,2:35,D,42530,1.46,-,
77,"Sunday, Jun 22",boxscore,TOR,@,CIN,L,3,4,,42-35,1,up 1.5,Cueto,Dickey,Chapman,2:42,D,36089,1.42,--,
78,"Monday, Jun 23",boxscore,TOR,,NYY,W,8,3,,43-35,1,up 1.5,Stroman,Whitley,,2:45,N,31554,1.89,+,
79,"Tuesday, Jun 24",boxscore,TOR,,NYY,W-wo,7,6,,44-35,1,up 2.5,Janssen,Warren,,3:05,N,34206,1.88,++,
80,"Wednesday, Jun 25",boxscore,TOR,,NYY,L,3,5,,44-36,1,up 1.5,Kuroda,Hutchison,Robertson,3:02,N,34710,1.90,-,
81,"Thursday, Jun 26",boxscore,TOR,,CHW,W,7,0,,45-36,1,up 2.0,Happ,Carroll,,3:00,N,23248,1.48,+,
82,"Friday, Jun 27",boxscore,TOR,,CHW,L,4,5,,45-37,1,up 1.5,Danks,Dickey,Petricka,2:58,N,24173,1.47,-,
83,"Saturday, Jun 28",boxscore,TOR,,CHW,L,3,4,,45-38,1,up 1.5,Sale,McGowan,Putnam,2:58,D,39623,1.52,--,
84,"Sunday, Jun 29",boxscore,TOR,,CHW,L,0,4,,45-39,1,up 1.5,Quintana,Buehrle,,2:32,D,33177,1.58,---,
Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
85,"Tuesday, Jul 1",boxscore,TOR,,MIL,W,4,1,,46-39,1,up 1.0,Hutchison,Estrada,Janssen,2:56,D,45088,1.57,+,
86,"Wednesday, Jul 2",boxscore,TOR,,MIL,W-wo,7,4,,47-39,1,up 1.0,Janssen,Smith,,3:01,D,24286,1.53,++,
87,"Thursday, Jul 3",boxscore,TOR,@,OAK,L,1,4,,47-40,1,Tied,Gray,Dickey,Doolittle,2:23,N,32913,1.57,-,
88,"Friday, Jul 4",boxscore,TOR,@,OAK,L-wo,0,1,12,47-41,2,0.5,Otero,Jenkins,,4:05,D,22322,1.58,--,
89,"Saturday, Jul 5",boxscore,TOR,@,OAK,L,1,5,,47-42,2,1.0,Kazmir,Buehrle,,2:37,N,20236,1.60,---,
90,"Sunday, Jul 6",boxscore,TOR,@,OAK,L,2,4,,47-43,2,2.0,Samardzija,Hutchison,Doolittle,2:46,D,22897,1.46,----,
91,"Monday, Jul 7",boxscore,TOR,@,LAA,L,2,5,,47-44,2,3.0,Shoemaker,Happ,Smith,3:16,N,38189,1.47,-----,
92,"Tuesday, Jul 8",boxscore,TOR,@,LAA,W,4,0,,48-44,2,2.5,Dickey,Skaggs,,2:45,N,38111,1.37,+,
93,"Wednesday, Jul 9",boxscore,TOR,@,LAA,L,7,8,,48-45,2,2.5,Grilli,Loup,Smith,3:47,D,35726,1.40,-,
94,"Friday, Jul 11",boxscore,TOR,@,TBR,W,8,5,,49-45,2,3.0,Loup,Balfour,Janssen,3:41,N,17533,1.40,+,
95,"Saturday, Jul 12",boxscore,TOR,@,TBR,L,3,10,,49-46,2,3.0,Odorizzi,Hutchison,,3:19,D,22693,1.36,-,
96,"Sunday, Jul 13",boxscore,TOR,@,TBR,L,0,3,,49-47,2,4.0,Price,Dickey,McGee,2:45,D,17187,1.41,--,
97,"Friday, Jul 18",boxscore,TOR,,TEX,L,1,5,,49-48,2,4.0,Darvish,Dickey,,2:56,N,38012,1.31,---,
98,"Saturday, Jul 19",boxscore,TOR,,TEX,W,4,1,,50-48,2,4.0,Stroman,Lewis,Loup,3:02,D,45802,1.20,+,
99,"Sunday, Jul 20",boxscore,TOR,,TEX,W,9,6,,51-48,2,3.0,Redmond,Feliz,Loup,3:07,D,36011,1.24,++,
100,"Monday, Jul 21",boxscore,TOR,,BOS,L,1,14,,51-49,2,4.0,Lackey,Hutchison,,2:45,N,27905,1.42,-,
101,"Tuesday, Jul 22",boxscore,TOR,,BOS,W,7,3,,52-49,2,4.0,Happ,Peavy,Cecil,3:07,N,29269,1.31,+,
102,"Wednesday, Jul 23",boxscore,TOR,,BOS,W,6,4,,53-49,2,3.0,Dickey,Buchholz,Janssen,2:35,N,35696,1.31,++,
103,"Thursday, Jul 24",boxscore,TOR,,BOS,W,8,0,,54-49,2,3.0,Stroman,De La Rosa,,2:56,D,46683,1.43,+++,
104,"Friday, Jul 25",boxscore,TOR,@,NYY,L,4,6,,54-50,3,4.0,Kuroda,Buehrle,Robertson,2:40,N,44237,1.82,-,
105,"Saturday, Jul 26",boxscore,TOR,@,NYY,W,6,4,,55-50,2,3.0,Hutchison,Kelley,,3:14,D,46166,1.59,+,
106,"Sunday, Jul 27",boxscore,TOR,@,NYY,W,5,4,,56-50,2,3.0,Sanchez,Robertson,Janssen,3:22,D,45063,1.80,++,
107,"Monday, Jul 28",boxscore,TOR,@,BOS,W,14,1,,57-50,2,2.5,Dickey,Buchholz,,3:15,N,37974,1.55,+++,
108,"Tuesday, Jul 29",boxscore,TOR,@,BOS,W,4,2,,58-50,2,2.5,Stroman,De La Rosa,Janssen,3:03,N,38275,1.69,++++,
109,"Wednesday, Jul 30",boxscore,TOR,@,BOS,W,6,1,,59-50,2,2.5,Buehrle,Workman,,2:48,N,38203,1.72,+++++,
110,"Thursday, Jul 31",boxscore,TOR,@,HOU,W,6,5,,60-50,2,1.5,Sanchez,Qualls,Janssen,2:46,N,17423,1.69,++++++,
Gm#,August,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
