Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 6",boxscore,TOR,@,NYY,W,6,1,,1-0,1,Tied,Hutchison,Tanaka,,2:59,D,48469,1.07,+,
2,"Wednesday, Apr 8",boxscore,TOR,@,NYY,L,3,4,,1-1,2,0.5,Betances,Loup,Miller,2:56,N,31020,1.13,-,
3,"Thursday, Apr 9",boxscore,TOR,@,NYY,W,6,3,,2-1,1,Tied,Norris,Sabathia,Castro,2:52,N,32152,1.03,+,
4,"Friday, Apr 10",boxscore,TOR,@,BAL,W,12,5,,3-1,1,Tied,Buehrle,Norris,,2:45,D,45936,1.14,++,
5,"Saturday, Apr 11",boxscore,TOR,@,BAL,L,1,7,,3-2,2,1.0,Jiménez,Sanchez,,2:34,N,38897,1.22,-,
6,"Sunday, Apr 12",boxscore,TOR,@,BAL,W,10,7,,4-2,1,Tied,Loup,Tillman,Castro,3:17,D,32522,1.13,+,
7,"Monday, Apr 13",boxscore,TOR,,TBR,L,1,2,,4-3,2,1.0,Odorizzi,Dickey,Boxberger,2:30,N,48414,1.16,-,
8,"Tuesday, Apr 14",boxscore,TOR,,TBR,L,2,3,,4-4,3,2.0,Geltz,Castro,Jepsen,3:06,N,17264,1.12,--,
9,"Wednesday, Apr 15",boxscore,TOR,,TBR,W,12,7,,5-4,2,1.0,Buehrle,Ramírez,,3:02,N,15086,1.05,+,
10,"Thursday, Apr 16",boxscore,TOR,,TBR,L,2,4,,5-5,4,1.5,Archer,Sanchez,Boxberger,3:00,N,14433,1.11,-,
11,"Friday, Apr 17",boxscore,TOR,,ATL,L,7,8,,5-6,4,2.5,Martin,Cecil,Grilli,3:09,N,21397,.92,--,
12,"Saturday, Apr 18",boxscore,TOR,,ATL,W-wo,6,5,10,6-6,3,1.5,Cecil,Marimon,,2:41,D,34743,.90,+,
13,"Sunday, Apr 19",boxscore,TOR,,ATL,L,2,5,,6-7,4,1.5,Miller,Norris,Grilli,2:41,D,44794,.91,-,
14,"Tuesday, Apr 21",boxscore,TOR,,BAL,W,13,6,,7-7,2,2.0,Buehrle,Norris,,2:53,N,14184,1.03,+,
15,"Wednesday, Apr 22",boxscore,TOR,,BAL,W,4,2,,8-7,2,1.0,Sanchez,Jiménez,Castro,2:36,N,15606,1.04,++,
16,"Thursday, Apr 23",boxscore,TOR,,BAL,W,7,6,,9-7,1,Tied,Hutchison,Tillman,Castro,2:36,N,18581,1.06,+++,
17,"Friday, Apr 24",boxscore,TOR,@,TBR,L,3,12,,9-8,3,1.0,Domínguez,Dickey,Andriese,2:29,N,11897,1.12,-,
18,"Saturday, Apr 25",boxscore,TOR,@,TBR,L,2,4,,9-9,4,1.0,Frieri,Cecil,Boxberger,2:31,N,19772,1.13,--,
19,"Sunday, Apr 26",boxscore,TOR,@,TBR,L,1,5,,9-10,4,2.0,Archer,Buehrle,,2:23,D,21107,1.11,---,
20,"Monday, Apr 27",boxscore,TOR,@,BOS,L-wo,5,6,,9-11,5,3.0,Uehara,Castro,,2:48,N,34739,1.02,----,
