Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Sunday, Apr 4",boxscore,BAL,,BOS,W,7,2,,1-0,1,up 0.5,Ponson,Martinez,Ryan,3:21,N,47683,1.12,+,
2,"Tuesday, Apr 6",boxscore,BAL,,BOS,L,1,4,,1-1,2,0.5,Schilling,DuBose,Foulke,2:53,D,35355,1.17,-,
3,"Wednesday, Apr 7",boxscore,BAL,,BOS,L,3,10,,1-2,4,1.0,Lowe,Ainsworth,,2:50,N,28373,1.09,--,
4,"Thursday, Apr 8",boxscore,BAL,,BOS,W-wo,3,2,13,2-2,2,0.5,Lopez,Jones,,4:37,N,31121,1.08,+,
5,"Friday, Apr 9",boxscore,BAL,@,TBD,L-wo,3,4,10,2-3,3,1.0,Báez,Parrish,,3:00,N,12123,1.11,-,
6,"Saturday, Apr 10",boxscore,BAL,@,TBD,W,11,3,,3-3,1,Tied,Bauer,González,,3:04,N,14093,1.07,+,
7,"Sunday, Apr 11",boxscore,BAL,@,TBD,L,1,10,,3-4,4,1.0,Zambrano,DuBose,,2:33,D,10269,1.13,-,
8,"Thursday, Apr 15",boxscore,BAL,@,BOS,W,12,7,11,4-4,2,0.5,Groom,Arroyo,,4:28,N,35271,1.10,+,
9,"Friday, Apr 16",boxscore,BAL,@,TOR,W,11,2,,5-4,1,Tied,Riley,Batista,,2:38,N,14239,1.10,++,
10,"Saturday, Apr 17",boxscore,BAL,@,TOR,W,5,3,,6-4,1,Tied,Ryan,Speier,Julio,2:42,D,20177,1.15,+++,
11,"Sunday, Apr 18",boxscore,BAL,@,TOR,W,7,0,,7-4,1,up 1.0,DuBose,Hentgen,,2:26,D,16842,1.17,++++,
12,"Tuesday, Apr 20",boxscore,BAL,,TBD,W,9,1,,8-4,1,up 0.5,Ponson,Hendrickson,,2:18,N,21902,1.28,+++++,
13,"Wednesday, Apr 21",boxscore,BAL,,TBD,L,3,7,,8-5,2,0.5,Abbott,Riley,,2:31,N,20781,1.32,-,
14,"Thursday, Apr 22",boxscore,BAL,,TBD,W,7,6,,9-5,1,up 0.5,Parrish,Gaudin,Julio,2:42,N,19250,1.28,+,
15,"Friday, Apr 23",boxscore,BAL,,TOR,W,11,3,,10-5,1,up 0.5,DuBose,Towers,,2:29,N,26827,1.24,++,
16,"Saturday, Apr 24",boxscore,BAL,,TOR,L,4,5,12,10-6,2,0.5,Ligtenberg,DeJean,,3:58,D,41093,1.26,-,
17,"Sunday, Apr 25",boxscore,BAL,,TOR,L,3,15,,10-7,2,1.5,Halladay,Ponson,,2:52,D,31028,1.28,--,
18,"Tuesday, Apr 27",boxscore,BAL,,SEA,L,5,7,,10-8,2,2.0,Villone,Lopez,Guardado,3:46,N,19747,1.13,---,
19,"Wednesday, Apr 28",boxscore,BAL,,SEA,W,3,1,,11-8,2,2.0,Parrish,Hasegawa,Julio,2:34,N,20445,1.11,+,
20,"Thursday, Apr 29",boxscore,BAL,,SEA,W,9,5,,12-8,2,2.5,DuBose,Pineiro,,2:42,D,24792,1.13,++,
21,"Friday, Apr 30",boxscore,BAL,@,CLE,L,2,11,,12-9,2,3.0,Lee,Ponson,,2:44,N,18782,1.15,-,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
22,"Saturday, May 1",boxscore,BAL,@,CLE,L-wo,2,3,13,12-10,2,2.5,Durbin,DeJean,,4:07,D,17275,1.14,--,
23,"Monday, May 3",boxscore,BAL,,CHW,L,4,5,,12-11,3,2.0,Schoeneweis,DeJean,Koch,3:10,N,18849,1.11,---,
24,"Tuesday, May 4",boxscore,BAL,,CHW,W,10,3,,13-11,3,1.0,Lopez,Loaiza,,2:52,N,21488,1.10,+,
25,"Wednesday, May 5",boxscore,BAL,,CHW,L,5,6,,13-12,3,2.0,Takatsu,Ryan,Koch,3:01,N,20978,1.13,-,
26,"Friday, May 7",boxscore,BAL,,CLE,W-wo,3,2,10,14-12,3,2.5,Julio,Durbin,,3:10,N,34324,1.04,+,
27,"Saturday, May 8",boxscore,BAL,,CLE,W,10,7,,15-12,3,2.5,Parrish,Stewart,Julio,2:50,D,30687,1.10,++,
28,"Sunday, May 9",boxscore,BAL,,CLE,W,12,11,,16-12,3,1.5,Lopez,Riske,Julio,3:26,D,35778,1.13,+++,
29,"Tuesday, May 11",boxscore,BAL,@,CHW,L,0,15,,16-13,3,2.0,Buehrle,Ponson,,2:20,N,20400,1.18,-,
