Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Thursday, Apr 1",boxscore,TOR,@,NYY,W,3,2,10,1-0,1,Tied,Romano,Nelson,Merryweather,3:44,D,10850,1.09,+,
2,"Saturday, Apr 3",boxscore,TOR,@,NYY,L,3,5,,1-1,3,1.0,Loáisiga,Stripling,Green,3:38,D,10107,1.09,-,
3,"Sunday, Apr 4",boxscore,TOR,@,NYY,W,3,1,,2-1,2,1.0,Borucki,Germán,Merryweather,2:41,D,10066,1.08,+,
4,"Monday, Apr 5",boxscore,TOR,@,TEX,W,6,2,,3-1,1,Tied,Matz,Foltynewicz,,3:04,D,38238,1.01,++,
5,"Tuesday, Apr 6",boxscore,TOR,@,TEX,L,4,7,,3-2,1,Tied,Dunning,Roark,Kennedy,2:33,N,18585,.98,-,
6,"Wednesday, Apr 7",boxscore,TOR,@,TEX,L,1,2,,3-3,2,1.0,Gibson,Ryu,Kennedy,2:33,D,16876,.98,--,
7,"Thursday, Apr 8",boxscore,TOR,,LAA,L,5,7,11,3-4,4,1.0,Guerra,Borucki,Iglesias,3:57,N,1348,.98,---,
8,"Friday, Apr 9",boxscore,TOR,,LAA,L,1,7,,3-5,5,1.5,Heaney,Zeuch,,3:06,N,1523,.96,----,
9,"Saturday, Apr 10",boxscore,TOR,,LAA,W,15,1,,4-5,4,1.5,Matz,Quintana,Milone,3:21,N,1292,.85,+,
10,"Monday, Apr 12",boxscore,TOR,,NYY,L,1,3,,4-6,5,2.5,Cole,Ray,Chapman,3:04,N,1576,1.01,-,
11,"Tuesday, Apr 13",boxscore,TOR,,NYY,W,7,3,,5-6,2,2.5,Ryu,Taillon,,3:04,N,1550,.97,+,
12,"Wednesday, Apr 14",boxscore,TOR,,NYY,W-wo,5,4,,6-6,2,3.0,Dolis,Green,,2:54,D,1613,1.04,++,
13,"Thursday, Apr 15",boxscore,TOR,@,KCR,L,5,7,,6-7,2,3.0,Junis,Kay,Barlow,2:51,N,6266,.97,-,
14,"Saturday, Apr 17 (1)",boxscore,TOR,@,KCR,W,5,1,7,7-7,2,3.5,Matz,Minor,,2:10,D,9048,.95,+,
15,"Saturday, Apr 17 (2)",boxscore,TOR,@,KCR,L-wo,2,3,7,7-8,2,3.5,Holland,Payamps,,2:21,N,8950,1.00,-,
16,"Sunday, Apr 18",boxscore,TOR,@,KCR,L,0,2,,7-9,3,3.0,Zimmer,Zeuch,Holland,2:54,D,9042,.92,--,
17,"Tuesday, Apr 20",boxscore,TOR,@,BOS,L,2,4,,7-10,4,4.5,Rodriguez,Ryu,Barnes,2:42,N,4728,1.07,---,
18,"Wednesday, Apr 21",boxscore,TOR,@,BOS,W,6,3,,8-10,3,3.5,Borucki,Richards,Castro,3:45,N,4661,.97,+,
19,"Friday, Apr 23",boxscore,TOR,@,TBR,W,5,3,,9-10,3,3.0,Matz,Glasnow,Dolis,2:46,N,5564,1.05,++,
20,"Saturday, Apr 24",boxscore,TOR,@,TBR,L,3,5,,9-11,3,3.0,Thompson,Romano,Kittredge,3:10,N,6688,1.09,-,
