Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 2",boxscore,BAL,,BOS,W-wo,2,1,11,1-0,1,Tied,Kohlmeier,Lowe,,2:52,D,46547,1.07,+,
2,"Wednesday, Apr 4",boxscore,BAL,,BOS,L,0,3,,1-1,3,1.0,Nomo,Ponson,,2:29,N,35602,1.10,-,
3,"Thursday, Apr 5",boxscore,BAL,,BOS,W-wo,2,1,,2-1,3,1.0,Groom,Lowe,,2:54,N,33469,1.11,+,
4,"Friday, Apr 6",boxscore,BAL,@,CLE,L,3,4,,2-2,3,1.5,Rincon,Mercedes,Wickman,2:46,N,32738,1.04,-,
5,"Saturday, Apr 7",boxscore,BAL,@,CLE,W,4,2,11,3-2,2,1.5,Trombley,Reed,Kohlmeier,3:38,D,40704,.96,+,
6,"Sunday, Apr 8",boxscore,BAL,@,CLE,L,3,4,,3-3,4,1.5,Speier,Maduro,Wickman,2:43,D,40754,1.03,-,
7,"Tuesday, Apr 10",boxscore,BAL,@,BOS,L,1,10,,3-4,4,3.0,Nomo,Ponson,Wakefield,2:56,N,27664,1.11,--,
8,"Wednesday, Apr 11",boxscore,BAL,@,BOS,W,5,4,,4-4,4,2.5,Roberts,Castillo,Groom,3:27,N,26302,1.04,+,
9,"Thursday, Apr 12",boxscore,BAL,@,BOS,L,2,8,,4-5,4,3.0,Ohka,Mercedes,Arrojo,2:57,N,30083,1.08,-,
10,"Friday, Apr 13",boxscore,BAL,,TBD,L,0,2,,4-6,4,3.5,Lopez,Hentgen,,2:05,N,34656,.97,--,
11,"Saturday, Apr 14",boxscore,BAL,,TBD,W,6,5,,5-6,4,3.5,Bale,Meacham,Kohlmeier,3:01,D,43621,.91,+,
12,"Sunday, Apr 15",boxscore,BAL,,TBD,L,4,7,,5-7,4,3.5,Creek,Ponson,Yan,2:38,D,30441,.95,-,
13,"Monday, Apr 16",boxscore,BAL,,TBD,W,6,2,,6-7,4,3.0,Johnson,Rupe,,2:53,N,24558,.89,+,
14,"Tuesday, Apr 17",boxscore,BAL,,CLE,L,1,8,,6-8,4,4.0,Burba,Mercedes,,3:02,N,28679,.91,-,
15,"Wednesday, Apr 18",boxscore,BAL,,CLE,L,1,4,,6-9,4,5.0,Colón,Hentgen,,2:58,N,28801,.85,--,
16,"Thursday, Apr 19",boxscore,BAL,,CLE,L,5,11,,6-10,4,6.0,Sabathia,McElroy,,3:04,D,34100,.78,---,
17,"Friday, Apr 20",boxscore,BAL,@,TBD,W,6,3,,7-10,4,5.0,Roberts,Rekar,Kohlmeier,2:52,N,11417,.74,+,
18,"Saturday, Apr 21",boxscore,BAL,@,TBD,L,5,6,,7-11,4,6.0,Rupe,Johnson,Yan,3:19,D,12307,.81,-,
19,"Sunday, Apr 22",boxscore,BAL,@,TBD,W,10,8,11,8-11,4,5.0,Paronto,Yan,,3:43,D,17198,.74,+,
20,"Tuesday, Apr 24",boxscore,BAL,@,DET,W,8,3,,9-11,4,5.0,Hentgen,Weaver,,2:41,N,14101,.77,++,
21,"Wednesday, Apr 25",boxscore,BAL,@,DET,W,6,4,,10-11,4,4.0,Roberts,Sparks,Kohlmeier,2:48,N,18919,.84,+++,
22,"Thursday, Apr 26",boxscore,BAL,@,DET,L,2,8,,10-12,4,5.0,Holt,Johnson,,2:37,D,18824,.92,-,
23,"Friday, Apr 27",boxscore,BAL,@,MIN,L,3,6,,10-13,4,6.0,Mays,Mercedes,Hawkins,2:25,N,24369,.85,--,
24,"Saturday, Apr 28",boxscore,BAL,@,MIN,W,5,2,,11-13,4,5.0,McElroy,Redman,Trombley,2:39,N,30479,.77,+,
25,"Sunday, Apr 29",boxscore,BAL,@,MIN,L,0,4,,11-14,4,5.5,Romero,Hentgen,Hawkins,2:30,D,23011,.85,-,
26,"Monday, Apr 30",boxscore,BAL,,TBD,W,5,3,,12-14,4,4.5,Roberts,Wilson,Kohlmeier,2:32,N,28510,.81,+,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
27,"Tuesday, May 1",boxscore,BAL,,TBD,W,3,1,,13-14,4,4.5,Johnson,Rekar,Kohlmeier,2:43,N,27208,.88,++,
28,"Wednesday, May 2",boxscore,BAL,,TBD,L,1,7,,13-15,4,4.5,Rupe,Mercedes,Sturtze,2:40,N,26615,.90,-,
29,"Thursday, May 3",boxscore,BAL,,NYY,L,5,7,,13-16,4,4.5,Mendoza,Paronto,Rivera,3:15,N,40218,.91,--,
30,"Friday, May 4",boxscore,BAL,,NYY,L,5,6,,13-17,4,5.5,Stanton,Paronto,Rivera,3:38,N,43133,.90,---,
31,"Saturday, May 5",boxscore,BAL,,NYY,L,2,5,,13-18,4,5.5,Pettitte,Roberts,Boehringer,2:59,D,47726,.83,----,
