Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Tuesday, Mar 30",boxscore,NYY,@,TBD,L,3,8,,0-1,5,1.0,Zambrano,Mussina,,2:45,N,55000,1.09,-,
2,"Wednesday, Mar 31",boxscore,NYY,@,TBD,W,12,1,,1-1,1,Tied,Brown,González,,2:45,N,55000,1.05,+,
Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
3,"Tuesday, Apr 6",boxscore,NYY,@,TBD,L,4,9,,1-2,4,1.0,Zambrano,Mussina,,3:04,N,41755,1.12,-,
4,"Wednesday, Apr 7",boxscore,NYY,@,TBD,W,3,2,,2-2,2,0.5,Brown,Abbott,Rivera,2:32,D,31669,1.08,+,
5,"Thursday, Apr 8",boxscore,NYY,,CHW,W,3,1,,3-2,1,up 0.5,Vazquez,Schoeneweis,Rivera,2:28,D,55290,1.02,++,
6,"Friday, Apr 9",boxscore,NYY,,CHW,L,3,9,,3-3,2,0.5,Garland,Contreras,,2:58,D,45965,1.08,-,
7,"Saturday, Apr 10",boxscore,NYY,,CHW,L,3,7,,3-4,4,0.5,Buehrle,De Paula,,2:34,D,47911,1.00,--,
8,"Sunday, Apr 11",boxscore,NYY,,CHW,W,5,4,,4-4,3,0.5,Mussina,Wright,Rivera,2:42,D,37484,.98,+,
9,"Wednesday, Apr 14",boxscore,NYY,,TBD,W,5,1,,5-4,1,Tied,Brown,Hendrickson,,2:47,D,37914,1.14,++,
10,"Friday, Apr 16",boxscore,NYY,@,BOS,L,2,6,,5-5,4,0.5,Wakefield,Vazquez,,3:07,N,35163,1.21,-,
11,"Saturday, Apr 17",boxscore,NYY,@,BOS,L,2,5,,5-6,4,1.5,Schilling,Mussina,,3:05,D,35023,1.15,--,
12,"Sunday, Apr 18",boxscore,NYY,@,BOS,W,7,3,,6-6,3,1.5,Quantrill,Lowe,,3:20,D,35011,1.13,+,
13,"Monday, Apr 19",boxscore,NYY,@,BOS,L,4,5,,6-7,3,2.0,Timlin,Gordon,Foulke,2:53,D,35027,1.15,-,
14,"Tuesday, Apr 20",boxscore,NYY,@,CHW,W,11,8,,7-7,3,2.0,Quantrill,Buehrle,Rivera,3:01,N,32034,1.02,+,
15,"Wednesday, Apr 21",boxscore,NYY,@,CHW,W,3,1,,8-7,3,1.5,Vazquez,Garland,Rivera,2:32,N,26154,1.04,++,
16,"Thursday, Apr 22",boxscore,NYY,@,CHW,L,3,4,,8-8,3,2.0,Schoeneweis,Mussina,Marte,2:27,N,34030,1.10,-,
17,"Friday, Apr 23",boxscore,NYY,,BOS,L,2,11,,8-9,3,3.0,Lowe,Contreras,,3:16,N,55001,1.20,--,
18,"Saturday, Apr 24",boxscore,NYY,,BOS,L,2,3,12,8-10,3,3.5,Foulke,Quantrill,Timlin,4:05,D,55195,1.14,---,
19,"Sunday, Apr 25",boxscore,NYY,,BOS,L,0,2,,8-11,3,4.5,Martinez,Vazquez,Williamson,2:48,D,55338,1.06,----,
20,"Tuesday, Apr 27",boxscore,NYY,,OAK,W,10,8,,9-11,3,4.0,Osborne,Mecir,Rivera,3:15,N,33191,.85,+,
21,"Wednesday, Apr 28",boxscore,NYY,,OAK,W,5,1,,10-11,3,4.0,Contreras,Mulder,Gordon,2:58,N,44325,.90,++,
22,"Thursday, Apr 29",boxscore,NYY,,OAK,W,7,5,,11-11,3,4.5,Brown,Zito,Rivera,2:52,N,35651,.92,+++,
23,"Friday, Apr 30",boxscore,NYY,,KCR,W,5,2,,12-11,3,4.0,Vazquez,Anderson,Rivera,2:37,N,43237,.97,++++,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
24,"Saturday, May 1",boxscore,NYY,,KCR,W,12,4,,13-11,2,2.5,Lieber,Villacis,,2:59,D,54103,1.06,+++++,
25,"Sunday, May 2",boxscore,NYY,,KCR,W,4,2,,14-11,2,1.5,Mussina,Affeldt,Rivera,2:45,D,49208,1.13,++++++,
26,"Tuesday, May 4",boxscore,NYY,@,OAK,W,10,8,,15-11,1,Tied,Osborne,Bradford,Rivera,3:03,N,35081,1.21,+++++++,
27,"Wednesday, May 5",boxscore,NYY,@,OAK,W,4,3,,16-11,1,Tied,Quantrill,Rhodes,Rivera,3:11,N,43227,1.23,++++++++,
28,"Thursday, May 6",boxscore,NYY,@,OAK,L,4,7,,16-12,2,1.0,Harden,Vazquez,Mecir,2:48,N,38417,1.25,-,
29,"Friday, May 7",boxscore,NYY,@,SEA,L,2,6,,16-13,2,2.0,Franklin,Lieber,,2:48,N,46491,1.22,--,
30,"Saturday, May 8",boxscore,NYY,@,SEA,W,6,0,,17-13,2,2.0,Mussina,Meche,,2:57,N,46454,1.13,+,
31,"Sunday, May 9",boxscore,NYY,@,SEA,W,7,6,,18-13,2,1.0,Quantrill,Soriano,Rivera,2:55,D,46589,1.22,++,
32,"Tuesday, May 11",boxscore,NYY,,ANA,W-wo,8,7,10,19-13,2,0.5,Gordon,Weber,,3:57,N,36706,1.29,+++,
33,"Wednesday, May 12",boxscore,NYY,,ANA,L,2,11,,19-14,2,0.5,Sele,Vazquez,,2:54,N,49954,1.31,-,
34,"Thursday, May 13",boxscore,NYY,,ANA,W,7,4,,20-14,1,up 0.5,Lieber,Lackey,Rivera,2:20,D,41089,1.31,+,
35,"Friday, May 14",boxscore,NYY,,SEA,W,9,5,,21-14,1,up 0.5,Mussina,Villone,,3:10,N,49653,1.27,++,
36,"Saturday, May 15",boxscore,NYY,,SEA,L,7,13,13,21-15,2,0.5,Guardado,White,,4:24,D,54531,1.26,-,
37,"Sunday, May 16",boxscore,NYY,,SEA,W,2,1,,22-15,1,up 0.5,Brown,Pineiro,Rivera,2:31,D,54732,1.24,+,
38,"Tuesday, May 18",boxscore,NYY,@,ANA,L-wo,0,1,11,22-16,2,0.5,Shields,Quantrill,,3:11,N,43660,1.35,-,
39,"Wednesday, May 19",boxscore,NYY,@,ANA,W,4,2,,23-16,2,0.5,Lieber,Lackey,Rivera,3:02,N,43742,1.29,+,
40,"Thursday, May 20",boxscore,NYY,@,ANA,W,6,2,,24-16,1,up 0.5,Mussina,Colón,,2:47,N,43810,1.31,++,
41,"Friday, May 21",boxscore,NYY,@,TEX,L,7,9,,24-17,2,0.5,Benoit,Brown,Cordero,3:07,N,49195,1.34,-,
42,"Saturday, May 22",boxscore,NYY,@,TEX,L-wo,3,4,,24-18,2,1.5,Almánzar,Gordon,,2:24,D,49458,1.35,--,
43,"Sunday, May 23",boxscore,NYY,@,TEX,W,8,3,,25-18,2,1.5,Vazquez,Dickey,,3:09,D,50241,1.37,+,
44,"Tuesday, May 25",boxscore,NYY,@,BAL,W,11,3,,26-18,2,1.5,Lieber,Bédard,,2:52,N,42846,1.49,++,
45,"Wednesday, May 26",boxscore,NYY,@,BAL,W,12,9,,27-18,2,1.5,Sturtze,Ryan,Rivera,3:48,N,37610,1.51,+++,
46,"Thursday, May 27",boxscore,NYY,@,BAL,W,18,5,,28-18,2,0.5,Contreras,Ponson,,3:37,N,46282,1.48,++++,
47,"Friday, May 28",boxscore,NYY,@,TBD,W,7,5,,29-18,2,0.5,Vazquez,Waechter,Rivera,2:53,N,20627,1.38,+++++,
48,"Saturday, May 29",boxscore,NYY,@,TBD,W,5,3,,30-18,1,up 0.5,Brown,Hendrickson,Rivera,2:42,N,25692,1.33,++++++,
49,"Sunday, May 30",boxscore,NYY,@,TBD,L,6,7,,30-19,2,0.5,Zambrano,Lieber,Báez,2:45,D,26098,1.27,-,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
50,"Tuesday, Jun 1",boxscore,NYY,,BAL,W,8,7,,31-19,1,up 1.0,Mussina,Ponson,Rivera,3:32,N,38012,1.54,+,
