Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Friday, Jul 24",boxscore,BOS,,BAL,W,13,2,,1-0,1,Tied,Eovaldi,Milone,,3:18,N,,1.16,+,
2,"Saturday, Jul 25",boxscore,BOS,,BAL,L,2,7,,1-1,1,Tied,Cobb,Pérez,,3:01,D,,1.18,-,
3,"Sunday, Jul 26",boxscore,BOS,,BAL,L,4,7,,1-2,4,1.0,LeBlanc,Weber,Sulser,3:13,D,,1.19,--,
4,"Monday, Jul 27",boxscore,BOS,,NYM,L,4,7,,1-3,5,2.0,Wacha,Osich,Lugo,3:11,N,,1.07,---,
5,"Tuesday, Jul 28",boxscore,BOS,,NYM,L,3,8,,1-4,5,3.0,Peterson,Hall,,2:58,N,,1.04,----,
6,"Wednesday, Jul 29",boxscore,BOS,@,NYM,W,6,5,,2-4,5,2.0,Hembree,Wilson,Workman,3:44,N,,.97,+,
7,"Thursday, Jul 30",boxscore,BOS,@,NYM,W,4,2,,3-4,3,2.0,Pérez,Matz,Workman,3:49,N,,1.03,++,
8,"Friday, Jul 31",boxscore,BOS,@,NYY,L,1,5,,3-5,5,3.0,Montgomery,Weber,,3:08,N,,1.22,-,
Gm#,August,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
9,"Saturday, Aug 1",boxscore,BOS,@,NYY,L,2,5,,3-6,5,4.0,Nelson,Godley,Hale,3:07,N,,1.17,--,
10,"Sunday, Aug 2",boxscore,BOS,@,NYY,L,7,9,,3-7,5,5.0,Ottavino,Barnes,Britton,3:12,N,,1.10,---,
11,"Tuesday, Aug 4",boxscore,BOS,@,TBR,L,1,5,,3-8,5,6.0,Morton,Eovaldi,Anderson,3:14,N,,1.05,----,
12,"Wednesday, Aug 5",boxscore,BOS,@,TBR,W,5,0,,4-8,5,5.5,Pérez,Yarbrough,,3:05,N,,1.00,+,
13,"Friday, Aug 7",boxscore,BOS,,TOR,W,5,3,,5-8,4,4.0,Hembree,Roark,Workman,3:33,N,,1.14,++,
14,"Saturday, Aug 8",boxscore,BOS,,TOR,L,1,2,,5-9,5,4.5,Kay,Walden,Bass,3:18,N,,1.18,-,
15,"Sunday, Aug 9",boxscore,BOS,,TOR,W-wo,5,3,,6-9,4,3.5,Barnes,Hatch,,2:46,D,,1.09,+,
16,"Monday, Aug 10",boxscore,BOS,,TBR,L,7,8,,6-10,5,4.0,Loup,Springs,Kittredge,4:24,N,,1.17,-,
17,"Tuesday, Aug 11",boxscore,BOS,,TBR,L,2,8,,6-11,5,5.0,Curtiss,Pérez,,3:25,N,,1.08,--,
18,"Wednesday, Aug 12",boxscore,BOS,,TBR,L,5,9,,6-12,5,6.0,Snell,Godley,,2:58,N,,.95,---,
19,"Thursday, Aug 13",boxscore,BOS,,TBR,L,8,17,,6-13,5,6.5,Beeks,Hart,Banda,3:44,D,,.79,----,
20,"Friday, Aug 14",boxscore,BOS,@,NYY,L,3,10,,6-14,5,7.5,Cole,Brewer,,3:35,N,,.65,-----,
21,"Saturday, Aug 15",boxscore,BOS,@,NYY,L,5,11,,6-15,5,8.5,Paxton,Eovaldi,,3:05,N,,.53,------,
22,"Sunday, Aug 16",boxscore,BOS,@,NYY,L,2,4,,6-16,5,9.5,Happ,Mazza,Britton,3:06,N,,.45,-------,
23,"Monday, Aug 17",boxscore,BOS,@,NYY,L,3,6,,6-17,5,10.5,King,Pérez,,2:46,N,,.35,--------,
24,"Tuesday, Aug 18",boxscore,BOS,,PHI,L,6,13,,6-18,5,10.5,Parker,Taylor,,4:06,N,,.25,---------,
25,"Wednesday, Aug 19",boxscore,BOS,,PHI,W,6,3,,7-18,5,9.5,Brice,Arrieta,Workman,3:36,D,,.18,+,
26,"Thursday, Aug 20",boxscore,BOS,@,BAL,W,7,1,,8-18,5,9.0,Eovaldi,Wojciechowski,,3:26,N,,.26,++,
27,"Friday, Aug 21",boxscore,BOS,@,BAL,W,8,5,,9-18,5,8.0,Hernández,Means,Barnes,3:04,N,,.33,+++,
28,"Saturday, Aug 22",boxscore,BOS,@,BAL,L-wo,4,5,10,9-19,5,9.0,Castro,Barnes,,3:36,N,,.39,-,
29,"Sunday, Aug 23",boxscore,BOS,@,BAL,L,4,5,,9-20,5,10.0,Eshelman,Godley,Scott,3:17,D,,.30,--,
30,"Tuesday, Aug 25",boxscore,BOS,@,TOR,W,9,7,,10-20,5,9.5,Valdez,Font,Barnes,3:42,N,,.25,+,2020-08-25 (Played at Buffalo)
31,"Wednesday, Aug 26",boxscore,BOS,@,TOR,L,1,9,,10-21,5,10.5,Yamaguchi,Brewer,,2:58,N,,.30,-,2020-08-26 (Played at Buffalo)
32,"Friday, Aug 28",boxscore,BOS,,WSN,L,2,10,,10-22,5,11.5,Scherzer,Pérez,,3:21,N,,.19,--,
33,"Saturday, Aug 29",boxscore,BOS,,WSN,W,5,3,,11-22,5,11.5,Brasier,Sánchez,Barnes,3:25,N,,.14,+,
34,"Sunday, Aug 30",boxscore,BOS,,WSN,W,9,5,,12-22,5,11.5,Osich,Voth,,3:26,D,,.16,++,
35,"Monday, Aug 31",boxscore,BOS,,ATL,L,3,6,,12-23,5,12.5,Fried,Brewer,Melancon,3:19,N,,.17,-,
Gm#,September,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
36,"Tuesday, Sep 1",boxscore,BOS,,ATL,L,3,10,,12-24,5,12.5,Anderson,Stock,,3:05,N,,.12,--,
37,"Wednesday, Sep 2",boxscore,BOS,,ATL,L,5,7,,12-25,5,13.5,Matzek,Triggs,Melancon,3:01,N,,.07,---,
38,"Thursday, Sep 3",boxscore,BOS,,TOR,L,2,6,10,12-26,5,14.0,Dolis,Valdez,,4:02,N,,.04,----,
39,"Friday, Sep 4 (1)",boxscore,BOS,,TOR,L,7,8,7,12-27,5,14.5,Cole,Godley,Bass,2:42,D,,.03,-----,2020-08-27 (Boycott (racial justice); Played at BOS; TOR was home team; (Game2))
40,"Friday, Sep 4 (2)",boxscore,BOS,,TOR,W,3,2,7,13-27,5,14.5,Taylor,Stripling,Barnes,2:49,N,,.01,+,
41,"Saturday, Sep 5",boxscore,BOS,,TOR,W-wo,9,8,,14-27,5,13.5,Kickham,Bass,,3:41,N,,.01,++,
