Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 1",boxscore,BOS,,TOR,L,11,12,,0-1,4,1.0,Escobar,Urbina,,4:12,D,33520,1.10,-,
2,"Friday, Apr 5",boxscore,BOS,@,BAL,W,3,0,,1-1,4,1.0,Lowe,Towers,Urbina,2:26,N,31261,1.01,+,
3,"Saturday, Apr 6",boxscore,BOS,@,BAL,W,4,2,,2-1,2,1.0,Fossum,Erickson,Urbina,2:41,D,34978,1.07,++,
4,"Sunday, Apr 7",boxscore,BOS,@,BAL,W,4,1,,3-1,2,1.0,Martinez,Maduro,Urbina,2:45,D,33790,1.09,+++,
5,"Tuesday, Apr 9",boxscore,BOS,,KCR,W,8,4,,4-1,2,1.5,Wakefield,Reichert,,2:32,N,31115,1.10,++++,
6,"Wednesday, Apr 10",boxscore,BOS,,KCR,L,2,6,,4-2,2,1.5,Byrd,Lowe,Bailey,2:42,N,33376,1.09,-,
7,"Thursday, Apr 11",boxscore,BOS,,KCR,L,5,8,,4-3,2,1.5,Grimsley,Urbina,,3:30,N,32953,1.10,--,
8,"Friday, Apr 12",boxscore,BOS,,NYY,W,3,2,,5-3,2,0.5,Oliver,Hernández,Urbina,3:06,N,32812,1.18,+,
9,"Saturday, Apr 13",boxscore,BOS,,NYY,W,7,6,,6-3,1,up 0.5,Arrojo,Rivera,Urbina,3:09,D,33756,1.25,++,
10,"Sunday, Apr 14",boxscore,BOS,,NYY,L,2,6,,6-4,2,0.5,Mussina,Wakefield,Rivera,2:52,D,33742,1.31,-,
11,"Monday, Apr 15",boxscore,BOS,,NYY,W,4,3,,7-4,1,up 0.5,Lowe,Pettitte,Urbina,3:06,D,33864,1.22,+,
12,"Tuesday, Apr 16",boxscore,BOS,@,TOR,W,14,3,,8-4,1,up 1.5,Castillo,Lyon,Arrojo,2:45,N,16069,1.24,++,
13,"Wednesday, Apr 17",boxscore,BOS,@,TOR,W,10,3,,9-4,1,up 1.5,Oliver,Eyre,,2:47,N,16572,1.34,+++,
14,"Friday, Apr 19",boxscore,BOS,@,KCR,W,4,0,,10-4,1,up 1.0,Martinez,George,,2:26,N,24456,1.19,++++,
15,"Sunday, Apr 21 (1)",boxscore,BOS,@,KCR,W,12,2,,11-4,1,up 2.0,Burkett,Reichert,Wakefield,2:35,D,,1.21,+++++,2002-04-20 (Rain)
16,"Sunday, Apr 21 (2)",boxscore,BOS,@,KCR,W,8,7,,12-4,1,up 2.0,Lowe,Rekar,Urbina,3:13,D,17289,1.21,++++++,
17,"Tuesday, Apr 23",boxscore,BOS,@,BAL,L,5,7,,12-5,1,up 1.0,Erickson,Castillo,Julio,2:53,N,26301,1.37,-,
18,"Wednesday, Apr 24",boxscore,BOS,@,BAL,L,3,5,,12-6,1,Tied,Lopez,Oliver,Julio,2:50,N,29004,1.34,--,
19,"Thursday, Apr 25",boxscore,BOS,@,BAL,W,7,0,,13-6,1,up 1.0,Martinez,Maduro,,2:42,D,31353,1.31,+,
20,"Friday, Apr 26",boxscore,BOS,,TBD,W,4,2,,14-6,1,up 1.0,Burkett,Wilson,Urbina,2:26,N,32292,1.35,++,
21,"Saturday, Apr 27",boxscore,BOS,,TBD,W,10,0,,15-6,1,up 2.0,Lowe,James,,2:28,D,32837,1.36,+++,
22,"Monday, Apr 29",boxscore,BOS,,BAL,L,3,5,,15-7,1,up 1.0,Lopez,Castillo,Julio,2:58,N,31177,1.39,-,
23,"Tuesday, Apr 30",boxscore,BOS,,BAL,W,4,0,,16-7,1,up 1.0,Oliver,Maduro,,2:20,N,31751,1.40,+,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
24,"Wednesday, May 1",boxscore,BOS,,BAL,W,15,3,,17-7,1,up 2.0,Martinez,Douglass,,2:41,N,33274,1.43,++,
25,"Friday, May 3",boxscore,BOS,@,TBD,W,3,2,,18-7,1,up 2.5,Fossum,Colomé,Urbina,2:28,N,12583,1.31,+++,
26,"Saturday, May 4",boxscore,BOS,@,TBD,W,7,5,,19-7,1,up 3.5,Kim,Zambrano,Urbina,2:50,N,17972,1.28,++++,
27,"Sunday, May 5",boxscore,BOS,@,TBD,W,2,0,,20-7,1,up 4.5,Castillo,Rupe,Urbina,2:35,D,15920,1.20,+++++,
28,"Monday, May 6",boxscore,BOS,@,TBD,W,5,3,,21-7,1,up 5.0,Oliver,Sturtze,Wakefield,2:32,N,11564,1.20,++++++,
29,"Tuesday, May 7",boxscore,BOS,@,OAK,W,9,7,,22-7,1,up 5.0,Arrojo,Mecir,Urbina,3:43,N,19715,1.16,+++++++,
30,"Wednesday, May 8",boxscore,BOS,@,OAK,W,12,6,,23-7,1,up 5.0,Burkett,Hiljus,,3:31,N,40155,1.11,++++++++,
31,"Thursday, May 9",boxscore,BOS,@,OAK,W,5,1,,24-7,1,up 5.0,Lowe,Hudson,,2:28,D,18477,1.05,+++++++++,
32,"Friday, May 10",boxscore,BOS,@,SEA,L,2,7,,24-8,1,up 4.0,Pineiro,Castillo,Soriano,2:42,N,45833,1.02,-,
33,"Saturday, May 11",boxscore,BOS,@,SEA,L,1,3,,24-9,1,up 3.0,Halama,Oliver,Sasaki,2:56,N,45887,1.04,--,
34,"Sunday, May 12",boxscore,BOS,@,SEA,W,10,4,,25-9,1,up 3.0,Martinez,Baldwin,,3:11,N,45862,1.15,+,
35,"Tuesday, May 14",boxscore,BOS,,OAK,W,6,2,,26-9,1,up 3.0,Burkett,Hudson,,2:49,N,31404,1.08,++,
36,"Wednesday, May 15",boxscore,BOS,,OAK,W,8,2,,27-9,1,up 4.0,Lowe,Hiljus,,2:53,N,32346,1.07,+++,
37,"Thursday, May 16",boxscore,BOS,,OAK,L,0,5,,27-10,1,up 3.0,Zito,Castillo,,2:51,N,33057,.97,-,
38,"Friday, May 17",boxscore,BOS,,SEA,L,3,6,,27-11,1,up 2.0,Franklin,Arrojo,Sasaki,2:59,N,33205,1.10,--,
39,"Saturday, May 18",boxscore,BOS,,SEA,W,4,1,,28-11,1,up 2.0,Martinez,Baldwin,Urbina,2:25,D,32385,1.17,+,
40,"Sunday, May 19",boxscore,BOS,,SEA,W,3,2,,29-11,1,up 2.0,Burkett,García,Urbina,2:44,D,32783,1.12,++,
41,"Monday, May 20",boxscore,BOS,,CHW,W,9,0,,30-11,1,up 2.0,Lowe,Ritchie,,2:20,N,32461,1.01,+++,
42,"Tuesday, May 21",boxscore,BOS,,CHW,L,3,8,,30-12,1,up 1.0,Wright,Oliver,,2:48,N,31772,1.02,-,
43,"Wednesday, May 22",boxscore,BOS,,CHW,L,0,2,,30-13,1,up 1.0,Garland,Castillo,Foulke,2:22,N,33157,1.08,--,
44,"Thursday, May 23",boxscore,BOS,,NYY,W,3,1,,31-13,1,up 2.0,Martinez,Lilly,Urbina,2:36,N,33884,1.33,+,
45,"Friday, May 24",boxscore,BOS,,NYY,W-wo,9,8,11,32-13,1,up 3.0,Arrojo,Karsay,,4:15,N,34175,1.26,++,
46,"Saturday, May 25",boxscore,BOS,,NYY,L,2,3,,32-14,1,up 2.0,Mendoza,Lowe,Rivera,3:18,D,33743,1.22,-,
47,"Sunday, May 26",boxscore,BOS,,NYY,L,5,14,,32-15,1,up 1.0,Mussina,Oliver,,3:26,N,34096,1.29,--,
48,"Monday, May 27",boxscore,BOS,@,TOR,W,8,6,,33-15,1,up 1.0,Castillo,Halladay,Urbina,3:18,N,14108,1.13,+,
49,"Tuesday, May 28",boxscore,BOS,@,TOR,W,6,4,,34-15,1,up 1.0,Wakefield,Escobar,Urbina,3:26,N,13075,1.06,++,
50,"Wednesday, May 29",boxscore,BOS,@,TOR,W,7,4,,35-15,1,up 1.0,Burkett,Cassidy,Fossum,2:53,N,17875,1.00,+++,
51,"Friday, May 31",boxscore,BOS,@,NYY,W,5,2,,36-15,1,up 2.0,Lowe,Wells,,3:13,N,52941,1.15,++++,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
52,"Saturday, Jun 1",boxscore,BOS,@,NYY,L,2,10,,36-16,1,up 1.0,Mussina,Oliver,,3:09,D,55699,1.02,-,
53,"Sunday, Jun 2",boxscore,BOS,@,NYY,W,7,1,,37-16,1,up 2.0,Castillo,Lilly,,2:52,D,55602,1.08,+,
54,"Monday, Jun 3",boxscore,BOS,@,DET,L-wo,6,7,10,37-17,1,up 2.0,Acevedo,Wakefield,,2:59,N,12918,.84,-,
55,"Tuesday, Jun 4",boxscore,BOS,@,DET,W,10,5,,38-17,1,up 2.0,Burkett,Lima,,2:37,N,14254,.94,+,
56,"Wednesday, Jun 5",boxscore,BOS,@,DET,W,11,0,,39-17,1,up 3.0,Lowe,Bernero,Haney,2:30,N,15537,.87,++,
57,"Thursday, Jun 6",boxscore,BOS,@,DET,W,4,3,,40-17,1,up 3.5,Arrojo,Redman,Urbina,2:31,D,21992,.77,+++,
58,"Friday, Jun 7",boxscore,BOS,,ARI,L,5,7,,40-18,1,up 2.5,Batista,Castillo,Kim,3:02,N,32853,.69,-,
59,"Saturday, Jun 8",boxscore,BOS,,ARI,L,2,3,,40-19,1,up 2.5,Schilling,Martinez,Kim,2:52,D,33275,.78,--,
60,"Sunday, Jun 9",boxscore,BOS,,ARI,L,3,7,,40-20,1,up 1.5,Helling,Burkett,,2:52,D,32209,.85,---,
61,"Monday, Jun 10",boxscore,BOS,,COL,W,7,3,,41-20,1,up 1.5,Lowe,Neagle,Wakefield,2:51,N,33508,.96,+,
62,"Tuesday, Jun 11",boxscore,BOS,,COL,L,1,3,,41-21,1,up 0.5,Jennings,Fossum,Jiménez,2:30,N,32340,.91,-,
63,"Wednesday, Jun 12",boxscore,BOS,,COL,W,7,5,,42-21,1,up 1.5,Castillo,Hampton,Urbina,3:31,N,31583,1.04,+,
64,"Friday, Jun 14",boxscore,BOS,@,ATL,L,1,2,,42-22,1,up 0.5,Hammond,Martinez,Smoltz,2:21,N,48922,.95,-,
65,"Saturday, Jun 15",boxscore,BOS,@,ATL,L,2,4,,42-23,1,up 0.5,Maddux,Burkett,Smoltz,2:32,N,50764,1.07,--,
66,"Sunday, Jun 16",boxscore,BOS,@,ATL,W,6,1,,43-23,1,up 1.5,Lowe,Glavine,,2:38,D,45666,1.08,+,
67,"Tuesday, Jun 18",boxscore,BOS,@,SDP,W,4,2,,44-23,1,up 1.5,Banks,Lawrence,Urbina,2:35,N,30212,.98,++,
68,"Wednesday, Jun 19",boxscore,BOS,@,SDP,L,2,3,,44-24,1,up 0.5,Tomko,Castillo,Hoffman,2:22,N,32974,.92,-,
69,"Thursday, Jun 20",boxscore,BOS,@,SDP,W,5,0,,45-24,1,up 1.5,Martinez,Pickford,,2:36,N,35346,1.03,+,
70,"Friday, Jun 21",boxscore,BOS,@,LAD,L,2,3,,45-25,1,up 1.5,Nomo,Burkett,Gagné,2:55,N,46719,.94,-,
71,"Saturday, Jun 22",boxscore,BOS,@,LAD,L,4,5,,45-26,1,up 0.5,Daal,Lowe,Gagné,2:21,D,43833,1.07,--,
72,"Sunday, Jun 23",boxscore,BOS,@,LAD,L,6,9,,45-27,2,0.5,Ashby,Arrojo,,2:49,D,45960,1.17,---,
73,"Tuesday, Jun 25",boxscore,BOS,,CLE,L,2,4,,45-28,2,0.5,Báez,Castillo,Wickman,3:13,N,34064,1.30,----,
74,"Wednesday, Jun 26",boxscore,BOS,,CLE,W,7,4,,46-28,1,up 0.5,Martinez,Drese,Urbina,2:44,N,32255,1.34,+,
75,"Friday, Jun 28",boxscore,BOS,,ATL,L,2,4,,46-29,2,1.0,Remlinger,Wakefield,Smoltz,3:10,N,33137,1.30,-,
76,"Saturday, Jun 29",boxscore,BOS,,ATL,L,1,2,,46-30,2,1.0,Millwood,Lowe,Smoltz,2:58,D,32651,1.38,--,
77,"Sunday, Jun 30",boxscore,BOS,,ATL,L,3,7,10,46-31,2,2.0,Remlinger,Urbina,,3:47,D,32348,1.41,---,
Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
78,"Monday, Jul 1",boxscore,BOS,,TOR,W,4,0,,47-31,2,1.5,Martinez,Parris,,2:22,N,33005,1.52,+,
79,"Tuesday, Jul 2 (1)",boxscore,BOS,,TOR,W,2,1,,48-31,2,1.0,Banks,Eyre,Embree,2:34,D,32993,1.47,++,2002-04-03 (Rain)
80,"Tuesday, Jul 2 (2)",boxscore,BOS,,TOR,W,6,4,,49-31,2,1.0,Kim,Smith,Embree,3:14,N,32902,1.45,+++,
81,"Wednesday, Jul 3",boxscore,BOS,,TOR,W,5,2,,50-31,2,1.0,Gomes,Politte,Urbina,3:04,N,31777,1.42,++++,
82,"Thursday, Jul 4",boxscore,BOS,,TOR,W,9,5,,51-31,2,1.0,Lowe,Heredia,,2:42,D,32086,1.41,+++++,
83,"Friday, Jul 5",boxscore,BOS,,DET,L,5,9,,51-32,2,2.0,Redman,Castillo,,2:46,N,33571,1.39,-,
84,"Saturday, Jul 6",boxscore,BOS,,DET,W,8,0,,52-32,2,1.0,Martinez,Maroth,,2:30,D,32458,1.43,+,
85,"Sunday, Jul 7",boxscore,BOS,,DET,L,8,9,,52-33,2,2.0,Farnsworth,Garcés,Acevedo,3:29,D,33297,1.33,-,
86,"Thursday, Jul 11",boxscore,BOS,@,TOR,W,10,3,,53-33,2,2.0,Burkett,Walker,,2:48,N,19494,1.46,+,
87,"Friday, Jul 12",boxscore,BOS,@,TOR,L,0,5,,53-34,2,2.0,Halladay,Lowe,,2:05,N,20185,1.45,-,
88,"Saturday, Jul 13",boxscore,BOS,@,TOR,L,1,4,,53-35,2,3.0,Carpenter,Castillo,,2:55,D,28112,1.55,--,
89,"Sunday, Jul 14",boxscore,BOS,@,TOR,L-wo,5,6,,53-36,2,3.0,Escobar,Urbina,,2:36,D,24140,1.58,---,
90,"Monday, Jul 15",boxscore,BOS,@,DET,L-wo,3,4,11,53-37,2,3.0,Henríquez,Gomes,,3:06,N,21687,1.65,----,
91,"Tuesday, Jul 16",boxscore,BOS,@,DET,W,9,4,,54-37,2,3.0,Burkett,Farnsworth,,2:57,D,21654,1.60,+,
92,"Wednesday, Jul 17",boxscore,BOS,@,TBD,W,6,1,,55-37,2,3.0,Lowe,Wilson,,2:44,N,15672,1.62,++,
93,"Thursday, Jul 18",boxscore,BOS,@,TBD,W,4,3,,56-37,2,3.0,Wakefield,Yan,Urbina,3:17,D,22012,1.65,+++,
94,"Friday, Jul 19",boxscore,BOS,@,NYY,W,4,2,,57-37,2,2.0,Martinez,Mussina,Urbina,2:59,N,55510,2.02,++++,
95,"Saturday, Jul 20",boxscore,BOS,@,NYY,L-wo,8,9,11,57-38,2,3.0,Karsay,Gomes,,4:17,D,55526,2.01,-,
96,"Sunday, Jul 21",boxscore,BOS,@,NYY,L-wo,8,9,,57-39,2,4.0,Stanton,Urbina,,3:24,D,55581,2.13,--,
97,"Tuesday, Jul 23 (1)",boxscore,BOS,,TBD,W,22,4,,58-39,2,3.5,Wakefield,Sturtze,Banks,2:40,D,33190,1.70,+,2002-04-28 (Rain)
98,"Tuesday, Jul 23 (2)",boxscore,BOS,,TBD,L,4,5,,58-40,2,3.5,Zambrano,Urbina,Yan,2:35,N,32729,1.67,-,
99,"Wednesday, Jul 24",boxscore,BOS,,TBD,L,5,9,,58-41,2,4.5,Colomé,Castillo,Zambrano,3:08,N,32969,1.73,--,
100,"Thursday, Jul 25",boxscore,BOS,,TBD,W,6,0,,59-41,2,4.0,Martinez,de los Santos,,2:10,N,33439,1.69,+,
101,"Friday, Jul 26",boxscore,BOS,,BAL,L,2,9,,59-42,2,5.0,Lopez,Arrojo,,2:52,N,33840,1.77,-,
102,"Saturday, Jul 27",boxscore,BOS,,BAL,W,4,0,,60-42,2,4.0,Burkett,Ponson,,2:22,N,33474,1.72,+,
103,"Sunday, Jul 28",boxscore,BOS,,BAL,W,12,3,,61-42,2,4.0,Lowe,Erickson,,2:52,D,33371,1.73,++,
104,"Monday, Jul 29",boxscore,BOS,@,ANA,L,4,5,,61-43,2,5.0,Schoeneweis,Embree,Percival,3:06,N,27929,2.25,-,
105,"Tuesday, Jul 30",boxscore,BOS,@,ANA,W,6,0,,62-43,2,5.0,Martinez,Ortiz,,2:14,N,32812,2.33,+,
106,"Wednesday, Jul 31",boxscore,BOS,@,ANA,W,2,1,,63-43,2,4.0,Wakefield,Lackey,Urbina,3:16,N,28227,2.42,++,
Gm#,August,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
107,"Thursday, Aug 1",boxscore,BOS,@,TEX,L,7,19,,63-44,2,4.0,Park,Burkett,,3:15,N,24834,1.77,-,
108,"Friday, Aug 2",boxscore,BOS,@,TEX,W,13,0,,64-44,2,4.0,Lowe,Valdez,,2:54,N,32366,1.84,+,
109,"Saturday, Aug 3",boxscore,BOS,@,TEX,L,6,8,,64-45,2,4.0,Kolb,Howry,,3:24,N,44291,1.83,-,
110,"Sunday, Aug 4",boxscore,BOS,@,TEX,W,11,3,,65-45,2,4.0,Martinez,Myette,,2:59,N,29359,1.87,+,
111,"Tuesday, Aug 6",boxscore,BOS,,OAK,L,1,9,,65-46,2,4.0,Mulder,Wakefield,,3:08,N,34059,2.33,-,
112,"Wednesday, Aug 7",boxscore,BOS,,OAK,L,2,3,,65-47,2,5.0,Harang,Burkett,Koch,3:25,N,33325,2.32,--,
113,"Thursday, Aug 8",boxscore,BOS,,OAK,W,4,2,,66-47,2,5.0,Lowe,Zito,Urbina,2:32,N,33855,2.40,+,
114,"Friday, Aug 9",boxscore,BOS,,MIN,L,4,5,,66-48,2,5.0,Romero,Castillo,Guardado,2:59,N,33973,1.91,-,
115,"Saturday, Aug 10",boxscore,BOS,,MIN,W,2,0,,67-48,2,4.0,Martinez,Mays,Urbina,2:22,D,32018,1.98,+,
116,"Sunday, Aug 11",boxscore,BOS,,MIN,W,3,1,,68-48,2,4.0,Wakefield,Santana,Urbina,2:28,D,33470,1.93,++,
117,"Tuesday, Aug 13",boxscore,BOS,@,SEA,L,3,10,,68-49,2,5.0,Pineiro,Burkett,,3:06,N,45703,2.41,-,
