Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 3",boxscore,BOS,@,TEX,W,7,3,,1-0,1,Tied,Schilling,Millwood,,3:09,D,51541,1.00,+,
2,"Tuesday, Apr 4",boxscore,BOS,@,TEX,L,4,10,,1-1,3,0.5,Padilla,Wakefield,,2:46,N,29442,1.02,-,
3,"Wednesday, Apr 5",boxscore,BOS,@,TEX,W,2,1,,2-1,2,0.5,Beckett,Loe,Papelbon,2:48,N,32416,1.02,+,
4,"Friday, Apr 7",boxscore,BOS,@,BAL,W,14,8,,3-1,1,up 1.0,Clement,Cabrera,,3:30,N,37063,1.19,++,
5,"Saturday, Apr 8",boxscore,BOS,@,BAL,W,2,1,,4-1,1,up 1.0,Schilling,Chen,Papelbon,3:16,N,41166,1.23,+++,
6,"Sunday, Apr 9",boxscore,BOS,@,BAL,W,4,1,,5-1,1,up 2.0,Wakefield,Lopez,Papelbon,2:50,D,37998,1.24,++++,
7,"Tuesday, Apr 11",boxscore,BOS,,TOR,W,5,3,,6-1,1,up 2.5,Beckett,Towers,Papelbon,2:44,D,35491,1.31,+++++,
8,"Wednesday, Apr 12",boxscore,BOS,,TOR,L,4,8,,6-2,1,up 2.0,Chacín,Wells,,3:00,N,36378,1.30,-,
9,"Thursday, Apr 13",boxscore,BOS,,TOR,L,6,8,,6-3,1,up 1.0,Lilly,Clement,Ryan,3:02,N,36524,1.32,--,
10,"Friday, Apr 14",boxscore,BOS,,SEA,W,2,1,,7-3,1,up 1.0,Schilling,Moyer,Papelbon,2:48,N,36431,1.10,+,
11,"Saturday, Apr 15",boxscore,BOS,,SEA,L,0,3,,7-4,1,up 0.5,Pineiro,Wakefield,Guardado,2:27,D,36047,1.15,-,
12,"Sunday, Apr 16",boxscore,BOS,,SEA,W,3,2,,8-4,1,up 1.5,Beckett,Washburn,Papelbon,2:43,D,36181,1.11,+,
13,"Monday, Apr 17",boxscore,BOS,,SEA,W-wo,7,6,,9-4,1,up 1.5,Timlin,Guardado,,2:55,D,36188,1.16,++,
14,"Tuesday, Apr 18",boxscore,BOS,,TBD,W,7,4,,10-4,1,up 2.5,Timlin,Lugo,Papelbon,3:15,N,36423,1.29,+++,
15,"Wednesday, Apr 19",boxscore,BOS,,TBD,W,9,1,,11-4,1,up 2.5,Schilling,Waechter,,2:55,N,36454,1.37,++++,
16,"Thursday, Apr 20",boxscore,BOS,,TBD,L,1,5,,11-5,1,up 1.5,Kazmir,Wakefield,Miceli,2:43,N,36607,1.35,-,
