Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Tuesday, Apr 4",boxscore,TOR,,MIN,W,6,3,,1-0,1,Tied,Halladay,Santana,Ryan,2:37,N,50449,.98,+,
2,"Wednesday, Apr 5",boxscore,TOR,,MIN,L,4,13,,1-1,3,1.0,Radke,Towers,,2:49,N,18156,1.04,-,
3,"Thursday, Apr 6",boxscore,TOR,,MIN,W,6,3,,2-1,1,Tied,Chacín,Silva,Ryan,2:29,N,16221,.97,+,
4,"Friday, Apr 7",boxscore,TOR,,TBD,L,8,9,,2-2,2,1.0,Dunn,Walker,Miceli,2:53,N,15631,1.13,-,
5,"Saturday, Apr 8",boxscore,TOR,,TBD,W,8,4,,3-2,2,1.0,Tallet,Childers,,3:00,D,18755,1.07,+,
6,"Sunday, Apr 9",boxscore,TOR,,TBD,L,2,5,,3-3,2,2.0,Kazmir,Halladay,Miceli,2:17,D,20184,1.11,-,
7,"Tuesday, Apr 11",boxscore,TOR,@,BOS,L,3,5,,3-4,3,3.0,Beckett,Towers,Papelbon,2:44,D,35491,1.10,--,
8,"Wednesday, Apr 12",boxscore,TOR,@,BOS,W,8,4,,4-4,2,2.0,Chacín,Wells,,3:00,N,36378,1.07,+,
9,"Thursday, Apr 13",boxscore,TOR,@,BOS,W,8,6,,5-4,2,1.0,Lilly,Clement,Ryan,3:02,N,36524,1.15,++,
10,"Friday, Apr 14",boxscore,TOR,@,CHW,W,13,7,,6-4,2,1.0,Walker,Vazquez,,3:15,N,31418,1.03,+++,
11,"Saturday, Apr 15",boxscore,TOR,@,CHW,L,2,4,,6-5,3,1.0,Buehrle,Burnett,Jenks,2:10,D,33247,1.11,-,
12,"Sunday, Apr 16",boxscore,TOR,@,CHW,L,4,6,5,6-6,4,2.0,García,Towers,,1:36,D,27137,1.05,--,
13,"Tuesday, Apr 18",boxscore,TOR,,NYY,W,10,5,,7-6,2,2.5,Chacín,Johnson,,2:53,N,48776,1.05,+,
