Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Mar 31",boxscore,BAL,,CLE,W-wo,6,5,13,1-0,1,Tied,Ryan,Westbrook,,3:45,D,46257,.99,+,
Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
2,"Wednesday, Apr 2",boxscore,BAL,,CLE,L,2,4,,1-1,3,1.5,Rodriguez,Daal,Báez,2:23,N,27658,1.01,-,
3,"Thursday, Apr 3",boxscore,BAL,,CLE,L,0,3,,1-2,3,2.0,Anderson,Helling,Báez,2:14,N,18470,.99,--,
4,"Friday, Apr 4",boxscore,BAL,,BOS,L,7,8,,1-3,3,3.0,Burkett,Ponson,,3:01,N,27256,1.05,---,
5,"Saturday, Apr 5",boxscore,BAL,,BOS,W-wo,2,1,,2-3,3,2.0,Ryan,Fox,,2:40,D,41821,.99,+,
6,"Sunday, Apr 6",boxscore,BAL,,BOS,L,2,12,,2-4,4,3.0,Wakefield,Lopez,,2:49,D,30046,1.01,-,
7,"Tuesday, Apr 8",boxscore,BAL,@,TBD,L-wo,7,8,10,2-5,5,4.0,Carter,Julio,,3:22,N,9723,.92,--,
8,"Wednesday, Apr 9",boxscore,BAL,@,TBD,L,7,10,,2-6,5,5.0,Levine,Roberts,Carter,2:52,N,9656,.84,---,
9,"Thursday, Apr 10",boxscore,BAL,@,TBD,W,4,3,,3-6,5,5.0,Ponson,Colomé,Julio,2:17,N,9403,.80,+,
10,"Saturday, Apr 12",boxscore,BAL,@,BOS,W,13,6,,4-6,4,5.0,Johnson,Martinez,,3:18,N,32029,.91,++,
11,"Sunday, Apr 13",boxscore,BAL,@,BOS,L,0,2,,4-7,5,5.0,Lowe,Lopez,Wakefield,2:30,D,32368,.96,-,
12,"Tuesday, Apr 15",boxscore,BAL,@,CLE,L,3,8,,4-8,4,6.5,Davis,Daal,,2:26,N,17015,.78,--,
13,"Wednesday, Apr 16",boxscore,BAL,@,CLE,W,4,3,,5-8,3,5.5,Groom,Báez,Julio,2:45,N,15674,.76,+,
14,"Thursday, Apr 17",boxscore,BAL,@,CLE,W,6,4,12,6-8,3,5.5,Roberts,Paronto,Julio,3:22,N,17368,.82,++,
15,"Friday, Apr 18",boxscore,BAL,,TBD,W,9,7,,7-8,3,5.5,Johnson,Zambrano,Julio,2:35,N,19545,.90,+++,
16,"Saturday, Apr 19",boxscore,BAL,,TBD,L,7,8,,7-9,3,6.5,Sosa,Lopez,,2:50,D,33870,.94,-,
17,"Sunday, Apr 20",boxscore,BAL,,TBD,W,4,1,,8-9,3,6.5,Daal,Bierbrodt,Julio,2:05,D,25787,.84,+,
18,"Monday, Apr 21",boxscore,BAL,,TBD,W,4,0,,9-9,3,6.5,Helling,Parris,,2:30,N,18017,.91,++,
19,"Tuesday, Apr 22",boxscore,BAL,,CHW,L,1,3,,9-10,3,7.5,Loaiza,Ponson,Koch,2:08,N,18676,.94,-,
20,"Wednesday, Apr 23",boxscore,BAL,,CHW,W,7,1,,10-10,3,7.5,Johnson,Colón,,2:48,N,19908,.87,+,
21,"Thursday, Apr 24",boxscore,BAL,,CHW,W,5,4,,11-10,3,6.5,Roberts,Gordon,Julio,2:46,N,23731,.93,++,
22,"Friday, Apr 25",boxscore,BAL,@,TBD,L,1,2,,11-11,3,7.5,McClung,Daal,Carter,2:21,N,9044,.98,-,
23,"Saturday, Apr 26",boxscore,BAL,@,TBD,L,7,10,,11-12,3,8.5,Zambrano,Helling,Carter,3:05,N,13408,.93,--,
24,"Sunday, Apr 27",boxscore,BAL,@,TBD,W,7,4,,12-12,3,7.5,Ponson,Kennedy,,2:31,D,11894,.88,+,
25,"Tuesday, Apr 29",boxscore,BAL,@,DET,W,11,3,,13-12,3,6.5,Johnson,Bonderman,,3:00,N,10829,.88,++,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
26,"Thursday, May 1 (1)",boxscore,BAL,@,DET,W,5,2,,14-12,3,6.5,Ryan,Germán,Julio,2:52,D,,.92,+++,2003-04-30 (Rain)
27,"Thursday, May 1 (2)",boxscore,BAL,@,DET,W,6,4,,15-12,3,6.5,Daal,Maroth,Julio,2:24,N,16177,.96,++++,
28,"Friday, May 2",boxscore,BAL,,KCR,L,2,5,,15-13,3,7.5,Asencio,Helling,,2:31,N,26737,1.02,-,
29,"Saturday, May 3",boxscore,BAL,,KCR,W,6,1,,16-13,3,6.5,Ponson,Hernández,,2:27,D,27866,.98,+,
30,"Sunday, May 4",boxscore,BAL,,KCR,L,0,4,,16-14,3,6.5,George,DuBose,Carrasco,2:44,D,26890,1.00,-,
31,"Monday, May 5",boxscore,BAL,,DET,L,1,6,,16-15,3,7.0,Cornejo,Johnson,Sparks,2:41,N,17267,.92,--,
32,"Tuesday, May 6",boxscore,BAL,,DET,L,6,7,,16-16,3,7.0,Germán,Groom,,2:47,N,22906,.90,---,
33,"Wednesday, May 7",boxscore,BAL,,DET,L,4,9,,16-17,3,8.0,Knotts,Daal,,2:42,D,22770,.84,----,
34,"Friday, May 9 (1)",boxscore,BAL,@,KCR,W,15,5,,17-17,3,7.0,Helling,Asencio,,2:35,D,,.78,+,2003-05-08 (Rain)
35,"Friday, May 9 (2)",boxscore,BAL,@,KCR,W,5,4,,18-17,3,7.0,Ponson,Hernández,Julio,2:46,N,38995,.83,++,
36,"Saturday, May 10",boxscore,BAL,@,KCR,L,4,8,,18-18,3,8.0,Carrasco,Groom,,2:57,N,25930,.95,-,
37,"Sunday, May 11",boxscore,BAL,@,KCR,L,5,8,,18-19,3,8.0,Lowe,Driskill,,2:37,D,16105,.85,--,
38,"Tuesday, May 13",boxscore,BAL,@,CHW,L,0,1,,18-20,3,8.0,Loaiza,Daal,Koch,2:27,N,14397,.82,---,
39,"Wednesday, May 14",boxscore,BAL,@,CHW,L,1,5,,18-21,4,8.0,Gordon,Helling,,2:30,N,12078,.76,----,
40,"Thursday, May 15",boxscore,BAL,@,CHW,L,2,8,,18-22,4,9.0,Colón,Ponson,,2:49,N,11886,.66,-----,
41,"Friday, May 16",boxscore,BAL,,TBD,L,1,5,,18-23,4,9.0,McClung,Johnson,,2:38,N,25445,.59,------,
42,"Saturday, May 17",boxscore,BAL,,TBD,W,2,0,,19-23,4,8.0,Hentgen,González,Julio,2:27,N,22653,.58,+,
43,"Sunday, May 18",boxscore,BAL,,TBD,L,8,9,,19-24,4,8.0,Carter,Julio,,2:44,D,34739,.63,-,
44,"Tuesday, May 20",boxscore,BAL,@,ANA,L-wo,6,7,,19-25,4,8.5,Schoeneweis,Julio,,3:17,N,24657,.56,--,
45,"Wednesday, May 21",boxscore,BAL,@,ANA,W,7,6,,20-25,4,8.5,Ponson,Sele,Julio,2:46,N,24000,.51,+,
46,"Thursday, May 22",boxscore,BAL,@,ANA,W,7,4,,21-25,4,7.5,Roberts,Percival,Julio,3:06,N,28958,.55,++,
47,"Friday, May 23",boxscore,BAL,@,TEX,L,3,5,,21-26,4,8.0,Valdez,Hentgen,Urbina,2:40,N,23175,.66,-,
48,"Saturday, May 24",boxscore,BAL,@,TEX,W,10,3,,22-26,4,8.0,Daal,Thomson,Ligtenberg,2:49,N,48635,.57,+,
49,"Sunday, May 25",boxscore,BAL,@,TEX,W,13,10,,23-26,4,7.0,Driskill,Dickey,Julio,3:33,D,30016,.66,++,
50,"Tuesday, May 27",boxscore,BAL,,ANA,W,12,4,,24-26,4,6.5,Ponson,Sele,,2:45,N,20100,.69,+++,
51,"Wednesday, May 28",boxscore,BAL,,ANA,W,6,2,,25-26,4,5.5,Johnson,Ortiz,,3:07,N,20366,.79,++++,
52,"Thursday, May 29",boxscore,BAL,,TEX,L,4,8,,25-27,4,6.0,Valdez,Hentgen,Cordero,2:58,N,19767,.87,-,
53,"Friday, May 30",boxscore,BAL,,TEX,W,8,1,,26-27,4,5.5,Daal,Thomson,,2:31,N,42488,.80,+,
54,"Saturday, May 31",boxscore,BAL,,TEX,W,7,1,,27-27,4,4.5,Helling,Benoit,,2:44,N,30178,.86,++,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
55,"Sunday, Jun 1",boxscore,BAL,,TEX,W,5,4,,28-27,4,4.5,Ponson,Cordero,Julio,2:38,D,38536,.96,+++,
56,"Tuesday, Jun 3",boxscore,BAL,@,HOU,L,6,11,,28-28,4,4.5,Dotel,Groom,,3:21,N,25545,.93,-,
