Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Thursday, Mar 30",boxscore,NYY,,SFG,W,5,0,,1-0,1,Tied,Cole,Webb,,2:33,D,46172,.93,+,
Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
2,"Saturday, Apr 1",boxscore,NYY,,SFG,L,5,7,,1-1,2,1.0,Junis,King,Doval,3:12,D,41642,.92,-,
3,"Sunday, Apr 2",boxscore,NYY,,SFG,W,6,0,,2-1,2,1.0,Brito,Stripling,,2:27,D,42053,.89,+,
4,"Monday, Apr 3",boxscore,NYY,,PHI,W,8,1,,3-1,2,1.0,Cortés,Walker,,2:41,N,37202,.91,++,
5,"Tuesday, Apr 4",boxscore,NYY,,PHI,L,1,4,,3-2,2,2.0,Bellatti,Germán,,2:45,N,35392,.92,-,
6,"Wednesday, Apr 5",boxscore,NYY,,PHI,W,4,2,,4-2,2,2.0,Cole,Nola,Holmes,2:30,D,35847,.89,+,
7,"Friday, Apr 7",boxscore,NYY,@,BAL,L,6,7,,4-3,3,3.0,Pérez,Marinaccio,Bautista,3:04,D,45017,1.05,-,
8,"Saturday, Apr 8",boxscore,NYY,@,BAL,W,4,1,,5-3,2,3.0,Brito,Irvin,Holmes,2:47,N,30561,1.02,+,
9,"Sunday, Apr 9",boxscore,NYY,@,BAL,W,5,3,,6-3,2,3.0,Cortés,Wells,Holmes,2:28,D,29221,1.05,++,
10,"Monday, Apr 10",boxscore,NYY,@,CLE,L,2,3,,6-4,2,4.0,Bieber,Hamilton,Clase,2:29,N,19278,1.01,-,
11,"Tuesday, Apr 11",boxscore,NYY,@,CLE,W,11,2,,7-4,2,4.0,Cole,Gaddis,,2:24,N,20164,1.00,+,
12,"Wednesday, Apr 12",boxscore,NYY,@,CLE,W,4,3,,8-4,2,4.0,Peralta,Clase,Holmes,2:44,D,23164,1.02,++,
13,"Thursday, Apr 13",boxscore,NYY,,MIN,L,2,11,,8-5,2,5.0,Ryan,Brito,,2:20,N,39024,1.06,-,
14,"Friday, Apr 14",boxscore,NYY,,MIN,L,3,4,,8-6,3,5.0,Pagán,Holmes,Durán,2:11,N,41039,1.03,--,
