Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 2",boxscore,BOS,@,BAL,L-wo,1,2,11,0-1,5,1.0,Kohlmeier,Lowe,,2:52,D,46547,1.07,-,
2,"Wednesday, Apr 4",boxscore,BOS,@,BAL,W,3,0,,1-1,3,1.0,Nomo,Ponson,,2:29,N,35602,1.06,+,
3,"Thursday, Apr 5",boxscore,BOS,@,BAL,L-wo,1,2,,1-2,4,2.0,Groom,Lowe,,2:54,N,33469,1.14,-,
4,"Friday, Apr 6",boxscore,BOS,,TBD,W,11,4,,2-2,3,1.5,Wakefield,Rupe,,3:06,D,33525,1.02,+,
5,"Saturday, Apr 7",boxscore,BOS,,TBD,W,6,2,,3-2,2,1.5,Crawford,Harper,,2:35,N,31660,1.08,++,
6,"Sunday, Apr 8",boxscore,BOS,,TBD,W,3,0,,4-2,2,0.5,Martinez,Lopez,Lowe,2:32,D,31383,1.10,+++,
7,"Tuesday, Apr 10",boxscore,BOS,,BAL,W,10,1,,5-2,3,1.0,Nomo,Ponson,Wakefield,2:56,N,27664,1.19,++++,
8,"Wednesday, Apr 11",boxscore,BOS,,BAL,L,4,5,,5-3,3,1.5,Roberts,Castillo,Groom,3:27,N,26302,1.21,-,
9,"Thursday, Apr 12",boxscore,BOS,,BAL,W,8,2,,6-3,3,1.0,Ohka,Mercedes,Arrojo,2:57,N,30083,1.18,+,
10,"Friday, Apr 13",boxscore,BOS,,NYY,W-wo,3,2,10,7-3,2,0.5,Lowe,Rivera,,3:16,N,33124,1.26,++,
11,"Saturday, Apr 14",boxscore,BOS,,NYY,L,2,3,,7-4,3,1.5,Stanton,Schourek,Rivera,3:08,D,33396,1.30,-,
12,"Sunday, Apr 15",boxscore,BOS,,NYY,W,5,4,,8-4,2,0.5,Garcés,Pettitte,Arrojo,3:17,D,32127,1.22,+,
13,"Monday, Apr 16",boxscore,BOS,,NYY,W,4,1,,9-4,1,Tied,Castillo,Mussina,Beck,2:38,D,33373,1.30,++,
14,"Tuesday, Apr 17",boxscore,BOS,@,TBD,W,10,0,,10-4,1,Tied,Ohka,Harper,,2:32,N,17416,1.27,+++,
