Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 3",boxscore,TOR,@,BAL,L-wo,2,3,11,0-1,4,1.0,Wilson,Grilli,,3:41,D,45667,1.06,-,
2,"Wednesday, Apr 5",boxscore,TOR,@,BAL,L,1,3,,0-2,5,2.0,Bundy,Happ,Britton,2:23,N,16086,1.02,--,
3,"Thursday, Apr 6",boxscore,TOR,@,TBR,W,5,2,,1-2,4,1.5,Stroman,Snell,Grilli,2:56,N,12678,.95,+,
4,"Friday, Apr 7",boxscore,TOR,@,TBR,L,8,10,,1-3,4,2.5,Cedeño,Howell,Colomé,3:53,N,12842,1.03,-,
5,"Saturday, Apr 8",boxscore,TOR,@,TBR,L-wo,2,3,11,1-4,4,3.5,Ramírez,Lawrence,,3:55,N,21838,.99,--,
6,"Sunday, Apr 9",boxscore,TOR,@,TBR,L,2,7,,1-5,5,3.5,Odorizzi,Estrada,,2:57,D,15341,.93,---,
7,"Tuesday, Apr 11",boxscore,TOR,,MIL,L,3,4,,1-6,5,3.5,Peralta,Happ,Feliz,3:31,N,48456,.77,----,
8,"Wednesday, Apr 12",boxscore,TOR,,MIL,L,0,2,,1-7,5,4.5,Anderson,Stroman,Feliz,2:15,N,29919,.72,-----,
9,"Thursday, Apr 13",boxscore,TOR,,BAL,L,1,2,,1-8,5,5.5,Gausman,Liriano,Britton,2:45,N,32957,.77,------,
10,"Friday, Apr 14",boxscore,TOR,,BAL,L,4,6,,1-9,5,6.5,Miley,Sanchez,Britton,3:18,N,39547,.68,-------,
11,"Saturday, Apr 15",boxscore,TOR,,BAL,W-wo,2,1,,2-9,5,5.5,Osuna,Wilson,,2:39,D,40743,.59,+,
12,"Sunday, Apr 16",boxscore,TOR,,BAL,L,4,11,,2-10,5,6.5,Bundy,Happ,,3:30,D,38188,.65,-,
13,"Tuesday, Apr 18",boxscore,TOR,,BOS,L,7,8,,2-11,5,6.5,Johnson,Stroman,,3:48,N,29281,.55,--,
14,"Wednesday, Apr 19",boxscore,TOR,,BOS,W,3,0,,3-11,5,6.5,Liriano,Porcello,Osuna,2:45,N,30842,.51,+,
15,"Thursday, Apr 20",boxscore,TOR,,BOS,L,1,4,10,3-12,5,7.5,Kimbrel,Grilli,,3:07,D,44283,.54,-,
16,"Friday, Apr 21",boxscore,TOR,@,LAA,W,8,7,13,4-12,5,7.5,Tepera,Chavez,Biagini,5:36,N,40176,.43,+,
17,"Saturday, Apr 22",boxscore,TOR,@,LAA,L,4,5,,4-13,5,8.5,Skaggs,Lawrence,Norris,2:35,N,41345,.49,-,
18,"Sunday, Apr 23",boxscore,TOR,@,LAA,W,6,2,,5-13,5,7.5,Stroman,Guerra,,2:51,D,35034,.42,+,
19,"Monday, Apr 24",boxscore,TOR,@,LAA,L,1,2,,5-14,5,8.5,Chavez,Liriano,Norris,3:02,N,25304,.49,-,
20,"Tuesday, Apr 25",boxscore,TOR,@,STL,W,6,5,11,6-14,5,7.5,Grilli,Socolovich,Tepera,3:46,N,40223,.43,+,
21,"Thursday, Apr 27 (1)",boxscore,TOR,@,STL,L-wo,4,8,11,6-15,5,9.0,Bowman,Tepera,,3:32,D,40099,.47,-,2017-04-26 (Rain)
22,"Thursday, Apr 27 (2)",boxscore,TOR,@,STL,L,4,6,,6-16,5,9.0,Wainwright,Lawrence,Rosenthal,2:56,N,40035,.44,--,
23,"Friday, Apr 28",boxscore,TOR,,TBR,L,4,7,,6-17,5,9.0,Pruitt,Grilli,Whitley,3:16,N,36256,.44,---,
24,"Saturday, Apr 29",boxscore,TOR,,TBR,W,4,1,,7-17,5,9.0,Liriano,Andriese,Osuna,3:02,D,42419,.37,+,
25,"Sunday, Apr 30",boxscore,TOR,,TBR,W,3,1,,8-17,5,8.0,Howell,Colomé,Osuna,3:02,D,42986,.44,++,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
26,"Monday, May 1",boxscore,TOR,@,NYY,W,7,1,,9-17,5,8.0,Estrada,Severino,,2:58,N,25566,.49,+++,
27,"Tuesday, May 2",boxscore,TOR,@,NYY,L,5,11,,9-18,5,8.0,Tanaka,Latos,,3:31,N,30058,.56,-,
28,"Wednesday, May 3",boxscore,TOR,@,NYY,L,6,8,,9-19,5,9.0,Betances,Biagini,Chapman,3:39,N,35559,.49,--,
29,"Friday, May 5",boxscore,TOR,@,TBR,W,8,4,,10-19,5,9.0,Loup,Díaz,,3:32,N,12461,.42,+,
30,"Saturday, May 6",boxscore,TOR,@,TBR,L,1,6,,10-20,5,10.0,Odorizzi,Estrada,,2:42,D,12035,.44,-,
31,"Sunday, May 7",boxscore,TOR,@,TBR,W,2,1,,11-20,5,10.0,Tepera,Cobb,Osuna,2:46,D,15068,.39,+,
32,"Monday, May 8",boxscore,TOR,,CLE,W,4,2,,12-20,5,10.0,Stroman,Bauer,Osuna,2:55,N,40014,.40,++,
33,"Tuesday, May 9",boxscore,TOR,,CLE,L,0,6,,12-21,5,10.5,Carrasco,Bolsinger,,2:46,N,32688,.42,-,
34,"Wednesday, May 10",boxscore,TOR,,CLE,W-wo,8,7,,13-21,5,9.5,Osuna,Allen,,3:31,N,35115,.37,+,
35,"Thursday, May 11",boxscore,TOR,,SEA,W,7,2,,14-21,5,9.0,Estrada,De Jong,,2:45,N,29120,.43,++,
36,"Friday, May 12",boxscore,TOR,,SEA,W,4,0,,15-21,5,8.0,Biagini,Bergman,,2:36,N,32865,.47,+++,
37,"Saturday, May 13",boxscore,TOR,,SEA,W,7,2,,16-21,5,7.0,Leone,Vincent,,3:25,D,42346,.55,++++,
38,"Sunday, May 14",boxscore,TOR,,SEA,W-wo,3,2,,17-21,5,6.5,Tepera,Díaz,,3:17,D,42030,.59,+++++,
39,"Monday, May 15",boxscore,TOR,,ATL,L,6,10,,17-22,5,7.0,Colón,Bolsinger,,3:15,N,29766,.64,-,
40,"Tuesday, May 16",boxscore,TOR,,ATL,L,5,9,,17-23,5,8.0,Ramírez,Barnes,,3:07,D,34431,.58,--,
41,"Wednesday, May 17",boxscore,TOR,@,ATL,L,4,8,,17-24,5,9.0,Foltynewicz,Biagini,,2:59,N,28293,.50,---,
42,"Thursday, May 18",boxscore,TOR,@,ATL,W,9,0,,18-24,5,8.0,Stroman,Teheran,,3:02,N,25419,.42,+,
43,"Friday, May 19",boxscore,TOR,@,BAL,L-wo,3,5,10,18-25,5,8.0,Givens,Grilli,,3:29,N,31916,.58,-,
44,"Saturday, May 20",boxscore,TOR,@,BAL,L,5,7,,18-26,5,8.5,Givens,Barnes,Brach,3:22,N,45416,.55,--,
45,"Sunday, May 21",boxscore,TOR,@,BAL,W,3,1,,19-26,5,8.0,Estrada,Miley,Osuna,2:31,D,36632,.49,+,
46,"Tuesday, May 23",boxscore,TOR,@,MIL,W,4,3,,20-26,5,7.5,Barnes,Nelson,Osuna,3:02,N,30742,.46,++,
47,"Wednesday, May 24",boxscore,TOR,@,MIL,W,8,4,,21-26,5,7.5,Stroman,Garza,,2:51,D,26607,.53,+++,
48,"Friday, May 26",boxscore,TOR,,TEX,W,7,6,,22-26,5,6.5,Loup,Griffin,Osuna,3:30,N,40754,.60,++++,
49,"Saturday, May 27",boxscore,TOR,,TEX,W,3,1,,23-26,5,6.5,Estrada,Darvish,Osuna,3:16,D,46825,.69,+++++,
50,"Sunday, May 28",boxscore,TOR,,TEX,L,1,3,,23-27,5,7.5,Cashner,Biagini,Bush,2:53,D,46188,.73,-,
51,"Monday, May 29",boxscore,TOR,,CIN,W,17,2,,24-27,5,6.5,Stroman,Bonilla,,3:06,N,29844,.64,+,
52,"Tuesday, May 30",boxscore,TOR,,CIN,W,6,4,,25-27,5,6.5,Smith,Wood,Osuna,2:53,N,32747,.70,++,
53,"Wednesday, May 31",boxscore,TOR,,CIN,W,5,4,,26-27,5,5.5,Grilli,Peralta,Osuna,2:53,D,44058,.75,+++,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
54,"Thursday, Jun 1",boxscore,TOR,,NYY,L,2,12,,26-28,5,6.5,Sabathia,Estrada,,3:10,N,37722,.96,-,
55,"Friday, Jun 2",boxscore,TOR,,NYY,W,7,5,,27-28,5,5.5,Liriano,Pineda,Osuna,3:13,N,44261,.82,+,
56,"Saturday, Jun 3",boxscore,TOR,,NYY,L,0,7,,27-29,5,6.5,Montgomery,Biagini,,3:00,D,47226,.91,-,
57,"Sunday, Jun 4",boxscore,TOR,,NYY,W,3,2,,28-29,4,5.5,Smith,Clippard,Osuna,2:27,D,46782,.86,+,
58,"Monday, Jun 5",boxscore,TOR,@,OAK,L,3,5,,28-30,5,6.0,Manaea,Happ,Casilla,3:05,N,12890,.82,-,
59,"Tuesday, Jun 6",boxscore,TOR,@,OAK,L,1,4,,28-31,5,6.0,Hahn,Estrada,Casilla,2:45,N,16643,.77,--,
60,"Wednesday, Jun 7",boxscore,TOR,@,OAK,W,7,5,10,29-31,5,6.0,Tepera,Montas,Osuna,3:20,D,15076,.70,+,
61,"Friday, Jun 9",boxscore,TOR,@,SEA,L,2,4,,29-32,5,7.5,Cloyd,Biagini,Díaz,2:53,N,33518,.79,-,
62,"Saturday, Jun 10",boxscore,TOR,@,SEA,W,4,2,,30-32,5,7.5,Stroman,Zych,Osuna,2:44,N,45480,.68,+,
