Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 3",boxscore,BAL,,CLE,L,1,4,,0-1,5,1.0,Colón,Mussina,Karsay,3:07,D,46902,.98,-,
2,"Wednesday, Apr 5",boxscore,BAL,,CLE,W,11,7,,1-1,3,0.5,Ryan,Kamieniecki,,3:17,N,33833,.96,+,
3,"Thursday, Apr 6",boxscore,BAL,,CLE,W,6,2,,2-1,1,Tied,Rapp,Nagy,Groom,2:36,N,35181,1.00,++,
4,"Friday, Apr 7",boxscore,BAL,,DET,W,14,10,,3-1,1,up 1.0,Worrell,Mlicki,,3:33,N,39415,1.04,+++,
5,"Saturday, Apr 8",boxscore,BAL,,DET,W-wo,2,1,10,4-1,1,up 1.0,Reyes,Brocail,,3:06,D,42547,1.08,++++,
6,"Sunday, Apr 9",boxscore,BAL,,DET,W,11,6,,5-1,1,up 2.0,Mercedes,Nitkowski,,3:15,D,42178,1.11,+++++,
7,"Tuesday, Apr 11",boxscore,BAL,@,KCR,L-wo,5,7,12,5-2,1,up 1.5,Santiago,Worrell,,3:52,N,13080,1.15,-,
8,"Wednesday, Apr 12",boxscore,BAL,@,KCR,L-wo,6,7,,5-3,1,up 0.5,Santiago,Trombley,,3:01,N,15228,1.13,--,
9,"Thursday, Apr 13",boxscore,BAL,@,KCR,L-wo,5,6,,5-4,2,0.5,Bottalico,Ryan,,2:24,D,23724,1.11,---,
10,"Friday, Apr 14",boxscore,BAL,@,MIN,L,9,10,,5-5,2,1.5,Redman,Groom,Guardado,3:04,N,15249,1.04,----,
11,"Saturday, Apr 15",boxscore,BAL,@,MIN,W,6,4,,6-5,2,1.5,Worrell,Miller,Trombley,2:49,N,18745,1.02,+,
12,"Sunday, Apr 16",boxscore,BAL,@,MIN,W,5,0,,7-5,2,1.5,Ponson,Mays,,2:08,D,14066,1.06,++,
13,"Wednesday, Apr 19",boxscore,BAL,,TBD,W-wo,3,2,,8-5,2,2.5,Trombley,Mecir,,2:49,N,40077,1.21,+++,
14,"Thursday, Apr 20",boxscore,BAL,,TBD,W,8,4,,9-5,2,2.0,Rapp,Rupe,,2:41,D,34536,1.20,++++,2000-04-17 (Rain)
15,"Friday, Apr 21",boxscore,BAL,@,OAK,W,11,9,,10-5,2,1.0,Ponson,Olivares,Timlin,3:26,N,11802,1.13,+++++,
16,"Saturday, Apr 22",boxscore,BAL,@,OAK,W,4,3,,11-5,1,Tied,Mercedes,Heredia,Groom,3:23,D,23783,1.19,++++++,
17,"Sunday, Apr 23",boxscore,BAL,@,OAK,L-wo,2,3,11,11-6,2,1.0,Isringhausen,Worrell,,3:27,N,14289,1.19,-,
18,"Monday, Apr 24",boxscore,BAL,@,CHW,L,2,8,,11-7,2,1.0,Eldred,Mussina,,2:14,N,15461,1.23,--,
19,"Tuesday, Apr 25",boxscore,BAL,@,CHW,W,12,6,,12-7,1,Tied,Rapp,Sirotka,,3:15,N,11658,1.23,+,
20,"Wednesday, Apr 26",boxscore,BAL,@,CHW,L,6,11,,12-8,2,1.0,Wells,Ponson,,2:59,N,13649,1.27,-,
21,"Thursday, Apr 27",boxscore,BAL,@,CHW,L,4,13,,12-9,3,1.5,Parque,Mercedes,,2:49,D,13225,1.23,--,
22,"Friday, Apr 28",boxscore,BAL,,TEX,W-wo,4,3,,13-9,2,1.5,Groom,Zimmerman,,2:58,N,44092,1.16,+,
23,"Saturday, Apr 29",boxscore,BAL,,TEX,W,3,1,,14-9,2,0.5,Mussina,Oliver,,2:46,D,48230,1.18,++,
24,"Sunday, Apr 30",boxscore,BAL,,TEX,L,4,8,,14-10,2,1.5,Rogers,Rapp,,3:09,D,48563,1.18,-,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
25,"Tuesday, May 2",boxscore,BAL,,ANA,W-wo,7,6,,15-10,2,2.0,Trombley,Percival,,2:54,N,34923,1.20,+,
26,"Wednesday, May 3",boxscore,BAL,,ANA,L,5,6,,15-11,2,3.0,Ortiz,Johnson,Percival,3:23,N,37961,1.23,-,
27,"Thursday, May 4",boxscore,BAL,,ANA,L,5,8,,15-12,3,3.5,Hill,Mussina,Hasegawa,3:12,D,43892,1.18,--,
28,"Friday, May 5",boxscore,BAL,@,NYY,L-wo,10,12,,15-13,3,4.5,Nelson,Ryan,,3:26,N,42244,1.32,---,
