Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Friday, Apr 2",boxscore,BAL,@,BOS,W,3,0,,1-0,2,0.5,Means,Eovaldi,Valdez,3:10,D,4452,1.08,+,
2,"Saturday, Apr 3",boxscore,BAL,@,BOS,W,4,2,,2-0,1,up 0.5,Plutko,Houck,Valdez,2:51,D,4571,1.08,++,
3,"Sunday, Apr 4",boxscore,BAL,@,BOS,W,11,3,,3-0,1,up 1.0,Zimmermann,Richards,,3:28,D,4458,1.16,+++,
4,"Monday, Apr 5",boxscore,BAL,@,NYY,L,0,7,,3-1,1,Tied,Montgomery,López,,2:58,N,9008,1.25,-,
5,"Tuesday, Apr 6",boxscore,BAL,@,NYY,L,2,7,,3-2,1,Tied,Cole,Kremer,,2:58,N,9404,1.12,--,
6,"Wednesday, Apr 7",boxscore,BAL,@,NYY,W,4,3,11,4-2,1,up 1.0,Valdez,Green,Fry,3:54,N,10254,1.15,+,
7,"Thursday, Apr 8",boxscore,BAL,,BOS,L,3,7,,4-3,1,Tied,Rodriguez,Harvey,,3:08,D,10150,1.24,-,
8,"Saturday, Apr 10",boxscore,BAL,,BOS,L,4,6,10,4-4,2,1.0,Barnes,Tate,Andriese,3:34,N,9307,1.17,--,
9,"Sunday, Apr 11",boxscore,BAL,,BOS,L,9,14,,4-5,2,2.0,Pivetta,López,,3:46,D,8171,1.15,---,
10,"Tuesday, Apr 13 (1)",boxscore,BAL,,SEA,L,3,4,8,4-6,2,2.5,Montero,Scott,Graveman,2:26,D,,.93,----,
11,"Tuesday, Apr 13 (2)",boxscore,BAL,,SEA,W-wo,7,6,7,5-6,2,2.5,Valdez,Sadler,,2:38,N,4147,.91,+,
12,"Thursday, Apr 15 (1)",boxscore,BAL,,SEA,L,2,4,7,5-7,4,4.0,Gonzales,Scott,Graveman,2:23,D,,.91,-,
13,"Thursday, Apr 15 (2)",boxscore,BAL,,SEA,L,1,2,7,5-8,4,4.0,Dunn,Zimmermann,Middleton,2:01,D,5060,.89,--,
14,"Friday, Apr 16",boxscore,BAL,@,TEX,W,5,2,,6-8,3,3.5,López,Foltynewicz,Valdez,2:32,N,22173,.87,+,
15,"Saturday, Apr 17",boxscore,BAL,@,TEX,W,6,1,,7-8,2,3.5,Lakins,Rodríguez,,3:05,N,29338,.86,++,
16,"Sunday, Apr 18",boxscore,BAL,@,TEX,L-wo,0,1,10,7-9,3,3.0,King,Lakins,,3:00,D,24267,.93,-,
17,"Tuesday, Apr 20",boxscore,BAL,@,MIA,W,7,5,,8-9,3,3.5,Harvey,Neidert,Valdez,3:26,N,4540,.86,+,
18,"Wednesday, Apr 21",boxscore,BAL,@,MIA,L,0,3,,8-10,3,3.5,Rogers,Zimmermann,García,2:42,D,4028,.88,-,
19,"Friday, Apr 23",boxscore,BAL,,OAK,L,1,3,,8-11,4,4.0,Irvin,López,Diekman,2:53,N,7574,.88,--,
20,"Saturday, Apr 24",boxscore,BAL,,OAK,L,2,7,,8-12,5,4.0,Bassitt,LeBlanc,,3:19,N,7616,.83,---,
21,"Sunday, Apr 25",boxscore,BAL,,OAK,W,8,1,,9-12,4,4.0,Means,Luzardo,,2:56,D,8107,.80,+,
22,"Monday, Apr 26",boxscore,BAL,,NYY,W,4,2,,10-12,4,3.5,Harvey,García,Valdez,2:41,N,6367,.96,++,
23,"Tuesday, Apr 27",boxscore,BAL,,NYY,L,1,5,,10-13,4,4.5,Kluber,Zimmermann,,2:53,N,6662,.95,-,
24,"Wednesday, Apr 28",boxscore,BAL,,NYY,L,0,7,,10-14,5,5.5,Germán,Kremer,,2:33,N,7338,.88,--,
25,"Thursday, Apr 29",boxscore,BAL,,NYY,W-wo,4,3,10,11-14,4,4.5,Scott,Loáisiga,,3:30,D,7738,.80,+,
26,"Friday, Apr 30",boxscore,BAL,@,OAK,W,3,2,,12-14,4,4.5,Means,Fiers,Valdez,2:40,N,5777,.81,++,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
27,"Saturday, May 1",boxscore,BAL,@,OAK,W,8,4,,13-14,3,3.5,Harvey,Luzardo,,3:10,D,6469,.87,+++,
28,"Sunday, May 2",boxscore,BAL,@,OAK,L,5,7,,13-15,5,3.5,Petit,Lakins,Trivino,3:03,D,5862,.93,-,
29,"Monday, May 3",boxscore,BAL,@,SEA,W,5,3,,14-15,5,3.0,Sulser,Misiewicz,Valdez,2:55,N,5776,.90,+,
30,"Tuesday, May 4",boxscore,BAL,@,SEA,L,2,5,,14-16,5,4.0,Montero,Lakins,,3:15,N,6504,.97,-,
31,"Wednesday, May 5",boxscore,BAL,@,SEA,W,6,0,,15-16,5,3.0,Means,Kikuchi,,2:25,D,6742,.87,+,
32,"Friday, May 7",boxscore,BAL,,BOS,L,2,6,,15-17,5,4.5,Rodriguez,Harvey,,3:25,N,7724,1.05,-,
33,"Saturday, May 8",boxscore,BAL,,BOS,L,6,11,,15-18,5,5.5,Richards,Lowther,,3:25,N,10598,.94,--,
34,"Sunday, May 9",boxscore,BAL,,BOS,L,3,4,,15-19,5,6.5,Pivetta,Kremer,Barnes,2:57,D,10274,.90,---,
35,"Monday, May 10",boxscore,BAL,,BOS,W,4,1,,16-19,5,5.5,Scott,Andriese,Valdez,2:45,N,6826,.81,+,
36,"Tuesday, May 11",boxscore,BAL,@,NYM,L-wo,2,3,,16-20,5,5.5,Familia,Valdez,,3:13,N,7930,.73,-,
37,"Wednesday, May 12",boxscore,BAL,@,NYM,L,1,7,,16-21,5,5.5,Walker,Harvey,,2:39,D,8035,.68,--,
38,"Friday, May 14",boxscore,BAL,,NYY,L,4,5,,16-22,5,7.0,Kluber,Lakins,Loáisiga,2:55,N,10809,.72,---,
39,"Saturday, May 15",boxscore,BAL,,NYY,L,2,8,,16-23,5,8.0,Germán,López,,3:03,N,10767,.62,----,
40,"Sunday, May 16",boxscore,BAL,,NYY,W,10,6,,17-23,5,7.0,Zimmermann,King,,3:13,D,11070,.54,+,
41,"Tuesday, May 18",boxscore,BAL,,TBR,L,6,13,,17-24,5,7.0,Kittredge,Harvey,,3:42,N,5429,.54,-,
42,"Wednesday, May 19",boxscore,BAL,,TBR,L,7,9,,17-25,5,8.0,Thompson,Fry,Fairbanks,3:12,N,6581,.51,--,
