Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Mar 31",boxscore,BAL,,TBR,L,2,6,,0-1,5,1.0,Shields,Guthrie,,2:31,D,46807,1.12,-,
Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
2,"Wednesday, Apr 2",boxscore,BAL,,TBR,W,9,6,,1-1,2,1.0,Walker,Reyes,Sherrill,3:15,N,10505,1.05,+,
3,"Friday, Apr 4",boxscore,BAL,,SEA,W,7,4,,2-1,1,Tied,Trachsel,Washburn,Sherrill,3:07,N,14429,1.01,++,
4,"Saturday, Apr 5",boxscore,BAL,,SEA,W,6,4,,3-1,1,Tied,Albers,Batista,Sherrill,3:08,N,24824,1.00,+++,
5,"Sunday, Apr 6",boxscore,BAL,,SEA,W-wo,3,2,,4-1,1,up 0.5,Sarfate,Lowe,,2:23,D,19215,1.06,++++,
6,"Monday, Apr 7",boxscore,BAL,,SEA,W,5,4,,5-1,1,up 1.0,Sarfate,O'Flaherty,Sherrill,2:29,D,10774,1.13,+++++,
7,"Tuesday, Apr 8",boxscore,BAL,@,TEX,W,8,1,,6-1,1,up 2.0,Burres,Jennings,,2:52,D,48808,1.15,++++++,
8,"Thursday, Apr 10 (1)",boxscore,BAL,@,TEX,L,1,3,,6-2,1,up 1.5,Millwood,Trachsel,Wilson,2:38,D,,1.20,-,2008-04-09 (Rain)
9,"Thursday, Apr 10 (2)",boxscore,BAL,@,TEX,L,4,5,,6-3,1,up 1.5,Wright,Bradford,Wilson,2:40,N,15560,1.13,--,
10,"Friday, Apr 11",boxscore,BAL,@,TBR,L,5,10,,6-4,1,up 0.5,Reyes,Sarfate,,3:15,N,12146,1.23,---,
11,"Saturday, Apr 12",boxscore,BAL,@,TBR,W,3,2,,7-4,1,up 1.0,Bradford,Wheeler,Sherrill,2:51,N,19295,1.22,+,
12,"Sunday, Apr 13",boxscore,BAL,@,TBR,L,2,6,,7-5,1,Tied,Niemann,Burres,,2:50,D,16748,1.25,-,
13,"Monday, Apr 14",boxscore,BAL,,TOR,W,4,3,,8-5,1,up 0.5,Albers,McGowan,Sherrill,2:56,N,11510,1.20,+,
14,"Tuesday, Apr 15",boxscore,BAL,,TOR,L,3,11,,8-6,2,0.5,Marcum,Trachsel,,3:19,N,15017,1.29,-,
15,"Wednesday, Apr 16",boxscore,BAL,,CHW,L,1,3,,8-7,3,0.5,Contreras,Loewen,Jenks,2:25,N,12080,1.11,--,
16,"Thursday, Apr 17",boxscore,BAL,,CHW,W-wo,6,5,10,9-7,2,0.5,Sherrill,Logan,,3:20,N,13676,1.11,+,
17,"Friday, Apr 18",boxscore,BAL,,NYY,W,8,2,,10-7,2,0.5,Cabrera,Hughes,,3:12,N,40653,1.25,++,
18,"Saturday, Apr 19",boxscore,BAL,,NYY,W,6,0,,11-7,2,0.5,Burres,Kennedy,Johnson,3:08,N,41776,1.29,+++,
19,"Sunday, Apr 20",boxscore,BAL,,NYY,L,1,7,,11-8,2,1.5,Pettitte,Trachsel,,2:52,D,37501,1.30,-,
20,"Tuesday, Apr 22",boxscore,BAL,@,SEA,L,2,4,,11-9,2,3.0,Rhodes,Guthrie,Putz,2:33,N,17780,1.13,--,
21,"Wednesday, Apr 23",boxscore,BAL,@,SEA,W,3,2,,12-9,2,2.0,Cabrera,Rowland-Smith,Sherrill,2:30,N,16823,1.10,+,
22,"Thursday, Apr 24",boxscore,BAL,@,SEA,W,8,7,,13-9,2,1.0,Bradford,Green,Sherrill,3:09,N,16727,1.12,++,
23,"Saturday, Apr 26 (1)",boxscore,BAL,@,CHW,W,5,1,,14-9,1,Tied,Burres,Danks,Sherrill,2:41,D,23043,1.24,+++,2008-04-25 (Rain)
24,"Saturday, Apr 26 (2)",boxscore,BAL,@,CHW,L-wo,5,6,,14-10,1,Tied,Jenks,Bierd,,3:28,N,34757,1.22,-,
25,"Sunday, Apr 27",boxscore,BAL,@,CHW,L,1,6,,14-11,1,Tied,Contreras,Guthrie,,2:58,D,29756,1.23,--,
26,"Monday, Apr 28",boxscore,BAL,@,CHW,W,4,3,14,15-11,1,up 0.5,Castillo,Ramirez,Cherry,4:42,D,17367,1.22,+,
27,"Tuesday, Apr 29",boxscore,BAL,,TBR,W,7,4,,16-11,1,up 0.5,Olson,Hammel,Sherrill,3:05,N,11588,1.35,++,
28,"Wednesday, Apr 30",boxscore,BAL,,TBR,L,1,8,,16-12,2,0.5,Sonnanstine,Albers,,2:57,N,11944,1.42,-,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
29,"Thursday, May 1",boxscore,BAL,,TBR,L,2,4,,16-13,3,0.5,Garza,Burres,Percival,3:08,D,16456,1.39,--,
30,"Friday, May 2",boxscore,BAL,@,LAA,W,4,3,,17-13,2,0.5,Guthrie,Weaver,Sherrill,2:42,N,41515,1.20,+,
31,"Saturday, May 3",boxscore,BAL,@,LAA,L,1,3,,17-14,2,1.5,Garland,Cabrera,Rodríguez,2:18,D,37601,1.29,-,
32,"Sunday, May 4",boxscore,BAL,@,LAA,L,5,6,,17-15,2,2.5,Saunders,Trachsel,Rodríguez,2:53,D,39273,1.23,--,
33,"Monday, May 5",boxscore,BAL,@,OAK,L-wo,1,2,10,17-16,2,3.5,Devine,Johnson,,3:07,N,10128,1.16,---,
34,"Tuesday, May 6",boxscore,BAL,@,OAK,L,2,4,,17-17,3,4.5,Duchscherer,Burres,Casilla,2:24,N,11492,1.15,----,
35,"Wednesday, May 7",boxscore,BAL,@,OAK,L-wo,5,6,10,17-18,3,4.5,Braden,Cormier,,3:08,D,15235,1.10,-----,
36,"Thursday, May 8",boxscore,BAL,@,KCR,W,4,1,,18-18,3,4.5,Cabrera,Hochevar,,2:33,N,11781,1.03,+,
37,"Friday, May 9",boxscore,BAL,@,KCR,W,7,4,,19-18,3,3.5,Trachsel,Meche,Sherrill,3:19,N,21873,1.06,++,
38,"Saturday, May 10",boxscore,BAL,@,KCR,W,6,5,,20-18,3,3.5,Olson,Tomko,Sherrill,3:21,N,15808,1.12,+++,
39,"Sunday, May 11",boxscore,BAL,@,KCR,L,0,4,,20-19,3,3.5,Bannister,Burres,,2:36,D,18635,1.12,-,
40,"Tuesday, May 13",boxscore,BAL,,BOS,W,5,4,,21-19,3,2.5,Guthrie,Beckett,Sherrill,3:17,N,38768,1.25,+,
41,"Wednesday, May 14",boxscore,BAL,,BOS,W,6,3,,22-19,3,1.5,Cabrera,Hansen,Sherrill,2:40,D,28939,1.38,++,
42,"Friday, May 16",boxscore,BAL,,WSN,W,5,3,,23-19,3,2.0,Olson,Hill,Sherrill,2:33,N,29266,1.21,+++,
43,"Saturday, May 17",boxscore,BAL,,WSN,W,6,5,,24-19,3,1.0,Burres,Perez,Sherrill,2:54,N,32662,1.24,++++,
44,"Sunday, May 18",boxscore,BAL,,WSN,L,1,2,,24-20,3,2.0,Lannan,Guthrie,Rauch,2:22,D,33745,1.27,-,
45,"Tuesday, May 20",boxscore,BAL,@,NYY,W,12,2,,25-20,3,2.5,Cabrera,Mussina,,2:54,N,51617,1.35,+,
46,"Wednesday, May 21",boxscore,BAL,@,NYY,L,0,8,,25-21,3,3.5,Rasner,Olson,,2:59,N,50682,1.32,-,
47,"Thursday, May 22",boxscore,BAL,@,NYY,L-wo,1,2,,25-22,3,4.5,Rivera,Johnson,,2:49,N,49452,1.31,--,
48,"Friday, May 23",boxscore,BAL,@,TBR,L,0,2,,25-23,3,4.5,Garza,Guthrie,Percival,2:44,N,13635,1.40,---,
49,"Saturday, May 24",boxscore,BAL,@,TBR,L,4,11,,25-24,3,4.5,Jackson,Trachsel,,3:04,N,30445,1.31,----,
50,"Sunday, May 25",boxscore,BAL,@,TBR,L-wo,4,5,,25-25,4,5.0,Percival,Sherrill,,2:49,D,17762,1.28,-----,
51,"Monday, May 26",boxscore,BAL,,NYY,W,6,1,,26-25,4,5.0,Olson,Rasner,,2:46,D,34928,1.05,+,
52,"Tuesday, May 27",boxscore,BAL,,NYY,W-wo,10,9,11,27-25,3,4.0,Albers,Hawkins,,3:52,N,24030,1.12,++,
53,"Wednesday, May 28",boxscore,BAL,,NYY,L,2,4,,27-26,4,5.0,Pettitte,Guthrie,Rivera,2:53,N,24791,1.19,-,
54,"Friday, May 30",boxscore,BAL,,BOS,L,2,5,13,27-27,4,5.5,Timlin,Bradford,Papelbon,4:49,N,46199,1.19,--,
55,"Saturday, May 31",boxscore,BAL,,BOS,L,3,6,,27-28,5,6.5,Aardsma,Cormier,Papelbon,3:20,N,48281,1.07,---,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
56,"Sunday, Jun 1",boxscore,BAL,,BOS,L,4,9,,27-29,5,7.5,Colón,Burres,,3:05,D,45031,.97,----,
57,"Monday, Jun 2",boxscore,BAL,,BOS,W,6,3,,28-29,4,7.0,Johnson,Okajima,Sherrill,2:55,N,25711,.87,+,
58,"Tuesday, Jun 3",boxscore,BAL,@,MIN,W,5,3,,29-29,4,6.0,Liz,Slowey,Sherrill,2:56,N,18802,.83,++,
59,"Wednesday, Jun 4",boxscore,BAL,@,MIN,L,5,7,,29-30,4,6.5,Bonser,Cabrera,Nathan,2:37,N,22057,.87,-,
60,"Thursday, Jun 5",boxscore,BAL,@,MIN,W,3,2,,30-30,4,6.5,Olson,Bass,Sherrill,2:55,D,19621,.81,+,
61,"Friday, Jun 6",boxscore,BAL,@,TOR,W,6,5,,31-30,3,5.5,Sarfate,Benítez,Sherrill,3:15,N,23649,1.01,++,
62,"Saturday, Jun 7",boxscore,BAL,@,TOR,W,9,5,,32-30,3,5.5,Guthrie,Burnett,,2:57,D,25122,1.12,+++,
63,"Sunday, Jun 8",boxscore,BAL,@,TOR,L,4,5,,32-31,3,6.5,Halladay,Albers,Ryan,2:30,D,25365,1.18,-,
64,"Tuesday, Jun 10",boxscore,BAL,@,BOS,W,10,6,,33-31,3,5.5,Sarfate,Okajima,,3:27,N,37858,1.18,+,
65,"Wednesday, Jun 11",boxscore,BAL,@,BOS,L,3,6,,33-32,3,6.5,Colón,Olson,Papelbon,2:47,N,38130,1.35,-,
66,"Thursday, Jun 12",boxscore,BAL,@,BOS,L,2,9,,33-33,4,7.5,Lester,Guthrie,,2:38,N,38139,1.21,--,
67,"Friday, Jun 13",boxscore,BAL,,PIT,W,9,6,,34-33,4,6.5,Burres,Osoria,Sherrill,2:54,N,47305,.92,+,
68,"Saturday, Jun 14",boxscore,BAL,,PIT,W-wo,8,7,,35-33,4,6.5,Sherrill,Capps,,3:12,N,32432,.95,++,
69,"Sunday, Jun 15",boxscore,BAL,,PIT,L,4,5,10,35-34,4,7.5,Capps,Sherrill,,3:03,D,31107,1.00,-,
70,"Tuesday, Jun 17",boxscore,BAL,,HOU,W,6,5,,36-34,4,7.0,Johnson,Brocail,Sherrill,3:12,N,21535,.92,+,
71,"Wednesday, Jun 18",boxscore,BAL,,HOU,W-wo,2,1,10,37-34,4,7.0,Bradford,Valverde,,3:04,N,21112,.93,++,
72,"Thursday, Jun 19",boxscore,BAL,,HOU,W,7,5,,38-34,4,6.5,Burres,Chacón,Sherrill,2:50,N,31480,.96,+++,
73,"Friday, Jun 20",boxscore,BAL,@,MIL,W,8,5,,39-34,4,5.5,Cormier,Suppan,Sherrill,3:27,N,36526,1.00,++++,
74,"Saturday, Jun 21",boxscore,BAL,@,MIL,L,2,3,,39-35,4,5.5,McClung,Cabrera,Torres,2:35,N,42521,1.20,-,
75,"Sunday, Jun 22",boxscore,BAL,@,MIL,L,3,7,,39-36,4,6.5,Parra,Olson,Torres,3:04,D,43517,1.13,--,
76,"Tuesday, Jun 24",boxscore,BAL,@,CHC,W,7,5,,40-36,4,6.0,Guthrie,Marshall,Sherrill,3:03,N,41537,1.04,+,
77,"Wednesday, Jun 25",boxscore,BAL,@,CHC,L,4,7,,40-37,4,7.0,Lilly,Albers,Wood,2:59,N,40754,1.06,-,
78,"Thursday, Jun 26",boxscore,BAL,@,CHC,W,11,4,,41-37,4,6.5,Liz,Marquis,,3:15,D,41670,.94,+,
79,"Friday, Jun 27",boxscore,BAL,@,WSN,L,2,4,,41-38,4,7.5,Hanrahan,Cabrera,Rauch,2:49,N,35830,1.05,-,
80,"Saturday, Jun 28",boxscore,BAL,@,WSN,W,9,1,,42-38,4,6.5,Olson,Lannan,Cormier,2:49,N,39479,.88,+,
81,"Sunday, Jun 29",boxscore,BAL,@,WSN,L-wo,2,3,12,42-39,4,7.0,Hanrahan,Sherrill,,3:16,D,39824,1.04,-,
82,"Monday, Jun 30",boxscore,BAL,,KCR,L,5,6,11,42-40,4,8.0,Mahay,Bradford,Soria,3:43,N,15289,.89,--,
Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
83,"Tuesday, Jul 1",boxscore,BAL,,KCR,W,7,5,,43-40,4,8.0,Liz,Hochevar,Sherrill,2:41,N,19756,.83,+,
84,"Wednesday, Jul 2",boxscore,BAL,,KCR,W,5,2,,44-40,4,8.0,Cabrera,Meche,,2:16,N,17909,.91,++,
85,"Thursday, Jul 3",boxscore,BAL,,KCR,L,7,10,,44-41,4,8.5,Peralta,Loewen,Soria,2:53,N,16782,1.04,-,
86,"Friday, Jul 4",boxscore,BAL,,TEX,W,10,4,,45-41,3,8.5,Guthrie,Padilla,,2:55,D,21363,.94,+,
87,"Saturday, Jul 5",boxscore,BAL,,TEX,L,3,5,,45-42,4,9.5,Feldman,Cormier,Wilson,2:55,N,19006,1.02,-,
88,"Sunday, Jul 6",boxscore,BAL,,TEX,L,10,11,,45-43,4,10.5,Millwood,Liz,Wilson,3:48,D,22276,.89,--,
89,"Tuesday, Jul 8",boxscore,BAL,@,TOR,L-wo,6,7,,45-44,4,10.0,Ryan,Johnson,,3:03,N,23276,.73,---,
90,"Wednesday, Jul 9",boxscore,BAL,@,TOR,L,8,9,,45-45,4,10.0,Burnett,Olson,Ryan,3:03,N,22365,.62,----,
91,"Thursday, Jul 10",boxscore,BAL,@,TOR,L-wo,5,6,,45-46,4,10.0,Camp,Sherrill,,2:39,N,22279,.54,-----,
92,"Friday, Jul 11",boxscore,BAL,@,BOS,W,7,3,,46-46,4,9.0,Burres,Buchholz,Sherrill,3:29,N,37779,.60,+,
93,"Saturday, Jul 12",boxscore,BAL,@,BOS,L,1,12,,46-47,4,9.0,Wakefield,Liz,,2:32,N,37539,.78,-,
94,"Sunday, Jul 13",boxscore,BAL,@,BOS,L,1,2,,46-48,5,9.5,Matsuzaka,Cabrera,Papelbon,3:32,D,37344,.64,--,
95,"Thursday, Jul 17",boxscore,BAL,,DET,L,5,6,,46-49,5,10.0,Rogers,Olson,Jones,2:51,N,23224,.44,---,
96,"Friday, Jul 18",boxscore,BAL,,DET,W,7,4,,47-49,4,9.5,Guthrie,Galarraga,Sherrill,2:38,N,29111,.34,+,
97,"Saturday, Jul 19",boxscore,BAL,,DET,W-wo,11,10,10,48-49,4,9.5,Sherrill,Dolsi,,3:48,N,31525,.41,++,
98,"Sunday, Jul 20",boxscore,BAL,,DET,L,1,5,,48-50,4,9.5,Verlander,Burres,,2:37,D,23278,.46,-,
99,"Monday, Jul 21",boxscore,BAL,,TOR,W,8,3,,49-50,4,9.5,Liz,Litsch,,2:41,N,12772,.40,+,
100,"Tuesday, Jul 22",boxscore,BAL,,TOR,L,8,10,,49-51,4,9.5,Carlson,Cabrera,Ryan,3:13,N,15184,.44,-,
101,"Wednesday, Jul 23",boxscore,BAL,,TOR,L,1,5,,49-52,5,10.5,Burnett,Guthrie,,3:03,N,24776,.34,--,
102,"Thursday, Jul 24",boxscore,BAL,,TOR,L,1,7,,49-53,5,10.5,Halladay,Cabrera,,2:45,D,23329,.24,---,
103,"Friday, Jul 25",boxscore,BAL,,LAA,L,5,6,,49-54,5,11.5,Saunders,Burres,Rodríguez,2:43,N,27999,.19,----,
