Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Tuesday, Apr 1",boxscore,TOR,@,NYY,L,2,3,,0-1,4,1.0,Wang,Halladay,Rivera,2:31,N,55112,1.09,-,2008-03-31 (Rain)
2,"Wednesday, Apr 2",boxscore,TOR,@,NYY,W,5,2,,1-1,2,1.0,Burnett,Mussina,Accardo,3:10,N,48544,1.05,+,
3,"Thursday, Apr 3",boxscore,TOR,@,NYY,L,2,3,,1-2,5,1.5,Chamberlain,Wolfe,Rivera,2:45,N,47785,1.09,-,
4,"Friday, Apr 4",boxscore,TOR,,BOS,W,6,3,,2-2,4,0.5,Marcum,Aardsma,Accardo,2:24,N,50171,1.03,+,
5,"Saturday, Apr 5",boxscore,TOR,,BOS,W,10,2,,3-2,3,0.5,Litsch,Buchholz,,3:02,D,35238,1.12,++,
6,"Sunday, Apr 6",boxscore,TOR,,BOS,W,7,4,,4-2,2,0.5,Halladay,Beckett,Accardo,2:58,D,30114,1.12,+++,
7,"Tuesday, Apr 8",boxscore,TOR,,OAK,L,8,9,,4-3,2,2.0,Embree,Accardo,Street,3:16,N,31336,1.04,-,
8,"Wednesday, Apr 9",boxscore,TOR,,OAK,L,3,6,,4-4,2,2.5,Hernández,Accardo,Street,3:31,N,16102,1.00,--,
9,"Thursday, Apr 10",boxscore,TOR,,OAK,L,2,3,12,4-5,4,2.0,Devine,League,Foulke,3:54,N,16521,.99,---,
10,"Friday, Apr 11",boxscore,TOR,@,TEX,W,8,5,,5-5,3,1.0,Litsch,Padilla,Downs,3:19,N,24209,.95,+,
11,"Saturday, Apr 12",boxscore,TOR,@,TEX,W,4,1,,6-5,2,1.0,Halladay,Mendoza,,2:45,N,34960,.98,++,
12,"Sunday, Apr 13",boxscore,TOR,@,TEX,W,5,4,10,7-5,1,Tied,Carlson,Nippert,Ryan,3:38,D,21515,1.09,+++,
13,"Monday, Apr 14",boxscore,TOR,@,BAL,L,3,4,,7-6,3,1.0,Albers,McGowan,Sherrill,2:56,N,11510,1.22,-,
14,"Tuesday, Apr 15",boxscore,TOR,@,BAL,W,11,3,,8-6,2,0.5,Marcum,Trachsel,,3:19,N,15017,1.17,+,
15,"Wednesday, Apr 16",boxscore,TOR,,TEX,L,5,7,14,8-7,3,0.5,Nippert,Burnett,Wilson,4:53,N,15686,1.08,-,
16,"Thursday, Apr 17",boxscore,TOR,,TEX,L,1,4,,8-8,4,1.5,Padilla,Halladay,Wilson,2:33,N,15809,1.07,--,
17,"Friday, Apr 18",boxscore,TOR,,DET,L,4,8,,8-9,4,2.5,Rogers,Accardo,,3:08,N,24294,.98,---,
18,"Saturday, Apr 19",boxscore,TOR,,DET,W,3,2,,9-9,3,2.5,McGowan,Bonderman,Ryan,2:54,D,31052,.97,+,
19,"Sunday, Apr 20",boxscore,TOR,,DET,W,5,3,,10-9,3,2.5,Burnett,Robertson,Accardo,2:54,D,30139,1.00,++,
20,"Monday, Apr 21",boxscore,TOR,,DET,L,1,5,,10-10,3,3.5,Galarraga,Marcum,,3:01,D,25287,1.05,-,
21,"Tuesday, Apr 22",boxscore,TOR,@,TBR,L,4,6,,10-11,4,4.5,Shields,Litsch,Percival,2:40,N,8269,1.06,--,
22,"Wednesday, Apr 23",boxscore,TOR,@,TBR,L,3,5,,10-12,5,4.5,Hammel,Halladay,Percival,2:26,N,8989,1.00,---,
23,"Thursday, Apr 24",boxscore,TOR,@,TBR,L,3,5,,10-13,5,4.5,Sonnanstine,McGowan,Percival,3:12,N,9540,.92,----,
24,"Friday, Apr 25",boxscore,TOR,@,KCR,L,4,8,,10-14,5,4.5,Oviedo,Burnett,,2:47,N,22561,.84,-----,
25,"Saturday, Apr 26",boxscore,TOR,@,KCR,L,1,2,,10-15,5,4.5,Hochevar,Marcum,Soria,2:51,N,24078,.78,------,
26,"Sunday, Apr 27",boxscore,TOR,@,KCR,W,5,2,,11-15,5,3.5,Litsch,Meche,Carlson,2:44,D,13998,.71,+,
27,"Tuesday, Apr 29",boxscore,TOR,@,BOS,L-wo,0,1,,11-16,5,5.0,Papelbon,Halladay,,2:18,N,37215,.87,-,
28,"Wednesday, Apr 30",boxscore,TOR,@,BOS,L-wo,1,2,,11-17,5,5.5,Papelbon,Downs,,3:00,N,37710,.83,--,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
29,"Thursday, May 1",boxscore,TOR,@,BOS,W,3,0,,12-17,5,4.5,Burnett,Wakefield,Ryan,2:44,N,37821,.78,+,
30,"Friday, May 2",boxscore,TOR,,CHW,W,2,0,,13-17,5,4.5,Marcum,Buehrle,Downs,2:10,N,21057,.75,++,
31,"Saturday, May 3",boxscore,TOR,,CHW,W,5,2,,14-17,5,4.5,Litsch,Danks,Ryan,2:36,D,27778,.81,+++,
32,"Sunday, May 4",boxscore,TOR,,CHW,W,4,3,,15-17,5,4.5,Halladay,Contreras,Downs,2:12,D,26247,.83,++++,
33,"Monday, May 5",boxscore,TOR,,CHW,W,1,0,,16-17,5,4.5,McGowan,Vazquez,Ryan,2:40,N,16602,.93,+++++,
34,"Tuesday, May 6",boxscore,TOR,,TBR,L,4,5,,16-18,5,5.5,Sonnanstine,Burnett,Percival,2:51,N,30397,1.10,-,
35,"Wednesday, May 7",boxscore,TOR,,TBR,W,6,2,,17-18,3,4.5,Marcum,Garza,,2:47,N,19276,.97,+,
36,"Thursday, May 8",boxscore,TOR,,TBR,L,3,8,13,17-19,5,5.5,Howell,Camp,,4:04,N,21118,1.07,-,
37,"Friday, May 9",boxscore,TOR,@,CLE,L,1,6,,17-20,5,5.5,Sabathia,Halladay,,3:00,N,26472,.87,--,
38,"Saturday, May 10",boxscore,TOR,@,CLE,L,0,12,,17-21,5,6.5,Laffey,McGowan,,2:53,N,38141,.84,---,
39,"Monday, May 12 (1)",boxscore,TOR,@,CLE,L,0,3,,17-22,5,5.5,Hernández,Burnett,,2:30,D,,.79,----,2008-05-11 (Rain)
40,"Monday, May 12 (2)",boxscore,TOR,@,CLE,W,3,0,10,18-22,5,5.5,Ryan,Betancourt,Downs,2:53,N,16045,.72,+,
41,"Tuesday, May 13",boxscore,TOR,@,MIN,W,5,3,,19-22,5,5.0,Litsch,Slowey,Ryan,2:59,N,18110,.79,++,
42,"Wednesday, May 14",boxscore,TOR,@,MIN,W,6,5,,20-22,5,4.0,Halladay,Bonser,Downs,2:55,N,21026,.83,+++,
43,"Thursday, May 15",boxscore,TOR,@,MIN,W,3,2,11,21-22,4,4.0,Camp,Crain,Ryan,3:40,D,18701,.92,++++,
44,"Friday, May 16",boxscore,TOR,@,PHI,L,3,10,,21-23,4,5.0,Moyer,Purcey,,2:28,N,36600,.93,-,
45,"Saturday, May 17",boxscore,TOR,@,PHI,W,6,3,,22-23,4,4.0,Burnett,Eaton,Ryan,3:00,N,42604,.89,+,
46,"Sunday, May 18",boxscore,TOR,@,PHI,W,6,5,,23-23,4,4.0,Frasor,Seanez,Ryan,2:54,D,42858,.92,++,
47,"Tuesday, May 20",boxscore,TOR,,LAA,L,1,3,,23-24,4,5.5,Lackey,McGowan,Rodríguez,2:46,N,31487,1.04,-,
48,"Wednesday, May 21",boxscore,TOR,,LAA,L,3,4,,23-25,4,6.5,Garland,Marcum,Rodríguez,2:50,N,20163,.95,--,
49,"Thursday, May 22",boxscore,TOR,,LAA,W,4,3,,24-25,4,6.5,Burnett,Santana,Ryan,2:37,N,22007,.88,+,
50,"Friday, May 23",boxscore,TOR,,KCR,W,7,1,,25-25,4,5.5,Halladay,Greinke,,2:14,N,24207,.87,++,
51,"Saturday, May 24",boxscore,TOR,,KCR,W,6,0,,26-25,3,4.5,Litsch,Hochevar,,2:37,D,28162,.97,+++,
52,"Sunday, May 25",boxscore,TOR,,KCR,W,3,1,,27-25,3,4.0,McGowan,Meche,Ryan,2:40,D,29315,1.03,++++,
53,"Monday, May 26",boxscore,TOR,,KCR,W,7,2,,28-25,3,4.0,Marcum,Tomko,,2:32,D,23157,1.07,+++++,
