Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Thursday, Mar 28",boxscore,BAL,@,NYY,L,2,7,,0-1,2,1.0,Tanaka,Cashner,,3:06,D,46928,1.11,-,
2,"Saturday, Mar 30",boxscore,BAL,@,NYY,W,5,3,,1-1,3,0.5,Yacabonis,Paxton,Wright,3:24,D,42203,1.03,+,
3,"Sunday, Mar 31",boxscore,BAL,@,NYY,W,7,5,,2-1,2,0.5,Means,Happ,Fry,3:48,D,38419,1.08,++,
Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
4,"Monday, Apr 1",boxscore,BAL,@,TOR,W,6,5,,3-1,2,0.5,Hess,Reid-Foley,Bleier,2:46,N,10460,1.14,+++,
5,"Tuesday, Apr 2",boxscore,BAL,@,TOR,W,2,1,,4-1,2,0.5,Cashner,Stroman,Castro,2:45,N,12110,1.17,++++,
6,"Wednesday, Apr 3",boxscore,BAL,@,TOR,L,3,5,,4-2,2,0.5,Shoemaker,Karns,Giles,2:42,D,11436,1.21,-,
7,"Thursday, Apr 4",boxscore,BAL,,NYY,L,4,8,,4-3,2,1.0,Paxton,Wright,,3:27,D,44182,1.19,--,
8,"Saturday, Apr 6",boxscore,BAL,,NYY,L,4,6,,4-4,2,1.5,Ottavino,Castro,Chapman,3:42,N,27504,1.17,---,
9,"Sunday, Apr 7",boxscore,BAL,,NYY,L,3,15,,4-5,3,2.5,Germán,Hess,,3:05,D,33102,1.14,----,
10,"Monday, Apr 8",boxscore,BAL,,OAK,W,12,4,,5-5,2,2.5,Cashner,Estrada,,3:07,N,6585,.94,+,
11,"Tuesday, Apr 9",boxscore,BAL,,OAK,L,2,13,,5-6,2,3.5,Anderson,Means,,2:53,N,7738,1.01,-,
12,"Wednesday, Apr 10",boxscore,BAL,,OAK,L,3,10,,5-7,2,4.5,Montas,Straily,,2:35,N,7974,.92,--,
13,"Thursday, Apr 11",boxscore,BAL,,OAK,L,5,8,,5-8,3,5.0,Brooks,Bundy,Treinen,2:50,D,8374,.85,---,
14,"Friday, Apr 12",boxscore,BAL,@,BOS,L,4,6,,5-9,3,6.0,Rodriguez,Hess,Brasier,2:55,N,33664,.91,----,
15,"Saturday, Apr 13",boxscore,BAL,@,BOS,W,9,5,,6-9,3,5.0,Cashner,Porcello,,3:39,D,35823,.84,+,
16,"Sunday, Apr 14",boxscore,BAL,@,BOS,L,0,4,,6-10,3,6.0,Price,Means,,3:07,D,36023,.91,-,
17,"Monday, Apr 15",boxscore,BAL,@,BOS,W,8,1,,7-10,2,5.5,Straily,Velázquez,,3:17,D,35860,.86,+,
18,"Tuesday, Apr 16",boxscore,BAL,@,TBR,L,2,4,,7-11,3,6.5,Glasnow,Bundy,Castillo,2:41,N,9842,1.04,-,
19,"Wednesday, Apr 17",boxscore,BAL,@,TBR,L,1,8,,7-12,3,7.5,Chirinos,Hess,,2:43,N,9028,.94,--,
20,"Thursday, Apr 18",boxscore,BAL,@,TBR,W,6,5,11,8-12,3,6.5,Means,Castillo,,4:15,N,9081,.90,+,
21,"Saturday, Apr 20 (1)",boxscore,BAL,,MIN,L,5,6,,8-13,5,6.5,Berríos,Yacabonis,Rogers,3:16,D,,.79,-,2019-04-19 (Rain)
22,"Saturday, Apr 20 (2)",boxscore,BAL,,MIN,L,7,16,,8-14,5,6.5,Pérez,Cobb,,2:50,N,28409,.73,--,
23,"Sunday, Apr 21",boxscore,BAL,,MIN,L,3,4,,8-15,5,6.5,Gibson,Bundy,Rogers,3:08,D,11018,.67,---,
24,"Monday, Apr 22",boxscore,BAL,,CHW,L,2,12,,8-16,5,7.5,Fry,Hess,,3:26,N,8555,.61,----,
25,"Tuesday, Apr 23",boxscore,BAL,,CHW,W,9,1,,9-16,5,7.5,Cashner,Nova,,2:56,N,8953,.54,+,
26,"Wednesday, Apr 24",boxscore,BAL,,CHW,W,4,3,,10-16,5,6.5,Means,Santana,Givens,2:56,N,10550,.58,++,
27,"Friday, Apr 26",boxscore,BAL,@,MIN,L,1,6,,10-17,5,7.0,Pérez,Cobb,,3:07,N,23658,.66,-,
28,"Saturday, Apr 27",boxscore,BAL,@,MIN,L,2,9,,10-18,5,8.0,Berríos,Fry,,3:24,D,18878,.59,--,
29,"Sunday, Apr 28",boxscore,BAL,@,MIN,L,1,4,,10-19,5,9.0,Gibson,Bundy,Parker,2:42,D,20034,.50,---,
30,"Monday, Apr 29",boxscore,BAL,@,CHW,L,3,5,,10-20,5,10.0,Banuelos,Means,Colomé,3:18,N,14717,.46,----,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
31,"Wednesday, May 1 (1)",boxscore,BAL,@,CHW,W,5,4,,11-20,5,9.0,Kline,Herrera,Givens,3:48,D,,.38,+,2019-04-30 (Inclement weather)
32,"Wednesday, May 1 (2)",boxscore,BAL,@,CHW,L-wo,6,7,,11-21,5,9.0,Vieira,Phillips,,3:22,N,14781,.45,-,
33,"Friday, May 3",boxscore,BAL,,TBR,L,0,7,,11-22,5,10.5,Glasnow,Straily,,2:38,N,10034,.52,--,
