Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Thursday, Mar 28",boxscore,NYY,,BAL,W,7,2,,1-0,1,up 1.0,Tanaka,Cashner,,3:06,D,46928,1.08,+,
2,"Saturday, Mar 30",boxscore,NYY,,BAL,L,3,5,,1-1,3,0.5,Yacabonis,Paxton,Wright,3:24,D,42203,1.12,-,
3,"Sunday, Mar 31",boxscore,NYY,,BAL,L,5,7,,1-2,4,1.5,Means,Happ,Fry,3:48,D,38419,1.04,--,
Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
4,"Monday, Apr 1",boxscore,NYY,,DET,W,3,1,,2-2,3,1.5,Germán,Ross,Chapman,2:43,N,32036,.91,+,
5,"Tuesday, Apr 2",boxscore,NYY,,DET,L,1,3,,2-3,3,2.5,Jiménez,Chapman,Greene,2:41,N,32018,.91,-,
6,"Wednesday, Apr 3",boxscore,NYY,,DET,L,1,2,,2-4,4,2.5,Farmer,Green,Greene,2:37,D,33038,.90,--,
7,"Thursday, Apr 4",boxscore,NYY,@,BAL,W,8,4,,3-4,3,2.0,Paxton,Wright,,3:27,D,44182,.97,+,
8,"Saturday, Apr 6",boxscore,NYY,@,BAL,W,6,4,,4-4,2,1.5,Ottavino,Castro,Chapman,3:42,N,27504,1.02,++,
9,"Sunday, Apr 7",boxscore,NYY,@,BAL,W,15,3,,5-4,2,1.5,Germán,Hess,,3:05,D,33102,1.11,+++,
10,"Monday, Apr 8",boxscore,NYY,@,HOU,L,3,4,,5-5,2,2.5,Pressly,Ottavino,Osuna,2:59,N,27631,1.00,-,
11,"Tuesday, Apr 9",boxscore,NYY,@,HOU,L,3,6,,5-6,2,3.5,Rondón,Green,Osuna,3:15,N,31009,.97,--,
12,"Wednesday, Apr 10",boxscore,NYY,@,HOU,L,6,8,,5-7,2,4.5,McHugh,Paxton,Pressly,3:30,N,27685,.94,---,
13,"Friday, Apr 12",boxscore,NYY,,CHW,L,6,9,7,5-8,2,5.5,Giolito,Happ,Jones,2:43,N,40913,.86,----,
14,"Saturday, Apr 13",boxscore,NYY,,CHW,W,4,0,,6-8,2,4.5,Germán,Nova,,2:28,D,41176,.84,+,
15,"Sunday, Apr 14",boxscore,NYY,,CHW,L,2,5,,6-9,2,5.5,Rodón,Tanaka,Colomé,3:21,D,40104,.85,-,
16,"Tuesday, Apr 16",boxscore,NYY,,BOS,W,8,0,,7-9,2,5.5,Paxton,Sale,,2:23,N,45008,.88,+,
17,"Wednesday, Apr 17",boxscore,NYY,,BOS,W,5,3,,8-9,2,5.5,Kahnle,Workman,Chapman,2:56,N,44106,.91,++,
