Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Tuesday, Apr 6",boxscore,BAL,@,TBR,L-wo,3,4,,0-1,4,1.0,Soriano,Gonzalez,,3:02,N,36973,1.14,-,
2,"Wednesday, Apr 7",boxscore,BAL,@,TBR,L,3,4,,0-2,5,2.0,Garza,Guthrie,Soriano,2:47,N,15220,1.16,--,
3,"Thursday, Apr 8",boxscore,BAL,@,TBR,W,5,4,,1-2,4,1.0,Matusz,Ekstrom,Gonzalez,3:22,N,16191,1.06,+,
4,"Friday, Apr 9",boxscore,BAL,,TOR,L,6,7,,1-3,4,2.0,Janssen,Gonzalez,Gregg,2:54,D,48891,1.08,-,
5,"Saturday, Apr 10",boxscore,BAL,,TOR,L,0,3,,1-4,5,3.0,Eveland,Hernandez,Frasor,2:24,N,21148,1.07,--,
6,"Sunday, Apr 11",boxscore,BAL,,TOR,L,2,5,,1-5,5,4.0,Janssen,Millwood,Gregg,2:22,D,22499,.95,---,
7,"Monday, Apr 12",boxscore,BAL,,TBR,L,1,5,,1-6,5,4.0,Garza,Guthrie,,2:51,N,9129,.84,----,
8,"Tuesday, Apr 13",boxscore,BAL,,TBR,L,6,8,10,1-7,5,5.0,Cormier,Albers,Soriano,3:32,N,13731,.75,-----,
9,"Wednesday, Apr 14",boxscore,BAL,,TBR,L,1,9,,1-8,5,5.0,Price,Bergesen,,2:40,D,10248,.73,------,
10,"Thursday, Apr 15",boxscore,BAL,@,OAK,L,2,6,,1-9,5,6.0,Sheets,Hernandez,,2:44,N,17382,.60,-------,
11,"Friday, Apr 16",boxscore,BAL,@,OAK,L,2,4,,1-10,5,6.5,Braden,Millwood,Bailey,2:09,N,12225,.57,--------,
12,"Saturday, Apr 17",boxscore,BAL,@,OAK,L-wo,3,4,,1-11,5,7.5,Blevins,Johnson,,2:48,D,15072,.47,---------,
13,"Sunday, Apr 18",boxscore,BAL,@,OAK,W,8,3,,2-11,5,7.5,Matusz,Anderson,Johnson,2:32,D,14451,.47,+,
14,"Monday, Apr 19",boxscore,BAL,@,SEA,L,2,8,,2-12,5,8.5,Fister,Bergesen,,2:24,N,14528,.46,-,
15,"Tuesday, Apr 20",boxscore,BAL,@,SEA,L,1,3,,2-13,5,9.0,Vargas,Hernandez,Aardsma,2:21,N,15931,.45,--,
16,"Wednesday, Apr 21",boxscore,BAL,@,SEA,L,1,4,,2-14,5,10.0,Hernández,Millwood,,2:08,N,18401,.37,---,
17,"Friday, Apr 23",boxscore,BAL,@,BOS,L,3,4,,2-15,5,10.0,Delcarmen,Albers,Papelbon,3:35,N,37367,.33,----,
18,"Saturday, Apr 24",boxscore,BAL,@,BOS,L,6,7,,2-16,5,11.0,Lackey,Albers,Papelbon,3:08,N,38017,.35,-----,
19,"Sunday, Apr 25",boxscore,BAL,@,BOS,W,7,6,10,3-16,5,11.0,Johnson,Atchison,Meredith,3:44,D,37102,.30,+,
20,"Tuesday, Apr 27",boxscore,BAL,,NYY,W,5,4,,4-16,5,11.0,Castillo,Robertson,Simon,3:24,N,20536,.33,++,
21,"Wednesday, Apr 28",boxscore,BAL,,NYY,L,3,8,,4-17,5,12.0,Sabathia,Guthrie,,2:55,N,17248,.38,-,
22,"Thursday, Apr 29",boxscore,BAL,,NYY,L,0,4,,4-18,5,13.0,Burnett,Matusz,,2:51,N,26439,.32,--,
23,"Friday, Apr 30",boxscore,BAL,,BOS,W-wo,5,4,10,5-18,5,12.0,Albers,Ramirez,,3:35,N,30668,.24,+,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
24,"Saturday, May 1",boxscore,BAL,,BOS,W,12,9,,6-18,5,11.0,Bergesen,Matsuzaka,Simon,2:48,N,35164,.27,++,
25,"Sunday, May 2",boxscore,BAL,,BOS,W-wo,3,2,10,7-18,5,11.0,Albers,Papelbon,,3:22,D,34255,.33,+++,
26,"Monday, May 3",boxscore,BAL,@,NYY,L,1,4,,7-19,5,11.5,Sabathia,Guthrie,Chamberlain,2:29,N,41571,.37,-,
27,"Tuesday, May 4",boxscore,BAL,@,NYY,L,1,4,,7-20,5,12.5,Burnett,Matusz,Chamberlain,3:02,N,43260,.32,--,
28,"Wednesday, May 5",boxscore,BAL,@,NYY,L,5,7,,7-21,5,13.5,Pettitte,Hernandez,Aceves,3:03,D,43425,.25,---,
29,"Thursday, May 6",boxscore,BAL,@,MIN,W,2,0,,8-21,5,13.5,Bergesen,Pavano,Simon,2:17,N,38489,.19,+,
30,"Saturday, May 8 (1)",boxscore,BAL,@,MIN,W,7,3,,9-21,5,13.5,Guthrie,Liriano,,2:36,D,38608,.21,++,2010-05-07 (Rain)
31,"Saturday, May 8 (2)",boxscore,BAL,@,MIN,L,1,6,,9-22,5,13.5,Baker,Millwood,,2:23,N,38863,.24,-,
32,"Sunday, May 9",boxscore,BAL,@,MIN,L,0,6,,9-23,5,13.5,Blackburn,Matusz,,2:24,D,38641,.19,--,
33,"Tuesday, May 11",boxscore,BAL,,SEA,L,1,5,,9-24,5,14.0,Lee,Hernandez,League,2:32,N,12614,.18,---,
34,"Wednesday, May 12",boxscore,BAL,,SEA,W,5,2,,10-24,5,14.0,Bergesen,Rowland-Smith,Simon,2:48,N,11448,.14,+,
35,"Thursday, May 13",boxscore,BAL,,SEA,W,6,5,,11-24,5,13.5,Hendrickson,League,Simon,2:32,D,20938,.17,++,
36,"Friday, May 14",boxscore,BAL,,CLE,W,8,1,,12-24,5,12.5,Guthrie,Masterson,,2:45,N,25902,.20,+++,
37,"Saturday, May 15",boxscore,BAL,,CLE,L,2,8,,12-25,5,13.5,Talbot,Simon,,2:53,N,29545,.22,-,
38,"Sunday, May 16",boxscore,BAL,,CLE,L,1,5,,12-26,5,14.5,Westbrook,Hendrickson,,2:17,D,29323,.18,--,
39,"Monday, May 17",boxscore,BAL,,KCR,L,3,4,,12-27,5,15.5,Davies,Bergesen,Soria,2:43,N,9299,.16,---,
40,"Tuesday, May 18",boxscore,BAL,,KCR,W-wo,4,3,10,13-27,5,15.5,Simon,Bullington,,2:55,N,9715,.11,+,
41,"Wednesday, May 19",boxscore,BAL,@,TEX,L-wo,3,4,,13-28,5,16.5,Francisco,Meredith,,3:11,N,22321,.12,-,
42,"Thursday, May 20",boxscore,BAL,@,TEX,L,7,13,,13-29,5,17.5,Feldman,Matusz,,3:34,N,17304,.09,--,
43,"Friday, May 21",boxscore,BAL,@,WSN,W,5,3,,14-29,5,16.5,Hernandez,Olsen,Simon,3:23,N,27378,.10,+,
44,"Saturday, May 22",boxscore,BAL,@,WSN,L,6,7,,14-30,5,17.5,Walker,Hendrickson,Capps,2:58,D,30290,.13,-,
45,"Sunday, May 23",boxscore,BAL,@,WSN,L-wo,3,4,10,14-31,5,18.5,Slaten,Meredith,,3:17,D,27535,.10,--,
46,"Tuesday, May 25",boxscore,BAL,,OAK,W,5,1,,15-31,5,17.0,Guthrie,Ross,,2:41,N,14686,.07,+,
47,"Wednesday, May 26",boxscore,BAL,,OAK,L,1,6,,15-32,5,17.0,Cahill,Matusz,,2:51,N,19153,.10,-,
48,"Thursday, May 27",boxscore,BAL,,OAK,L,5,7,,15-33,5,18.0,Wuertz,Hendrickson,Bailey,3:00,N,26279,.07,--,
49,"Friday, May 28",boxscore,BAL,@,TOR,L,0,5,,15-34,5,18.0,Marcum,Millwood,,2:35,N,16360,.06,---,
50,"Saturday, May 29",boxscore,BAL,@,TOR,L,2,5,,15-35,5,19.0,Cecil,Berken,Gregg,2:35,D,16194,.05,----,
51,"Sunday, May 30",boxscore,BAL,@,TOR,L,1,6,,15-36,5,19.0,Romero,Guthrie,,2:05,D,15878,.04,-----,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
52,"Tuesday, Jun 1",boxscore,BAL,@,NYY,L,1,3,,15-37,5,19.5,Vazquez,Matusz,Rivera,2:39,N,43059,.03,------,
53,"Wednesday, Jun 2",boxscore,BAL,@,NYY,L,1,9,,15-38,5,20.5,Hughes,Bergesen,,2:49,N,44465,.02,-------,
54,"Thursday, Jun 3",boxscore,BAL,@,NYY,L,3,6,,15-39,5,21.0,Sabathia,Millwood,Rivera,3:01,D,44927,.01,--------,
55,"Friday, Jun 4",boxscore,BAL,,BOS,L,0,11,,15-40,5,21.0,Buchholz,Tillman,,3:01,N,30070,.01,---------,
56,"Saturday, Jun 5",boxscore,BAL,,BOS,L,2,8,,15-41,5,21.0,Lester,Guthrie,,3:14,N,40001,.01,----------,
57,"Sunday, Jun 6",boxscore,BAL,,BOS,W-wo,4,3,11,16-41,5,21.0,Hernandez,Okajima,,4:20,D,27774,.01,+,
58,"Tuesday, Jun 8",boxscore,BAL,,NYY,L,7,12,,16-42,5,22.0,Hughes,Millwood,,3:34,N,23171,.01,-,
59,"Wednesday, Jun 9",boxscore,BAL,,NYY,L,2,4,,16-43,5,23.0,Sabathia,Tillman,Rivera,3:18,N,16451,.00,--,
60,"Thursday, Jun 10",boxscore,BAL,,NYY,W,4,3,,17-43,5,22.0,Arrieta,Burnett,Hernandez,2:47,N,27064,.00,+,
61,"Friday, Jun 11",boxscore,BAL,,NYM,L,1,5,,17-44,5,22.0,Dickey,Guthrie,,2:35,N,28554,.00,-,
62,"Saturday, Jun 12",boxscore,BAL,,NYM,L,1,3,,17-45,5,23.0,Takahashi,Matusz,Rodríguez,2:31,N,42248,.00,--,
63,"Sunday, Jun 13",boxscore,BAL,,NYM,L,4,11,,17-46,5,23.0,Pelfrey,Millwood,,2:55,D,24848,.00,---,
64,"Monday, Jun 14",boxscore,BAL,@,SFG,L,2,10,,17-47,5,23.5,Sánchez,Tillman,,2:38,N,33822,.00,----,
65,"Tuesday, Jun 15",boxscore,BAL,@,SFG,W,4,1,,18-47,5,23.5,Arrieta,Martinez,Hernandez,2:41,N,35498,.00,+,
66,"Wednesday, Jun 16",boxscore,BAL,@,SFG,L,3,6,,18-48,5,23.5,Lincecum,Guthrie,Wilson,3:01,D,38485,.00,-,
67,"Friday, Jun 18",boxscore,BAL,@,SDP,L-wo,2,3,,18-49,5,23.0,Bell,Hernandez,,2:59,N,25167,.00,--,
68,"Saturday, Jun 19",boxscore,BAL,@,SDP,W,5,4,,19-49,5,23.0,Millwood,Richard,Simon,2:55,N,28138,.00,+,
69,"Sunday, Jun 20",boxscore,BAL,@,SDP,L,4,9,,19-50,5,24.0,Garland,Arrieta,,2:47,D,28029,.00,-,
70,"Tuesday, Jun 22",boxscore,BAL,,FLA,L,4,10,,19-51,5,24.5,Sánchez,Guthrie,,2:58,N,14821,.00,--,
