Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 5",boxscore,TOR,,DET,L,0,7,,0-1,4,1.0,Johnson,Halladay,,2:48,D,47817,.99,-,
2,"Tuesday, Apr 6",boxscore,TOR,,DET,L,3,7,,0-2,5,1.5,Maroth,Batista,Robertson,2:36,N,21003,.95,--,
3,"Wednesday, Apr 7",boxscore,TOR,,DET,L,3,6,,0-3,5,2.0,Bonderman,Hentgen,,2:14,N,13100,.91,---,
4,"Friday, Apr 9",boxscore,TOR,@,BOS,W,10,5,,1-3,5,1.5,Speier,Timlin,,2:56,D,34337,.96,+,
5,"Saturday, Apr 10",boxscore,TOR,@,BOS,L,1,4,,1-4,5,1.5,Martinez,Halladay,Foulke,2:13,N,35305,.98,-,
6,"Sunday, Apr 11",boxscore,TOR,@,BOS,L-wo,4,6,12,1-5,5,2.5,Malaska,Lopez,,3:53,D,34286,.99,--,
7,"Tuesday, Apr 13",boxscore,TOR,@,DET,W,7,5,,2-5,5,2.0,Adams,Patterson,Speier,2:51,N,8804,.84,+,
8,"Wednesday, Apr 14",boxscore,TOR,@,DET,L,3,5,,2-6,5,2.5,Robertson,Lilly,Patterson,2:41,N,15129,.89,-,
9,"Thursday, Apr 15",boxscore,TOR,@,DET,W,11,0,,3-6,5,2.0,Halladay,Johnson,,2:37,D,17572,.86,+,
10,"Friday, Apr 16",boxscore,TOR,,BAL,L,2,11,,3-7,5,2.5,Riley,Batista,,2:38,N,14239,.96,-,
11,"Saturday, Apr 17",boxscore,TOR,,BAL,L,3,5,,3-8,5,3.5,Ryan,Speier,Julio,2:42,D,20177,.91,--,
12,"Sunday, Apr 18",boxscore,TOR,,BAL,L,0,7,,3-9,5,4.5,DuBose,Hentgen,,2:26,D,16842,.88,---,
13,"Tuesday, Apr 20",boxscore,TOR,,BOS,L,2,4,,3-10,5,5.5,Martinez,Halladay,Foulke,2:32,N,26010,.77,----,
14,"Wednesday, Apr 21",boxscore,TOR,,BOS,L,2,4,,3-11,5,6.0,Wakefield,Lilly,Foulke,2:50,N,16163,.69,-----,
15,"Thursday, Apr 22",boxscore,TOR,,BOS,W,7,3,,4-11,5,5.5,Adams,Schilling,,2:48,N,16480,.64,+,
16,"Friday, Apr 23",boxscore,TOR,@,BAL,L,3,11,,4-12,5,6.5,DuBose,Towers,,2:29,N,26827,.69,-,
