Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Thursday, Mar 30",boxscore,BAL,@,BOS,W,10,9,,1-0,1,Tied,Gibson,Kluber,Bautista,3:10,D,36049,1.01,+,
Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
2,"Saturday, Apr 1",boxscore,BAL,@,BOS,L-wo,8,9,,1-1,2,1.0,Jansen,Bautista,,3:04,D,29062,1.03,-,
3,"Sunday, Apr 2",boxscore,BAL,@,BOS,L,5,9,,1-2,4,2.0,Houck,Irvin,,2:44,D,27886,1.00,--,
4,"Monday, Apr 3",boxscore,BAL,@,TEX,W,2,0,,2-2,3,2.0,Coulombe,Gray,Bautista,2:18,N,15867,.91,+,
5,"Tuesday, Apr 4",boxscore,BAL,@,TEX,W,7,2,,3-2,2,2.0,Gibson,Heaney,,2:30,N,16268,.93,++,
6,"Wednesday, Apr 5",boxscore,BAL,@,TEX,L,2,5,,3-3,3,3.0,deGrom,Voth,Leclerc,2:19,D,18560,1.01,-,
7,"Friday, Apr 7",boxscore,BAL,,NYY,W,7,6,,4-3,3,3.0,Pérez,Marinaccio,Bautista,3:04,D,45017,.99,+,
8,"Saturday, Apr 8",boxscore,BAL,,NYY,L,1,4,,4-4,4,4.0,Brito,Irvin,Holmes,2:47,N,30561,1.05,-,
9,"Sunday, Apr 9",boxscore,BAL,,NYY,L,3,5,,4-5,5,5.0,Cortés,Wells,Holmes,2:28,D,29221,.96,--,
10,"Monday, Apr 10",boxscore,BAL,,OAK,W,5,1,,5-5,4,5.0,Gibson,Sears,,2:48,N,9322,.84,+,
11,"Tuesday, Apr 11",boxscore,BAL,,OAK,W,12,8,,6-5,4,5.0,Baker,Moll,,3:08,N,12305,.89,++,
12,"Wednesday, Apr 12",boxscore,BAL,,OAK,L,4,8,,6-6,4,6.0,Smith,Akin,,2:50,N,10181,.90,-,
13,"Thursday, Apr 13",boxscore,BAL,,OAK,W-wo,8,7,,7-6,4,6.0,Bautista,May,,2:58,D,11665,.87,+,
14,"Friday, Apr 14",boxscore,BAL,@,CHW,W,6,3,,8-6,3,5.0,Baumann,López,Bautista,2:58,N,18941,.91,++,
15,"Saturday, Apr 15",boxscore,BAL,@,CHW,L-wo,6,7,10,8-7,4,5.0,Lambert,Gillaspie,,3:21,D,32091,.97,-,
16,"Sunday, Apr 16",boxscore,BAL,@,CHW,W,8,4,,9-7,4,5.0,Baumann,Bummer,,2:46,D,13794,.93,+,
