Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 3",boxscore,TOR,,KCR,W-wo,5,4,,1-0,1,Tied,Koch,Spradlin,,2:46,D,40898,1.00,+,
2,"Tuesday, Apr 4",boxscore,TOR,,KCR,W,6,3,,2-0,1,Tied,Halladay,Witasick,Koch,2:33,N,13514,1.00,++,
3,"Wednesday, Apr 5",boxscore,TOR,,KCR,L,3,4,,2-1,1,Tied,Rosado,Carpenter,Bottalico,2:45,N,14957,1.08,-,
4,"Thursday, Apr 6",boxscore,TOR,,KCR,L,3,9,,2-2,3,0.5,Durbin,Escobar,Rigby,3:00,D,14336,1.02,--,
5,"Friday, Apr 7",boxscore,TOR,@,TEX,L,5,11,,2-3,3,1.5,Clark,Castillo,,2:49,N,31619,.98,---,
6,"Saturday, Apr 8",boxscore,TOR,@,TEX,W,4,0,,3-3,3,1.5,Wells,Rogers,,2:52,N,37128,.94,+,
7,"Sunday, Apr 9",boxscore,TOR,@,TEX,L,5,7,,3-4,3,2.5,Helling,Halladay,,3:01,D,40186,.99,-,
8,"Monday, Apr 10",boxscore,TOR,@,ANA,L,0,6,,3-5,3,3.0,Schoeneweis,Carpenter,,2:22,N,14338,.95,--,
9,"Tuesday, Apr 11",boxscore,TOR,@,ANA,L,4,5,,3-6,4,3.0,Ortiz,Escobar,Percival,3:13,N,15229,.93,---,
10,"Wednesday, Apr 12",boxscore,TOR,@,ANA,W,6,2,,4-6,4,2.0,Borbón,Petkovsek,,2:57,N,16494,.89,+,
11,"Friday, Apr 14",boxscore,TOR,,SEA,L,9,11,,4-7,4,3.0,Moyer,Wells,,3:06,N,17306,.86,-,
12,"Saturday, Apr 15",boxscore,TOR,,SEA,L,6,17,,4-8,4,4.0,Rodriguez,Halladay,Paniagua,3:22,D,21754,.88,--,
13,"Sunday, Apr 16",boxscore,TOR,,SEA,L,7,19,,4-9,5,5.0,García,Carpenter,,3:24,D,15325,.80,---,
14,"Monday, Apr 17",boxscore,TOR,,ANA,W,7,1,,5-9,5,5.0,Escobar,Ortiz,,3:03,N,13622,.72,+,
