Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Tuesday, Apr 1",boxscore,NYY,,TOR,W,3,2,,1-0,1,Tied,Wang,Halladay,Rivera,2:31,N,55112,1.09,+,2008-03-31 (Rain)
2,"Wednesday, Apr 2",boxscore,NYY,,TOR,L,2,5,,1-1,2,1.0,Burnett,Mussina,Accardo,3:10,N,48544,1.11,-,
3,"Thursday, Apr 3",boxscore,NYY,,TOR,W,3,2,,2-1,2,0.5,Chamberlain,Wolfe,Rivera,2:45,N,47785,1.04,+,
4,"Friday, Apr 4",boxscore,NYY,,TBR,L,4,13,,2-2,4,0.5,Sonnanstine,Kennedy,,3:07,N,49255,1.11,-,
5,"Saturday, Apr 5",boxscore,NYY,,TBR,L,3,6,,2-3,5,1.5,Jackson,Pettitte,Percival,3:05,D,52247,1.05,--,
6,"Sunday, Apr 6",boxscore,NYY,,TBR,W,2,0,,3-3,4,1.5,Wang,Shields,Rivera,2:53,D,51279,1.05,+,
7,"Monday, Apr 7",boxscore,NYY,,TBR,W,6,1,,4-3,3,1.5,Mussina,Hammel,,2:53,N,41302,1.07,++,
8,"Tuesday, Apr 8",boxscore,NYY,@,KCR,L,2,5,,4-4,3,2.5,Bannister,Hughes,Soria,3:15,D,37296,1.01,-,
9,"Wednesday, Apr 9",boxscore,NYY,@,KCR,L,0,4,,4-5,3,3.0,Greinke,Farnsworth,Gobble,2:45,N,19007,.97,--,
10,"Thursday, Apr 10",boxscore,NYY,@,KCR,W,6,1,,5-5,2,1.5,Pettitte,Bale,,2:52,N,16143,.95,+,
11,"Friday, Apr 11",boxscore,NYY,@,BOS,W,4,1,,6-5,2,0.5,Wang,Timlin,,2:59,N,37624,1.12,++,
12,"Saturday, Apr 12",boxscore,NYY,@,BOS,L,3,4,,6-6,3,1.5,Beckett,Mussina,Papelbon,2:49,D,37461,1.14,-,
13,"Sunday, Apr 13",boxscore,NYY,@,BOS,L,5,8,,6-7,5,1.5,Matsuzaka,Hughes,,3:55,N,37876,1.11,--,
14,"Monday, Apr 14",boxscore,NYY,@,TBR,W,8,7,,7-7,4,1.5,Bruney,Reyes,Rivera,3:05,N,18872,1.05,+,
15,"Tuesday, Apr 15",boxscore,NYY,@,TBR,W,5,3,,8-7,4,1.0,Pettitte,Jackson,Rivera,3:01,N,20923,1.09,++,
16,"Wednesday, Apr 16",boxscore,NYY,,BOS,W,15,9,,9-7,1,Tied,Hawkins,Tavarez,Bruney,4:08,N,54667,1.18,+++,
17,"Thursday, Apr 17",boxscore,NYY,,BOS,L,5,7,,9-8,3,1.0,Beckett,Mussina,,3:20,N,55088,1.28,-,
18,"Friday, Apr 18",boxscore,NYY,@,BAL,L,2,8,,9-9,3,2.0,Cabrera,Hughes,,3:12,N,40653,1.20,--,
