Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Tuesday, Apr 7",boxscore,BOS,,TBR,W,5,3,,1-0,2,0.5,Beckett,Shields,Papelbon,2:39,D,37057,1.14,+,2009-04-06 (Rain)
2,"Wednesday, Apr 8",boxscore,BOS,,TBR,L,2,7,,1-1,3,1.0,Kazmir,Lester,Balfour,3:10,N,37552,1.17,-,
3,"Thursday, Apr 9",boxscore,BOS,,TBR,L,3,4,,1-2,4,1.5,Garza,Matsuzaka,Percival,3:39,D,37784,1.08,--,
4,"Friday, Apr 10",boxscore,BOS,@,LAA,L,3,6,,1-3,5,2.5,Weaver,Wakefield,Shields,2:35,N,41385,1.01,---,
5,"Saturday, Apr 11",boxscore,BOS,@,LAA,W,5,4,,2-3,4,2.5,Penny,Saunders,Papelbon,2:54,D,40163,.91,+,
6,"Sunday, Apr 12",boxscore,BOS,@,LAA,L,4,5,,2-4,5,2.5,Moseley,Beckett,Fuentes,3:16,D,38076,.94,-,
7,"Monday, Apr 13",boxscore,BOS,@,OAK,L,2,8,,2-5,5,3.5,Braden,Lester,,2:43,N,21331,.91,--,
8,"Tuesday, Apr 14",boxscore,BOS,@,OAK,L-wo,5,6,12,2-6,5,4.0,Gallagher,López,,4:24,N,22132,.84,---,
9,"Wednesday, Apr 15",boxscore,BOS,@,OAK,W,8,2,,3-6,5,3.5,Wakefield,Anderson,,2:13,D,35067,.78,+,
10,"Friday, Apr 17",boxscore,BOS,,BAL,W,10,8,,4-6,5,3.0,Ramirez,Báez,Papelbon,3:34,N,38266,.96,++,
11,"Saturday, Apr 18",boxscore,BOS,,BAL,W,6,4,,5-6,4,3.0,Beckett,Eaton,Papelbon,3:13,N,37559,1.06,+++,
12,"Sunday, Apr 19",boxscore,BOS,,BAL,W,2,1,,6-6,3,3.0,Lester,Uehara,Saito,2:31,D,37869,1.05,++++,
13,"Monday, Apr 20",boxscore,BOS,,BAL,W,12,1,,7-6,2,2.5,Masterson,Hendrickson,,3:13,D,37865,1.09,+++++,
14,"Wednesday, Apr 22 (1)",boxscore,BOS,,MIN,W,10,1,7,8-6,2,1.5,Wakefield,Baker,,2:11,D,37608,1.06,++++++,2009-04-21 (Rain)
15,"Wednesday, Apr 22 (2)",boxscore,BOS,,MIN,W,7,3,,9-6,2,1.5,Penny,Liriano,,2:28,N,37494,1.08,+++++++,
16,"Friday, Apr 24",boxscore,BOS,,NYY,W-wo,5,4,11,10-6,2,2.0,Ramirez,Marte,,4:21,N,38163,1.24,++++++++,
17,"Saturday, Apr 25",boxscore,BOS,,NYY,W,16,11,,11-6,2,1.0,Okajima,Albaladejo,,4:21,D,37699,1.28,+++++++++,
18,"Sunday, Apr 26",boxscore,BOS,,NYY,W,4,1,,12-6,2,1.0,Masterson,Pettitte,Saito,3:09,N,38154,1.38,++++++++++,
19,"Monday, Apr 27",boxscore,BOS,@,CLE,W,3,1,,13-6,1,Tied,Delcarmen,Wood,Papelbon,2:38,N,18652,1.27,+++++++++++,
20,"Tuesday, Apr 28",boxscore,BOS,@,CLE,L-wo,8,9,,13-7,2,1.0,Wood,López,,4:19,N,19613,1.28,-,
21,"Wednesday, Apr 29",boxscore,BOS,@,CLE,W,6,5,10,14-7,1,Tied,Okajima,Lewis,Papelbon,3:50,N,19137,1.19,+,
22,"Thursday, Apr 30",boxscore,BOS,@,TBR,L,0,13,,14-8,1,Tied,Garza,Beckett,,3:20,N,20341,1.33,-,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
23,"Friday, May 1",boxscore,BOS,@,TBR,L,2,6,,14-9,2,1.0,Sonnanstine,Masterson,,2:51,N,27045,1.37,--,
24,"Saturday, May 2",boxscore,BOS,@,TBR,W,10,6,,15-9,2,1.0,Wakefield,Niemann,,3:24,N,34910,1.34,+,
25,"Sunday, May 3",boxscore,BOS,@,TBR,L,3,5,,15-10,2,2.0,Shields,Penny,Percival,3:15,D,32332,1.36,-,
26,"Monday, May 4",boxscore,BOS,@,NYY,W,6,4,,16-10,2,1.0,Lester,Hughes,Papelbon,3:48,N,46426,1.45,+,
27,"Tuesday, May 5",boxscore,BOS,@,NYY,W,7,3,,17-10,2,1.0,Beckett,Chamberlain,,3:47,N,46810,1.44,++,
28,"Wednesday, May 6",boxscore,BOS,,CLE,L,2,9,,17-11,2,2.0,Pavano,Masterson,Laffey,2:53,N,37888,1.29,-,
29,"Thursday, May 7",boxscore,BOS,,CLE,W,13,3,,18-11,2,1.0,Wakefield,Sowers,,2:35,N,37541,1.30,+,
30,"Friday, May 8",boxscore,BOS,,TBR,W,7,3,,19-11,1,Tied,Penny,Shields,,2:52,N,37745,1.41,++,
31,"Saturday, May 9",boxscore,BOS,,TBR,L,5,14,,19-12,2,1.0,Kazmir,Lester,Cormier,3:33,D,37773,1.46,-,
32,"Sunday, May 10",boxscore,BOS,,TBR,W,4,3,,20-12,2,1.0,Ramirez,Shouse,Papelbon,3:30,N,37759,1.46,+,
33,"Tuesday, May 12",boxscore,BOS,@,LAA,W,4,3,,21-12,2,1.0,Ramirez,Shields,Papelbon,3:18,N,33411,1.37,++,
34,"Wednesday, May 13",boxscore,BOS,@,LAA,L,4,8,,21-13,2,1.0,Palmer,Wakefield,,2:26,N,35666,1.31,-,
35,"Thursday, May 14",boxscore,BOS,@,LAA,L-wo,4,5,12,21-14,2,1.0,Bulger,Delcarmen,,4:07,D,35124,1.47,--,
36,"Friday, May 15",boxscore,BOS,@,SEA,L,4,5,,21-15,2,2.0,Jakubauskas,Lester,Aardsma,3:03,N,34952,1.33,---,
37,"Saturday, May 16",boxscore,BOS,@,SEA,W,5,3,,22-15,2,2.0,Beckett,Olson,Papelbon,2:54,N,42589,1.38,+,
38,"Sunday, May 17",boxscore,BOS,@,SEA,L-wo,2,3,,22-16,2,3.0,Aardsma,Ramirez,,3:03,D,40833,1.35,-,
39,"Tuesday, May 19",boxscore,BOS,,TOR,W,2,1,,23-16,2,2.5,Wakefield,Tallet,Papelbon,2:13,N,37830,1.55,+,
40,"Wednesday, May 20",boxscore,BOS,,TOR,W,8,3,,24-16,2,1.5,Penny,Cecil,,2:58,N,38099,1.62,++,
41,"Thursday, May 21",boxscore,BOS,,TOR,W,5,1,,25-16,2,0.5,Lester,Ray,,2:55,N,38347,1.69,+++,
42,"Friday, May 22",boxscore,BOS,,NYM,L,3,5,,25-17,2,0.5,Santana,Matsuzaka,Rodríguez,2:50,N,38092,1.33,-,
43,"Saturday, May 23",boxscore,BOS,,NYM,L,2,3,,25-18,2,0.5,Feliciano,Papelbon,Putz,2:49,N,37871,1.39,--,
44,"Sunday, May 24",boxscore,BOS,,NYM,W,12,5,,26-18,1,up 0.5,Wakefield,Redding,,2:57,D,37446,1.25,+,
45,"Monday, May 25",boxscore,BOS,@,MIN,W,6,5,,27-18,1,up 1.0,Penny,Liriano,Papelbon,3:01,D,27636,1.40,++,
46,"Tuesday, May 26",boxscore,BOS,@,MIN,L,2,5,,27-19,1,up 1.0,Blackburn,Lester,Nathan,2:52,N,20019,1.40,-,
47,"Wednesday, May 27",boxscore,BOS,@,MIN,L,2,4,,27-20,1,Tied,Slowey,Matsuzaka,Nathan,3:10,N,28221,1.42,--,
48,"Thursday, May 28",boxscore,BOS,@,MIN,W,3,1,,28-20,1,up 0.5,Beckett,Swarzak,Papelbon,2:56,D,23958,1.49,+,
49,"Friday, May 29",boxscore,BOS,@,TOR,L,3,6,,28-21,2,0.5,Janssen,Wakefield,Downs,2:43,N,32026,1.70,-,
50,"Saturday, May 30",boxscore,BOS,@,TOR,L,3,5,,28-22,2,1.5,Tallet,Ramirez,Downs,2:53,D,35484,1.70,--,
51,"Sunday, May 31",boxscore,BOS,@,TOR,W,8,2,,29-22,2,0.5,Lester,Romero,,3:08,D,30496,1.64,+,
Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
52,"Tuesday, Jun 2",boxscore,BOS,@,DET,W,5,1,,30-22,2,1.0,Matsuzaka,Porcello,,3:14,N,25914,1.44,++,
53,"Wednesday, Jun 3",boxscore,BOS,@,DET,W,10,5,,31-22,1,Tied,Beckett,Galarraga,,3:09,N,29240,1.49,+++,
54,"Thursday, Jun 4",boxscore,BOS,@,DET,W,6,3,,32-22,1,Tied,Wakefield,Willis,Papelbon,2:53,D,31353,1.50,++++,
55,"Friday, Jun 5",boxscore,BOS,,TEX,L,1,5,,32-23,2,0.5,Millwood,Penny,,3:01,N,37519,1.55,-,
56,"Saturday, Jun 6",boxscore,BOS,,TEX,W,8,1,,33-23,1,up 0.5,Lester,Holland,,2:25,N,37828,1.56,+,
57,"Sunday, Jun 7",boxscore,BOS,,TEX,L,3,6,,33-24,2,0.5,Padilla,Matsuzaka,Wilson,2:49,D,37537,1.54,-,
58,"Tuesday, Jun 9",boxscore,BOS,,NYY,W,7,0,,34-24,1,Tied,Beckett,Burnett,,3:04,N,37883,1.79,+,
59,"Wednesday, Jun 10",boxscore,BOS,,NYY,W,6,5,,35-24,1,up 1.0,Wakefield,Wang,Papelbon,3:23,N,38121,1.83,++,
60,"Thursday, Jun 11",boxscore,BOS,,NYY,W,4,3,,36-24,1,up 2.0,Saito,Sabathia,Papelbon,3:39,N,38153,1.70,+++,
61,"Friday, Jun 12",boxscore,BOS,@,PHI,W,5,2,13,37-24,1,up 2.0,Saito,Kendrick,Bard,4:06,N,45321,1.47,++++,
62,"Saturday, Jun 13",boxscore,BOS,@,PHI,W,11,6,,38-24,1,up 3.0,Okajima,Bastardo,,3:41,N,45202,1.37,+++++,
63,"Sunday, Jun 14",boxscore,BOS,@,PHI,L,6,11,,38-25,1,up 2.0,Park,Beckett,,3:13,D,45141,1.33,-,
64,"Tuesday, Jun 16",boxscore,BOS,,FLA,W,8,2,,39-25,1,up 2.0,Wakefield,Volstad,,2:30,N,38149,1.36,+,
65,"Wednesday, Jun 17",boxscore,BOS,,FLA,W,6,1,,40-25,1,up 3.0,Penny,Miller,,3:10,N,38196,1.41,++,
66,"Thursday, Jun 18",boxscore,BOS,,FLA,L,1,2,5,40-26,1,up 3.0,Nolasco,Lester,,1:44,N,37577,1.33,-,
67,"Friday, Jun 19",boxscore,BOS,,ATL,L,2,8,,40-27,1,up 2.0,Kawakami,Matsuzaka,,2:49,N,37703,1.34,--,
68,"Saturday, Jun 20",boxscore,BOS,,ATL,W,3,0,,41-27,1,up 3.0,Beckett,Lowe,,2:11,N,38029,1.51,+,
69,"Sunday, Jun 21",boxscore,BOS,,ATL,W-wo,6,5,,42-27,1,up 4.0,Papelbon,Bennett,,2:47,D,37243,1.43,++,
70,"Tuesday, Jun 23",boxscore,BOS,@,WSN,W,11,3,,43-27,1,up 5.0,Delcarmen,Tavarez,,3:31,N,41517,1.32,+++,
71,"Wednesday, Jun 24",boxscore,BOS,@,WSN,W,6,4,,44-27,1,up 5.0,Lester,Stammen,Papelbon,2:58,N,41530,1.30,++++,
72,"Thursday, Jun 25",boxscore,BOS,@,WSN,L,3,9,,44-28,1,up 4.0,Zimmermann,Smoltz,,2:41,N,41985,1.26,-,
73,"Friday, Jun 26",boxscore,BOS,@,ATL,W,4,1,,45-28,1,up 4.0,Beckett,Jurrjens,,2:46,N,48418,1.32,+,
74,"Saturday, Jun 27",boxscore,BOS,@,ATL,W,1,0,,46-28,1,up 4.0,Wakefield,Vazquez,Papelbon,2:46,D,48151,1.32,++,
75,"Sunday, Jun 28",boxscore,BOS,@,ATL,L,1,2,,46-29,1,up 3.0,Hanson,Penny,Gonzalez,3:01,D,41463,1.26,-,
76,"Monday, Jun 29",boxscore,BOS,@,BAL,W,4,0,,47-29,1,up 3.5,Lester,Berken,Papelbon,2:48,N,36548,1.29,+,
77,"Tuesday, Jun 30",boxscore,BOS,@,BAL,L,10,11,,47-30,1,up 2.5,Hendrickson,Saito,Sherrill,3:27,N,31969,1.23,-,
Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
78,"Wednesday, Jul 1",boxscore,BOS,@,BAL,W,6,5,11,48-30,1,up 2.5,Ramirez,Báez,Papelbon,3:16,D,29391,1.32,+,
79,"Friday, Jul 3",boxscore,BOS,,SEA,L,6,7,11,48-31,1,up 2.0,Jakubauskas,Ramirez,Lowe,3:09,N,38078,1.35,-,
80,"Saturday, Jul 4",boxscore,BOS,,SEA,L,2,3,,48-32,1,up 1.0,Corcoran,Saito,Aardsma,3:06,D,37656,1.44,--,
81,"Sunday, Jul 5",boxscore,BOS,,SEA,W,8,4,,49-32,1,up 1.0,Masterson,Batista,,2:57,D,37691,1.58,+,
82,"Monday, Jul 6",boxscore,BOS,,OAK,L,0,6,,49-33,1,up 1.0,Anderson,Smoltz,,2:34,N,38294,1.42,-,
83,"Tuesday, Jul 7",boxscore,BOS,,OAK,W,5,2,,50-33,1,up 1.0,Beckett,Eveland,Papelbon,3:13,N,37676,1.46,+,
84,"Wednesday, Jul 8",boxscore,BOS,,OAK,W,5,4,,51-33,1,up 1.0,Wakefield,Cahill,Papelbon,3:03,N,37981,1.46,++,
85,"Thursday, Jul 9",boxscore,BOS,,KCR,L,6,8,,51-34,1,Tied,Hochevar,Masterson,Soria,3:32,N,38189,1.46,-,
86,"Friday, Jul 10",boxscore,BOS,,KCR,W,1,0,,52-34,1,up 1.0,Lester,Bannister,Papelbon,2:29,N,38116,1.48,+,
87,"Saturday, Jul 11",boxscore,BOS,,KCR,W,15,9,,53-34,1,up 2.0,Smoltz,Meche,,3:44,N,37825,1.47,++,
88,"Sunday, Jul 12",boxscore,BOS,,KCR,W,6,0,,54-34,1,up 3.0,Beckett,Chen,,2:52,D,37612,1.38,+++,
89,"Friday, Jul 17",boxscore,BOS,@,TOR,W,4,1,,55-34,1,up 3.0,Buchholz,Romero,Papelbon,2:55,N,32928,1.31,++++,
90,"Saturday, Jul 18",boxscore,BOS,@,TOR,L,2,6,,55-35,1,up 2.0,Rzepczynski,Penny,,2:43,D,36926,1.15,-,
91,"Sunday, Jul 19",boxscore,BOS,@,TOR,L,1,3,,55-36,1,up 1.0,Halladay,Lester,,2:15,D,36534,1.35,--,
92,"Monday, Jul 20",boxscore,BOS,@,TEX,L,3,6,,55-37,1,Tied,Millwood,Smoltz,Wilson,2:54,N,28916,1.49,---,
93,"Tuesday, Jul 21",boxscore,BOS,@,TEX,L,2,4,,55-38,2,1.0,Hunter,Beckett,Wilson,2:26,N,28555,1.75,----,
94,"Wednesday, Jul 22",boxscore,BOS,@,TEX,L,1,3,,55-39,2,2.0,Nippert,Buchholz,Mathis,3:00,N,39778,1.80,-----,
95,"Friday, Jul 24",boxscore,BOS,,BAL,W,3,1,,56-39,2,2.5,Penny,Bergesen,Papelbon,2:53,N,38058,1.76,+,
96,"Saturday, Jul 25",boxscore,BOS,,BAL,W,7,2,,57-39,2,1.5,Lester,Guthrie,,2:32,N,38063,1.74,++,
97,"Sunday, Jul 26",boxscore,BOS,,BAL,L,2,6,,57-40,2,2.5,Hernandez,Smoltz,,2:38,D,37606,1.70,-,
98,"Monday, Jul 27",boxscore,BOS,,OAK,W,8,3,,58-40,2,2.5,Beckett,Cahill,,2:56,N,37955,1.79,+,
99,"Tuesday, Jul 28",boxscore,BOS,,OAK,L,8,9,11,58-41,2,2.5,Breslow,Delcarmen,Bailey,4:08,N,38084,1.61,-,
100,"Wednesday, Jul 29",boxscore,BOS,,OAK,L,6,8,,58-42,2,3.5,Anderson,Penny,Bailey,3:18,N,38193,1.74,--,
101,"Thursday, Jul 30",boxscore,BOS,,OAK,W,8,5,,59-42,2,2.5,Delcarmen,Breslow,Papelbon,3:17,D,37919,1.77,+,
102,"Friday, Jul 31",boxscore,BOS,@,BAL,W,6,5,,60-42,2,1.5,Smoltz,Guthrie,Papelbon,2:44,N,44091,1.82,++,
Gm#,August,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
103,"Saturday, Aug 1",boxscore,BOS,@,BAL,W,4,0,,61-42,2,0.5,Beckett,Hernandez,,3:20,N,49384,1.81,+++,
104,"Sunday, Aug 2",boxscore,BOS,@,BAL,W,18,10,,62-42,2,0.5,Delcarmen,Berken,,3:46,D,43115,1.71,++++,
105,"Tuesday, Aug 4",boxscore,BOS,@,TBR,L-wo,2,4,13,62-43,2,1.5,Cormier,Saito,,4:57,N,29873,2.07,-,
106,"Wednesday, Aug 5",boxscore,BOS,@,TBR,L,4,6,,62-44,2,2.5,Price,Penny,Howell,3:07,N,31517,2.16,--,
107,"Thursday, Aug 6",boxscore,BOS,@,NYY,L,6,13,,62-45,2,3.5,Chamberlain,Smoltz,,3:52,N,49005,2.18,---,
108,"Friday, Aug 7",boxscore,BOS,@,NYY,L-wo,0,2,15,62-46,2,4.5,Coke,Tazawa,,5:33,N,48262,2.21,----,
109,"Saturday, Aug 8",boxscore,BOS,@,NYY,L,0,5,,62-47,2,5.5,Sabathia,Buchholz,,3:28,D,48796,2.21,-----,
110,"Sunday, Aug 9",boxscore,BOS,@,NYY,L,2,5,,62-48,2,6.5,Coke,Bard,Rivera,3:08,N,48190,2.12,------,
111,"Monday, Aug 10",boxscore,BOS,,DET,W,6,5,,63-48,2,5.5,Ramirez,Miner,Papelbon,3:25,N,37960,1.87,+,
112,"Tuesday, Aug 11",boxscore,BOS,,DET,W,7,5,,64-48,2,5.5,Tazawa,Lambert,,3:11,N,38013,1.96,++,
113,"Wednesday, Aug 12",boxscore,BOS,,DET,W,8,2,,65-48,2,5.5,Beckett,Miner,,2:57,N,38124,2.04,+++,
114,"Thursday, Aug 13",boxscore,BOS,,DET,L,0,2,,65-49,2,6.5,Verlander,Buchholz,Rodney,2:44,D,37556,1.94,-,
115,"Friday, Aug 14",boxscore,BOS,@,TEX,W,8,4,,66-49,2,6.5,Saito,Francisco,,3:41,N,40311,2.72,+,
116,"Saturday, Aug 15",boxscore,BOS,@,TEX,L,2,7,,66-50,2,7.5,Holland,Penny,Feliz,3:15,N,48201,2.71,-,
117,"Sunday, Aug 16",boxscore,BOS,@,TEX,L,3,4,,66-51,2,7.5,Nippert,Tazawa,Francisco,2:57,D,27155,2.89,--,
