Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 3",boxscore,NYY,@,ANA,W,3,2,,1-0,1,Tied,Hernández,Hill,Rivera,3:02,N,42704,.99,+,
2,"Tuesday, Apr 4",boxscore,NYY,@,ANA,W,5,3,,2-0,1,Tied,Mendoza,Percival,Rivera,3:20,N,25818,1.01,++,
3,"Wednesday, Apr 5",boxscore,NYY,@,ANA,L,6,12,,2-1,1,Tied,Schoeneweis,Cone,,3:01,N,24560,1.08,-,
4,"Friday, Apr 7",boxscore,NYY,@,SEA,L,5,7,,2-2,2,1.0,Halama,Pettitte,Sasaki,3:09,N,40827,1.07,--,
5,"Saturday, Apr 8",boxscore,NYY,@,SEA,W,3,2,,3-2,2,1.0,Nelson,Mesa,Rivera,3:35,D,45261,1.04,+,
6,"Sunday, Apr 9",boxscore,NYY,@,SEA,L,3,9,,3-3,2,2.0,Moyer,Clemens,,2:40,D,45488,1.09,-,
7,"Wednesday, Apr 12",boxscore,NYY,,TEX,W,8,6,,4-3,2,0.5,Nelson,Munoz,Rivera,3:33,D,48487,1.07,+,
8,"Thursday, Apr 13",boxscore,NYY,,TEX,W,5,1,,5-3,1,up 0.5,Hernández,Rogers,,2:59,N,23805,1.06,++,
9,"Friday, Apr 14",boxscore,NYY,,KCR,W,7,5,,6-3,1,up 1.5,Clemens,Witasick,Rivera,3:48,N,33094,1.15,+++,
10,"Saturday, Apr 15",boxscore,NYY,,KCR,W,7,1,,7-3,1,up 1.5,Mendoza,Rosado,,2:33,D,34056,1.19,++++,
11,"Sunday, Apr 16",boxscore,NYY,,KCR,W,8,4,,8-3,1,up 1.5,Nelson,Fussell,,3:02,D,36724,1.19,+++++,
12,"Monday, Apr 17",boxscore,NYY,@,TEX,W,5,4,11,9-3,1,up 2.0,Rivera,Crabtree,Erdos,3:52,N,38166,1.21,++++++,
13,"Tuesday, Apr 18",boxscore,NYY,@,TEX,W,6,3,,10-3,1,up 2.5,Hernández,Rogers,,2:50,N,43644,1.22,+++++++,
14,"Wednesday, Apr 19",boxscore,NYY,@,TEX,W,5,4,10,11-3,1,up 2.5,Rivera,Zimmerman,,3:22,D,39294,1.24,++++++++,
15,"Friday, Apr 21",boxscore,NYY,@,TOR,L,3,8,,11-4,1,up 1.0,Carpenter,Mendoza,,2:20,D,25921,1.34,-,
16,"Saturday, Apr 22",boxscore,NYY,@,TOR,L,2,8,,11-5,1,Tied,Escobar,Cone,,2:24,D,30167,1.38,--,
17,"Sunday, Apr 23",boxscore,NYY,@,TOR,W,10,7,,12-5,1,up 1.0,Hernández,Andrews,Rivera,3:09,D,20485,1.38,+,
18,"Monday, Apr 24",boxscore,NYY,,MIN,L,3,7,,12-6,1,up 1.0,Milton,Clemens,,3:10,D,35693,1.26,-,
19,"Tuesday, Apr 25",boxscore,NYY,,MIN,L,1,6,,12-7,1,Tied,Bergman,Mendoza,,3:00,N,27372,1.27,--,
20,"Wednesday, Apr 26",boxscore,NYY,,MIN,W,2,0,,13-7,1,up 1.0,Nelson,Mays,Rivera,2:34,D,27919,1.23,+,
21,"Friday, Apr 28",boxscore,NYY,,TOR,W,6,0,,14-7,1,up 1.5,Cone,Escobar,,2:47,N,35987,1.39,++,
22,"Saturday, Apr 29",boxscore,NYY,,TOR,L,2,6,,14-8,1,up 0.5,Wells,Hernández,Koch,3:23,D,38783,1.38,-,
23,"Sunday, Apr 30",boxscore,NYY,,TOR,W,7,1,,15-8,1,up 1.5,Clemens,Halladay,,2:57,D,43721,1.38,+,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
24,"Monday, May 1",boxscore,NYY,@,CLE,W,2,1,,16-8,1,up 2.0,Mendoza,Wright,Rivera,3:15,N,42711,1.30,++,
25,"Tuesday, May 2",boxscore,NYY,@,CLE,W,4,2,,17-8,1,up 2.0,Pettitte,Witt,Rivera,3:14,N,42801,1.37,+++,
