Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Thursday, Mar 28",boxscore,TOR,,DET,L,0,2,10,0-1,2,1.0,Alcántara,Hudson,Greene,2:25,D,45048,.92,-,
2,"Friday, Mar 29",boxscore,TOR,,DET,W,6,0,,1-1,2,0.5,Shoemaker,Boyd,,2:28,N,18054,.88,+,
3,"Saturday, Mar 30",boxscore,TOR,,DET,W,3,0,,2-1,1,Tied,Sanchez,Turnbull,Giles,3:00,D,25429,.96,++,
4,"Sunday, Mar 31",boxscore,TOR,,DET,L,3,4,11,2-2,3,1.0,Stumpf,Pannone,Greene,3:17,D,16098,1.00,-,
Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
5,"Monday, Apr 1",boxscore,TOR,,BAL,L,5,6,,2-3,4,2.0,Hess,Reid-Foley,Bleier,2:46,N,10460,1.08,--,
6,"Tuesday, Apr 2",boxscore,TOR,,BAL,L,1,2,,2-4,4,3.0,Cashner,Stroman,Castro,2:45,N,12110,1.02,---,
7,"Wednesday, Apr 3",boxscore,TOR,,BAL,W,5,3,,3-4,3,2.0,Shoemaker,Karns,Giles,2:42,D,11436,.96,+,
8,"Thursday, Apr 4",boxscore,TOR,@,CLE,L,1,4,,3-5,4,2.5,Bauer,Sanchez,Hand,3:06,N,10375,.89,-,
9,"Friday, Apr 5",boxscore,TOR,@,CLE,L-wo,2,3,,3-6,4,3.5,Cimber,Biagini,,2:42,N,12881,.86,--,
10,"Saturday, Apr 6",boxscore,TOR,@,CLE,L,2,7,,3-7,4,3.5,Carrasco,Pannone,,3:20,D,18429,.80,---,
11,"Sunday, Apr 7",boxscore,TOR,@,CLE,L,1,3,,3-8,4,4.5,Clevinger,Stroman,Hand,2:36,D,17264,.80,----,
12,"Tuesday, Apr 9",boxscore,TOR,@,BOS,W,7,5,,4-8,4,5.0,Shoemaker,Sale,Giles,3:36,D,36179,.74,+,
13,"Thursday, Apr 11",boxscore,TOR,@,BOS,L-wo,6,7,,4-9,4,6.0,Walden,Giles,,3:21,N,36510,.81,-,
14,"Friday, Apr 12",boxscore,TOR,,TBR,L,7,11,,4-10,5,7.0,Yarbrough,Thornton,,3:21,N,17326,.89,--,
15,"Saturday, Apr 13",boxscore,TOR,,TBR,W,3,1,,5-10,4,6.0,Pannone,Roe,Giles,2:44,D,20771,.80,+,
16,"Sunday, Apr 14",boxscore,TOR,,TBR,L,4,8,,5-11,5,7.0,Kolarek,Stroman,,3:41,D,20512,.86,-,
17,"Monday, Apr 15",boxscore,TOR,@,MIN,W,5,3,,6-11,4,6.5,Gaviglio,Mejía,Biagini,3:00,N,11727,.67,+,
18,"Tuesday, Apr 16",boxscore,TOR,@,MIN,W,6,5,,7-11,3,6.5,Sanchez,May,Giles,3:06,N,13365,.72,++,
19,"Wednesday, Apr 17",boxscore,TOR,@,MIN,L,1,4,,7-12,3,7.5,Odorizzi,Thornton,Parker,2:57,N,11465,.76,-,
20,"Thursday, Apr 18",boxscore,TOR,@,MIN,W,7,4,,8-12,3,6.5,Biagini,Pineda,Giles,3:00,D,12523,.71,+,
21,"Friday, Apr 19",boxscore,TOR,@,OAK,W,5,1,,9-12,3,5.5,Stroman,Brooks,,2:36,N,15128,.75,++,
22,"Saturday, Apr 20",boxscore,TOR,@,OAK,W,10,1,,10-12,3,4.5,Gaviglio,Fiers,,3:05,D,31140,.84,+++,
23,"Sunday, Apr 21",boxscore,TOR,@,OAK,W,5,4,,11-12,3,3.5,Hudson,Anderson,Giles,3:19,D,16015,.91,++++,
24,"Tuesday, Apr 23",boxscore,TOR,,SFG,L,6,7,,11-13,3,5.0,Samardzija,Thornton,Smith,3:06,N,20384,.90,-,
25,"Wednesday, Apr 24",boxscore,TOR,,SFG,L,0,4,,11-14,3,5.0,Pomeranz,Buchholz,,2:41,D,19652,.85,--,
26,"Friday, Apr 26",boxscore,TOR,,OAK,W-wo,4,2,,12-14,3,4.5,Giles,Petit,,2:50,N,28688,.84,+,
27,"Saturday, Apr 27",boxscore,TOR,,OAK,W,7,1,,13-14,3,4.5,Sanchez,Anderson,,2:50,D,22254,.87,++,
28,"Sunday, Apr 28",boxscore,TOR,,OAK,W-wo,5,4,11,14-14,3,4.5,Luciano,Treinen,,3:56,D,18557,.92,+++,
29,"Tuesday, Apr 30",boxscore,TOR,@,LAA,L,3,4,,14-15,3,5.5,Buttrey,Tepera,Robles,2:56,N,38797,.93,-,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
30,"Wednesday, May 1",boxscore,TOR,@,LAA,L,3,6,,14-16,3,5.0,Peña,Stroman,Buttrey,3:32,N,33082,.88,--,
31,"Thursday, May 2",boxscore,TOR,@,LAA,L,2,6,,14-17,3,6.0,Skaggs,Sanchez,,3:01,N,40064,.90,---,
32,"Friday, May 3",boxscore,TOR,@,TEX,W,1,0,12,15-17,3,6.0,Hudson,Jurado,Giles,4:00,N,26179,.82,+,
33,"Saturday, May 4",boxscore,TOR,@,TEX,L,5,8,,15-18,4,6.0,Lynn,Pannone,Kelley,2:59,N,31787,.85,-,
34,"Sunday, May 5",boxscore,TOR,@,TEX,L,2,10,,15-19,4,6.5,Dowdy,Buchholz,,2:50,D,30934,.82,--,
35,"Monday, May 6",boxscore,TOR,,MIN,L,0,8,,15-20,4,7.5,Pérez,Stroman,,2:52,N,12292,.77,---,
36,"Tuesday, May 7",boxscore,TOR,,MIN,L,0,3,,15-21,4,8.5,Berríos,Sanchez,Rogers,2:30,N,14039,.68,----,
37,"Wednesday, May 8",boxscore,TOR,,MIN,L,1,9,,15-22,4,8.5,Gibson,Thornton,,3:06,N,14372,.60,-----,
38,"Friday, May 10",boxscore,TOR,,CHW,W,4,3,,16-22,4,7.5,Biagini,Covey,Giles,3:08,N,20402,.56,+,
39,"Saturday, May 11",boxscore,TOR,,CHW,L,2,7,,16-23,4,8.5,Nova,Stroman,,3:20,D,24563,.57,-,
40,"Sunday, May 12",boxscore,TOR,,CHW,L,1,5,,16-24,4,8.5,Giolito,Sanchez,,2:47,D,24222,.53,--,
41,"Tuesday, May 14",boxscore,TOR,@,SFG,W,7,3,,17-24,4,8.5,Thornton,Vincent,,3:02,N,31230,.43,+,
42,"Wednesday, May 15",boxscore,TOR,@,SFG,L,3,4,,17-25,4,9.5,Melancon,Tepera,Smith,3:01,D,31828,.50,-,
43,"Thursday, May 16",boxscore,TOR,@,CHW,L,2,4,,17-26,4,10.0,Herrera,Law,Colomé,3:16,N,20119,.42,--,
44,"Friday, May 17",boxscore,TOR,@,CHW,W,10,2,,18-26,4,9.5,Gaviglio,Nova,Guerra,3:14,N,17078,.38,+,
45,"Saturday, May 18",boxscore,TOR,@,CHW,L,1,4,5,18-27,4,10.0,Giolito,Feierabend,,1:31,D,22908,.44,-,
46,"Sunday, May 19",boxscore,TOR,@,CHW,W,5,2,,19-27,4,9.5,Hudson,Herrera,Giles,3:06,D,18605,.41,+,
47,"Monday, May 20",boxscore,TOR,,BOS,L,2,12,,19-28,4,10.5,Price,Jackson,,2:56,D,26794,.49,-,
48,"Tuesday, May 21",boxscore,TOR,,BOS,W,10,3,,20-28,4,10.5,Stroman,Rodriguez,,3:17,N,14407,.42,+,
49,"Wednesday, May 22",boxscore,TOR,,BOS,L,5,6,13,20-29,4,11.5,Hembree,Cordero,,4:30,N,18285,.44,-,
50,"Thursday, May 23",boxscore,TOR,,BOS,L,2,8,,20-30,4,12.5,Weber,Gaviglio,,3:01,D,36526,.37,--,
