Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Tuesday, Apr 5",boxscore,NYY,,HOU,L &H,3,5,,0-1,4,1.0,Keuchel,Betances,Gregerson,3:17,D,47820,.94,-,2016-04-04 (Inclement weather)
2,"Wednesday, Apr 6",boxscore,NYY,,HOU,W,16,6,,1-1,2,1.0,Pineda,McHugh,Nova,3:45,N,37493,.88,+,
3,"Thursday, Apr 7",boxscore,NYY,,HOU,W,8,5,,2-1,2,1.0,Shreve,Harris,Miller,3:00,D,30003,.92,++,
4,"Friday, Apr 8",boxscore,NYY,@,DET,L,0,4,,2-2,3,2.0,Zimmermann,Severino,,2:44,D,45049,.95,-,
5,"Saturday, Apr 9",boxscore,NYY,@,DET,W,8,4,,3-2,3,1.5,Sabathia,Pelfrey,,3:20,D,32419,.97,+,
6,"Tuesday, Apr 12",boxscore,NYY,@,TOR,W,3,2,,4-2,2,2.5,Barbato,Cecil,Miller,3:03,N,28819,1.05,++,
7,"Wednesday, Apr 13",boxscore,NYY,@,TOR,L,2,7,,4-3,2,2.5,Happ,Pineda,,2:43,N,27938,1.13,-,
8,"Thursday, Apr 14",boxscore,NYY,@,TOR,L,2,4,,4-4,2,2.5,Stroman,Eovaldi,Osuna,2:22,N,36238,1.09,--,
9,"Friday, Apr 15",boxscore,NYY,,SEA,L,1,7,,4-5,3,3.5,Karns,Severino,,3:18,N,35531,.89,---,
10,"Saturday, Apr 16",boxscore,NYY,,SEA,L,2,3,,4-6,3,3.5,Hernández,Sabathia,Cishek,3:21,D,38574,.92,----,
11,"Sunday, Apr 17",boxscore,NYY,,SEA,W,4,3,,5-6,3,3.0,Tanaka,Iwakuma,Miller,2:34,D,43856,.81,+,
12,"Tuesday, Apr 19",boxscore,NYY,,OAK,L,2,3,11,5-7,5,3.0,Rodriguez,Barbato,Madson,3:30,N,31952,.88,-,
13,"Wednesday, Apr 20",boxscore,NYY,,OAK,L,2,5,,5-8,5,4.0,Graveman,Eovaldi,Doolittle,2:57,N,37396,.84,--,
14,"Thursday, Apr 21",boxscore,NYY,,OAK,L,3,7,,5-9,5,5.0,Hill,Shreve,Madson,3:18,N,33818,.78,---,
15,"Friday, Apr 22",boxscore,NYY,,TBR,W,6,3,,6-9,5,4.0,Nova,Moore,Miller,3:02,N,31843,.81,+,
16,"Saturday, Apr 23",boxscore,NYY,,TBR,W-wo,3,2,,7-9,4,4.0,Miller,Ramírez,,2:55,D,40714,.88,++,
17,"Sunday, Apr 24",boxscore,NYY,,TBR,L,1,8,,7-10,5,4.0,Smyly,Pineda,,2:50,D,40981,.96,-,
18,"Monday, Apr 25",boxscore,NYY,@,TEX,W,3,1,,8-10,5,3.0,Eovaldi,Ramos,Miller,2:46,N,31453,.78,+,
19,"Tuesday, Apr 26",boxscore,NYY,@,TEX,L,1,10,,8-11,5,3.0,Griffin,Severino,,2:19,N,26163,.83,-,
20,"Wednesday, Apr 27",boxscore,NYY,@,TEX,L,2,3,,8-12,5,4.0,Pérez,Sabathia,Tolleson,2:44,N,35477,.83,--,
21,"Friday, Apr 29",boxscore,NYY,@,BOS,L,2,4,,8-13,5,5.5,Uehara,Betances,Kimbrel,2:50,N,37115,.81,---,
22,"Saturday, Apr 30",boxscore,NYY,@,BOS,L,0,8,,8-14,5,5.5,Porcello,Pineda,,3:30,N,37901,.80,----,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
23,"Sunday, May 1",boxscore,NYY,@,BOS,L,7,8,,8-15,5,6.0,Price,Nova,Kimbrel,3:17,N,34279,.72,-----,
24,"Tuesday, May 3",boxscore,NYY,@,BAL,L,1,4,,8-16,5,6.5,Tillman,Severino,O'Day,2:43,N,16083,.75,------,
25,"Wednesday, May 4",boxscore,NYY,@,BAL,W,7,0,,9-16,5,6.0,Sabathia,Wilson,,3:16,N,15998,.67,+,
26,"Thursday, May 5",boxscore,NYY,@,BAL,L-wo,0,1,10,9-17,5,7.0,Britton,Barbato,,2:50,N,19598,.71,-,
27,"Friday, May 6",boxscore,NYY,,BOS,W,3,2,,10-17,5,6.0,Yates,Porcello,Miller,3:10,N,45756,.59,+,
28,"Saturday, May 7",boxscore,NYY,,BOS,W,8,2,,11-17,5,5.5,Eovaldi,Price,,3:09,D,47822,.66,++,
29,"Sunday, May 8",boxscore,NYY,,BOS,L,1,5,,11-18,5,6.5,Wright,Severino,,2:27,N,41869,.74,-,
30,"Monday, May 9",boxscore,NYY,,KCR,W,6,3,,12-18,5,6.0,Yates,Young,,2:41,N,41243,.58,+,
31,"Tuesday, May 10",boxscore,NYY,,KCR,W,10,7,,13-18,5,6.0,Miller,Herrera,Chapman,3:07,N,39128,.62,++,
32,"Wednesday, May 11",boxscore,NYY,,KCR,L,3,7,,13-19,5,7.0,Ventura,Pineda,,3:18,N,31226,.64,-,
33,"Thursday, May 12",boxscore,NYY,,KCR,W,7,3,,14-19,5,7.0,Eovaldi,Kennedy,,2:45,N,35944,.56,+,
34,"Friday, May 13",boxscore,NYY,,CHW,L,1,7,,14-20,5,8.0,Sale,Severino,,2:45,N,34264,.62,-,
35,"Saturday, May 14",boxscore,NYY,,CHW,W,2,1,,15-20,5,8.0,Nova,Quintana,Chapman,2:24,D,39691,.54,+,
36,"Sunday, May 15",boxscore,NYY,,CHW,W,7,5,,16-20,5,7.0,Betances,Albers,Chapman,3:36,D,41979,.59,++,
37,"Monday, May 16",boxscore,NYY,@,ARI,L,2,12,,16-21,5,7.5,Ray,Green,,3:00,N,32718,.62,-,
38,"Tuesday, May 17",boxscore,NYY,@,ARI,L,3,5,,16-22,5,7.5,Greinke,Pineda,Ziegler,2:47,N,30913,.59,--,
39,"Wednesday, May 18",boxscore,NYY,@,ARI,W,4,2,,17-22,5,7.5,Eovaldi,Miller,Chapman,3:12,N,32191,.56,+,
40,"Thursday, May 19",boxscore,NYY,@,OAK,W,4,1,,18-22,5,6.5,Nova,Graveman,Chapman,2:39,N,17456,.60,++,
41,"Friday, May 20",boxscore,NYY,@,OAK,W,8,3,,19-22,5,6.5,Sabathia,Gray,,3:13,N,28235,.62,+++,
