Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Tuesday, Apr 2",boxscore,BAL,@,TBR,W,7,4,,1-0,1,Tied,Hammel,McGee,Johnson,2:57,D,34078,1.10,+,
2,"Wednesday, Apr 3",boxscore,BAL,@,TBR,L-wo,7,8,,1-1,2,1.0,Rodney,Hunter,,2:56,N,15599,1.08,-,
3,"Thursday, Apr 4",boxscore,BAL,@,TBR,W,6,3,,2-1,1,Tied,González,Hernández,Johnson,3:02,D,17491,1.06,+,
4,"Friday, Apr 5",boxscore,BAL,,MIN,W,9,5,,3-1,1,Tied,Ayala,Fien,,3:31,D,46653,1.06,++,
5,"Saturday, Apr 6",boxscore,BAL,,MIN,L,5,6,,3-2,1,Tied,Roenicke,Johnson,Perkins,3:17,N,40704,1.05,-,
6,"Sunday, Apr 7",boxscore,BAL,,MIN,L,3,4,,3-3,2,1.0,Swarzak,Hammel,Perkins,2:52,D,34431,.98,--,
7,"Monday, Apr 8",boxscore,BAL,@,BOS,L,1,3,,3-4,2,2.0,Buchholz,Chen,Hanrahan,2:42,D,37008,1.11,---,
8,"Wednesday, Apr 10",boxscore,BAL,@,BOS,W,8,5,,4-4,2,1.0,O'Day,Hanrahan,Johnson,2:53,N,30862,1.11,+,
9,"Thursday, Apr 11",boxscore,BAL,@,BOS,W,3,2,,5-4,1,Tied,Matusz,Mortensen,Johnson,3:15,N,27704,1.18,++,
10,"Friday, Apr 12",boxscore,BAL,@,NYY,L,2,5,,5-5,3,0.5,Sabathia,González,Rivera,2:49,N,35033,1.17,-,
11,"Saturday, Apr 13",boxscore,BAL,@,NYY,W,5,3,,6-5,2,0.5,Hammel,Hughes,Johnson,2:49,D,41851,1.15,+,
12,"Sunday, Apr 14",boxscore,BAL,@,NYY,L,0,3,,6-6,3,1.5,Kuroda,Chen,,2:38,N,34154,1.14,-,
13,"Tuesday, Apr 16",boxscore,BAL,,TBR,W,5,4,,7-6,3,2.0,Arrieta,Hernández,Johnson,3:21,N,14670,1.08,+,
14,"Wednesday, Apr 17",boxscore,BAL,,TBR,L,2,6,,7-7,3,3.0,Moore,Tillman,,3:03,N,13591,1.14,-,
15,"Thursday, Apr 18",boxscore,BAL,,TBR,W-wo,10,6,10,8-7,3,3.0,Patton,Wright,,3:30,N,13986,1.04,+,
16,"Saturday, Apr 20 (1)",boxscore,BAL,,LAD,W,7,5,,9-7,3,2.5,O'Day,Rodríguez,Johnson,2:54,D,26811,.95,++,2013-04-19 (Rain)
17,"Saturday, Apr 20 (2)",boxscore,BAL,,LAD,W,6,1,,10-7,3,2.5,Chen,Beckett,Hunter,2:47,N,45248,.99,+++,
18,"Sunday, Apr 21",boxscore,BAL,,LAD,L,4,7,,10-8,3,2.0,Howell,Arrieta,League,3:21,D,41265,1.06,-,
19,"Monday, Apr 22",boxscore,BAL,,TOR,W-wo,2,1,,11-8,2,2.0,Johnson,Loup,,2:54,N,11168,1.11,+,
20,"Tuesday, Apr 23",boxscore,BAL,,TOR,W,4,3,,12-8,2,1.0,González,Dickey,Johnson,2:29,N,13272,1.15,++,
21,"Wednesday, Apr 24",boxscore,BAL,,TOR,L,5,6,11,12-9,2,2.0,Rogers,Johnson,Janssen,3:25,D,14981,1.19,-,
22,"Thursday, Apr 25",boxscore,BAL,@,OAK,W,10,2,,13-9,2,2.0,Hammel,Parker,,3:15,N,11220,1.09,+,
23,"Friday, Apr 26",boxscore,BAL,@,OAK,W,3,0,,14-9,2,2.0,Chen,Milone,Johnson,2:48,N,16944,1.12,++,
24,"Saturday, Apr 27",boxscore,BAL,@,OAK,W,7,3,,15-9,2,2.0,Tillman,Griffin,Johnson,2:59,D,31292,1.14,+++,
25,"Sunday, Apr 28",boxscore,BAL,@,OAK,L-wo,8,9,10,15-10,3,3.0,Blevins,Strop,,3:22,D,27475,1.17,-,
26,"Monday, Apr 29",boxscore,BAL,@,SEA,L,2,6,,15-11,3,3.5,Saunders,Britton,,2:12,N,9818,1.09,--,
27,"Tuesday, Apr 30",boxscore,BAL,@,SEA,W,7,2,,16-11,3,2.5,Hammel,Maurer,,3:35,N,13647,1.05,+,
Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
28,"Wednesday, May 1",boxscore,BAL,@,SEA,L,3,8,,16-12,3,3.5,Harang,Chen,,2:52,N,12947,1.12,-,
29,"Thursday, May 2",boxscore,BAL,@,LAA,W,5,1,,17-12,3,3.5,Tillman,Blanton,,2:28,N,35118,1.08,+,
30,"Friday, May 3",boxscore,BAL,@,LAA,L,0,4,,17-13,3,3.5,Vargas,González,,2:15,N,40140,1.11,-,
31,"Saturday, May 4",boxscore,BAL,@,LAA,W,5,4,10,18-13,3,2.5,Hunter,Richards,Johnson,3:43,D,32136,1.12,+,
32,"Sunday, May 5",boxscore,BAL,@,LAA,W,8,4,,19-13,2,1.5,Hammel,Williams,O'Day,3:34,D,38047,1.14,++,
33,"Tuesday, May 7",boxscore,BAL,,KCR,W,4,3,,20-13,2,1.0,Hunter,Collins,Johnson,2:31,N,12921,1.21,+++,
34,"Wednesday, May 8",boxscore,BAL,,KCR,W,5,3,,21-13,1,Tied,Tillman,Mendoza,Johnson,2:17,N,12344,1.25,++++,
35,"Thursday, May 9",boxscore,BAL,,KCR,L,2,6,,21-14,1,Tied,Guthrie,García,,2:25,N,23282,1.29,-,
36,"Friday, May 10",boxscore,BAL,@,MIN,W,9,6,10,22-14,1,Tied,Hunter,Swarzak,Johnson,3:38,N,31360,1.30,+,
37,"Saturday, May 11",boxscore,BAL,@,MIN,L,5,8,,22-15,2,1.0,Worley,Johnson,Burton,2:45,N,32221,1.27,-,
38,"Sunday, May 12",boxscore,BAL,@,MIN,W,6,0,,23-15,2,1.0,Chen,Diamond,,2:55,D,34320,1.28,+,
39,"Tuesday, May 14",boxscore,BAL,,SDP,L,2,3,,23-16,2,2.0,Gregerson,Johnson,Street,2:48,N,19096,1.24,-,
40,"Wednesday, May 15",boxscore,BAL,,SDP,L,4,8,,23-17,2,2.0,Marquis,García,,3:11,D,32418,1.19,--,
41,"Friday, May 17",boxscore,BAL,,TBR,L,10,12,,23-18,3,2.5,Hellickson,Hammel,Peralta,3:19,N,38061,1.33,---,
42,"Saturday, May 18",boxscore,BAL,,TBR,L,6,10,,23-19,3,3.5,Torres,Johnson,,3:36,D,34685,1.27,----,
